,0,1,2,3,4,5,6,7,8,9,10,pop,data_type
0,0.6921668628220217,0.9790269862554475,0.739406779661017,0.7001347708894878,0.7028753993610224,0.9761387163561076,0.7048092868988391,0.7284196547144755,0.9760790232904717,0.7983050847457627,0.9795687604788085,1,train
1,0.1261562178828366,0.8014330390720874,0.07751937984496124,0.11383928571428571,0.18050541516245489,0.8052150884459988,0.08542713567839195,0.118378024852845,0.8177983577668629,0.15242494226327943,0.80518501924526,2,oop
2,0.7142018779342723,0.977601512411639,0.7516339869281046,0.7003174603174603,0.7563636363636363,0.9735878568127688,0.6890756302521008,0.683125,0.9709862757449083,0.7339055793991416,0.9743390846768276,3,train
3,0.1303373437131399,0.8210663306409965,0.15164835164835164,0.1098014888337469,0.16502463054187191,0.8184781661291728,0.09888059701492537,0.1016839378238342,0.8075625579240037,0.1679790026246719,0.8021061697463201,4,oop
4,0.6688083218601805,0.9747194579716282,0.6596194503171248,0.6641221374045801,0.6713780918727915,0.97192720286065,0.7216,0.665045170257123,0.9718045484183281,0.6928934010152284,0.9747618559868892,5,train
5,0.653206069505629,0.9688374975954859,0.5877862595419847,0.61254851228978,0.6456456456456456,0.9690630471274119,0.5330578512396694,0.6010498687664042,0.966015037593985,0.6911111111111111,0.9667473699997857,6,train
6,0.6549618320610687,0.9743045975828203,0.6210826210826211,0.6413559322033898,0.7189873417721518,0.9703900740248149,0.6140035906642729,0.6241709653647752,0.9651605460488367,0.5904255319148937,0.972783950123891,7,train
7,0.7264351523742026,0.9751696773519891,0.7151767151767152,0.6836477987421383,0.761744966442953,0.9704089272344825,0.6745362563237775,0.7156063077759652,0.9731926005734007,0.7613412228796844,0.9741127348643006,8,train
8,0.6473737888832228,0.969914825434306,0.5856777493606138,0.6332398316970547,0.6387959866220736,0.9661824994898621,0.6770642201834862,0.6494582536647546,0.9671755578229982,0.6764705882352942,0.9687016541711294,9,train
9,0.676757674352808,0.9797294422937848,0.6744791666666666,0.6681818181818182,0.8387909319899244,0.9773559889745648,0.7168674698795181,0.7155727155727156,0.9746608698897244,0.7293577981651376,0.9776272947004654,10,train
10,0.7035937340022524,0.9747158098135548,0.702576112412178,0.6677807486631016,0.6916666666666667,0.9695748186056293,0.6245733788395904,0.6433048433048433,0.9687410436211475,0.6916666666666667,0.9702384594986027,11,train
11,0.6609174311926606,0.9741241126631555,0.6701846965699209,0.6700177409816677,0.7151702786377709,0.9728506787330317,0.6677966101694915,0.6766965428937259,0.9713231594834815,0.6848341232227488,0.9727979533507884,12,train
12,0.6280359533371581,0.9650140198827428,0.6896551724137931,0.5470588235294118,0.6973684210526315,0.9607832589165636,0.6,0.59613196814562,0.9622952216007495,0.5747663551401869,0.9634338260252414,13,train
13,0.6612626861737182,0.9766853602102044,0.728110599078341,0.7052631578947368,0.7831632653061225,0.970549983074703,0.6938775510204082,0.7116745283018868,0.9712180784059243,0.7111111111111111,0.9735126089214612,14,train
14,0.1460309835474961,0.8073439993100177,0.0975609756097561,0.08796895213454076,0.1492063492063492,0.8044717309630716,0.10191082802547771,0.10641200545702592,0.7955547574868818,0.12318840579710146,0.7877817568990941,15,oop
15,0.6991910392034848,0.9783168337554156,0.7575107296137339,0.6878612716763006,0.7058823529411765,0.9756660373400462,0.736013986013986,0.6923566878980891,0.9733938273679493,0.710997442455243,0.9768854762423067,16,train
