,0_acc,10_acc,1_acc,2_acc,3_acc,4_acc,5_acc,6_acc,7_acc,8_acc,9_acc,cat_acc,climbing,elbo,kl_loss,reconstruction_loss,trainable_vars_tracker,val_0_acc,val_10_acc,val_1_acc,val_2_acc,val_3_acc,val_4_acc,val_5_acc,val_6_acc,val_7_acc,val_8_acc,val_9_acc,val_cat_acc,val_climbing,val_elbo,val_kl_loss,val_reconstruction_loss,val_trainable_vars_tracker,loss
0,0.1728467345237732,0.6183730959892273,0.6174172759056091,0.005017921328544617,0.017235102131962776,0.00593101279810071,0.6277146339416504,0.006256742402911186,0.02307894080877304,0.6034451723098755,0.010010304860770702,0.604124903678894,0.0,677.5333862304688,4.2927398681640625,673.2406005859375,0.0,0.13549016416072845,0.5825000405311584,0.6069700121879578,0.03457663953304291,0.027624309062957764,0.010762467980384827,0.695115327835083,0.026907235383987427,0.030732369050383568,0.5990046858787537,0.021962502971291542,0.5512831211090088,1.0,803.32666015625,86.49278259277344,716.8338012695312,144.0,"<autoencoder name=autoencoder_3, built=False>"
1,0.34213197231292725,0.6441552639007568,0.6362438201904297,0.08766233921051025,0.05043478310108185,0.05718270689249039,0.6657551527023315,0.07166806608438492,0.08539130538702011,0.632729709148407,0.057379767298698425,0.640491783618927,0.0,654.473388671875,2.17492938041687,652.2985229492188,0.0,0.15024630725383759,0.528482973575592,0.6133744120597839,0.03380044177174568,0.051869723945856094,0.029113594442605972,0.8001395463943481,0.03121965192258358,0.03900514915585518,0.5634783506393433,0.03230389952659607,0.5308353900909424,1.0,763.26025390625,38.96391296386719,724.2963256835938,144.0,"<autoencoder name=autoencoder_3, built=False>"
2,0.47276464104652405,0.656035304069519,0.6580466628074646,0.05889951065182686,0.050411954522132874,0.06703297048807144,0.6634313464164734,0.04373576492071152,0.09356223046779633,0.6544091105461121,0.05084299296140671,0.6513307094573975,0.0,644.7317504882812,1.5153331756591797,643.2164306640625,0.0,0.5,0.521888017654419,0.6425623297691345,0.03882043436169624,0.06666667014360428,0.029893238097429276,0.8231719732284546,0.025543859228491783,0.0473366416990757,0.5865358114242554,0.03342101350426674,0.572753369808197,1.0,705.8394775390625,16.316410064697266,689.5230712890625,144.0,"<autoencoder name=autoencoder_3, built=False>"
3,0.6842105388641357,0.6902571320533752,0.6953001022338867,0.10548119992017746,0.06553079932928085,0.07247037440538406,0.6972203254699707,0.061182305216789246,0.1342281848192215,0.6842267513275146,0.06393088400363922,0.6883760094642639,0.0,638.9765625,1.5302667617797852,637.4462890625,0.0,0.1818181872367859,0.5614219903945923,0.6408013105392456,0.05732186138629913,0.07739938050508499,0.03332275524735451,0.7767149209976196,0.05222734436392784,0.06893143802881241,0.6316814422607422,0.06681766360998154,0.6172365546226501,1.0,674.1104736328125,8.679666519165039,665.4307861328125,144.0,"<autoencoder name=autoencoder_3, built=False>"
4,0.7566539645195007,0.7267175912857056,0.7245489954948425,0.1527581363916397,0.09352078288793564,0.125666081905365,0.7224658727645874,0.07939450442790985,0.15515989065170288,0.7170503735542297,0.08304668217897415,0.7190197110176086,0.0,634.2826538085938,1.623475432395935,632.6591796875,0.0,0.4871794879436493,0.6138408184051514,0.66373211145401,0.10916484147310257,0.017094017937779427,0.04833836853504181,0.7460916042327881,0.04382871463894844,0.07014276832342148,0.6445411443710327,0.0794702023267746,0.6559457182884216,0.0,663.146728515625,5.512977600097656,657.6337280273438,144.0,"<autoencoder name=autoencoder_3, built=False>"
5,0.7840290665626526,0.7485707998275757,0.7468141317367554,0.18950819969177246,0.11095237731933594,0.16038882732391357,0.7453840970993042,0.09192945063114166,0.18194317817687988,0.7361251711845398,0.12013255804777145,0.7417736053466797,0.0,630.6195678710938,1.67695951461792,628.942626953125,0.0,0.6346153616905212,0.631750226020813,0.6750249862670898,0.1599799394607544,0.06137724593281746,0.06158357858657837,0.7678945064544678,0.05226174741983414,0.09701492637395859,0.6635896563529968,0.06557376682758331,0.6742919087409973,1.0,655.6259765625,3.9327757358551025,651.6932373046875,144.0,"<autoencoder name=autoencoder_3, built=False>"
6,0.8068862557411194,0.7666187882423401,0.7618929743766785,0.24066390097141266,0.13461539149284363,0.205967977643013,0.7625117301940918,0.11443746834993362,0.20099592208862305,0.7549004554748535,0.14091937243938446,0.7591270804405212,0.0,627.6639404296875,1.7392487525939941,625.9246826171875,0.0,0.5128205418586731,0.6610758304595947,0.7006514072418213,0.25191816687583923,0.061433445662260056,0.09278350323438644,0.7392024397850037,0.06818182021379471,0.10000000149011612,0.6838829517364502,0.02777777798473835,0.6933000087738037,1.0,650.4053344726562,3.1099061965942383,647.29541015625,144.0,"<autoencoder name=autoencoder_3, built=False>"
7,0.8203125,0.7775430679321289,0.7776867151260376,0.28007519245147705,0.1648000031709671,0.23274336755275726,0.7762317657470703,0.12972292304039001,0.2635534107685089,0.7667993307113647,0.15377359092235565,0.7726767659187317,0.0,625.3674926757812,1.7955689430236816,623.5718994140625,0.0,0.4848484992980957,0.6860193610191345,0.7146503925323486,0.2710413634777069,0.08262108266353607,0.07194244861602783,0.7360920906066895,0.07654494047164917,0.11744966357946396,0.6991580128669739,0.09433962404727936,0.7071908116340637,0.0,647.0990600585938,2.7865092754364014,644.3125610351562,144.0,"<autoencoder name=autoencoder_3, built=False>"
8,0.8343504667282104,0.7890568375587463,0.786730170249939,0.31511253118515015,0.18239660561084747,0.27685949206352234,0.785743772983551,0.1462736427783966,0.25668203830718994,0.7774202823638916,0.1930069923400879,0.7828893065452576,0.0,623.4686279296875,1.912037968635559,621.5565795898438,0.0,0.5116279125213623,0.7078691124916077,0.7195742130279541,0.3434534966945648,0.11135857552289963,0.1666666716337204,0.7257763147354126,0.11415524780750275,0.09110169857740402,0.7137948870658875,0.13265305757522583,0.716056227684021,0.0,643.8079833984375,2.5029170513153076,641.3050537109375,144.0,"<autoencoder name=autoencoder_3, built=False>"
9,0.8177940249443054,0.7983977794647217,0.7961562871932983,0.33043476939201355,0.21792034804821014,0.3205297887325287,0.7920109033584595,0.16932907700538635,0.3145896792411804,0.7856362462043762,0.22857142984867096,0.7913350462913513,0.0,621.856201171875,1.9669909477233887,619.8892211914062,0.0,0.4390243887901306,0.7110891342163086,0.7235715985298157,0.40438246726989746,0.10947712510824203,0.135869562625885,0.7311129570007324,0.10059761255979538,0.10043668001890182,0.7182527184486389,0.15094339847564697,0.7200761437416077,1.0,642.9973754882812,2.4192755222320557,640.578125,144.0,"<autoencoder name=autoencoder_3, built=False>"
