0,p_id
75.6479321314952,1
77.3589743589744,2
82.4810126582279,3
89.9772727272727,4
93.4,5
87.9583333333333,6
84.8732394366197,7
85.0428571428571,8
97.1,9
88.6031746031746,10
76.75,11
70.3918918918919,12
89.9310344827586,13
86.4324324324324,14
83.9733333333333,15
83.4520547945205,16
81.6164383561644,17
90.9692307692308,19
72.44,20
82.2923076923077,21
79.9594594594595,22
71.7397260273973,23
85.3015873015873,24
67.2432432432432,25
86.0933333333333,26
88.5333333333333,27
8.32610409039001,2
8.75902647520085,1
10.8425334813737,3
8.45092161305124,4
11.2358553054249,5
4.34647489025661,6
10.2342974878798,7
8.16928804001581,8
10.1849562263828,9
11.120367368235,10
11.8291407730474,11
8.49305528961964,12
10.7276688806481,13
8.84893164526065,14
8.34391400368562,15
7.93907547075157,16
8.55315103888993,17
10.5637487882635,19
7.82622065429603,20
10.2190433091286,21
11.2267283676412,22
7.89695334582386,23
9.61288604348337,24
7.19362505223041,25
10.6570283030614,26
8.85756722667919,27
