"","pop","individual","value","cluster","cluster_size"
"16332",4,49,1,"Cluster 13",4
"16333",4,49,1,"Cluster 14",12
"16334",4,49,1,"Cluster 15",61
"16335",4,49,1,"Cluster 16",39
"16336",4,49,1,"Cluster 2",1
"16337",4,49,1,"Cluster 3",2
"16338",4,49,1,"Cluster 4",1
"16339",4,49,1,"Cluster 5",18
"16340",4,49,1,"Cluster 6",1
"16341",4,49,1,"Cluster 7",85
"16342",4,49,1,"Cluster 8",32
"16343",4,49,1,"Cluster 9",7
"16344",4,49,2,"Cluster 1",69
"16345",4,49,2,"Cluster 10",1
"16346",4,49,2,"Cluster 11",10
"16347",4,49,2,"Cluster 12",15
"16348",4,49,2,"Cluster 13",33
"16349",4,49,2,"Cluster 14",6
"16350",4,49,2,"Cluster 15",22
"16351",4,49,2,"Cluster 2",1
"16352",4,49,2,"Cluster 3",3
"16353",4,49,2,"Cluster 4",9
"16354",4,49,2,"Cluster 5",60
"16355",4,49,2,"Cluster 6",7
"16356",4,49,2,"Cluster 7",90
"16357",4,49,2,"Cluster 8",25
"16358",4,49,2,"Cluster 9",41
"16359",4,50,1,"Cluster 1",26
"16360",4,50,1,"Cluster 10",17
"16361",4,50,1,"Cluster 11",10
"16362",4,50,1,"Cluster 12",27
"16363",4,50,1,"Cluster 13",4
"16364",4,50,1,"Cluster 14",45
"16365",4,50,1,"Cluster 2",41
"16366",4,50,1,"Cluster 3",6
"16367",4,50,1,"Cluster 4",78
"16368",4,50,1,"Cluster 5",50
"16369",4,50,1,"Cluster 6",11
"16370",4,50,1,"Cluster 7",35
"16371",4,50,1,"Cluster 8",29
"16372",4,50,1,"Cluster 9",10
"16373",4,50,2,"Cluster 1",33
"16374",4,50,2,"Cluster 10",32
"16375",4,50,2,"Cluster 11",56
"16376",4,50,2,"Cluster 12",37
"16377",4,50,2,"Cluster 13",35
"16378",4,50,2,"Cluster 14",4
"16379",4,50,2,"Cluster 15",14
"16380",4,50,2,"Cluster 2",31
"16381",4,50,2,"Cluster 3",37
"16382",4,50,2,"Cluster 4",4
"16383",4,50,2,"Cluster 5",2
"16384",4,50,2,"Cluster 6",40
"16385",4,50,2,"Cluster 7",10
"16386",4,50,2,"Cluster 8",1
"16387",4,50,2,"Cluster 9",3
"16388",4,51,1,"Cluster 1",17
"16389",4,51,1,"Cluster 10",35
"16390",4,51,1,"Cluster 11",35
"16391",4,51,1,"Cluster 12",15
"16392",4,51,1,"Cluster 13",1
"16393",4,51,1,"Cluster 14",22
"16394",4,51,1,"Cluster 2",34
"16395",4,51,1,"Cluster 3",52
"16396",4,51,1,"Cluster 4",7
"16397",4,51,1,"Cluster 5",12
"16398",4,51,1,"Cluster 6",4
"16399",4,51,1,"Cluster 7",57
"16400",4,51,1,"Cluster 8",83
"16401",4,51,1,"Cluster 9",9
"16402",4,51,2,"Cluster 1",9
"16403",4,51,2,"Cluster 10",16
"16404",4,51,2,"Cluster 11",6
"16405",4,51,2,"Cluster 12",4
"16406",4,51,2,"Cluster 13",17
"16407",4,51,2,"Cluster 14",79
"16408",4,51,2,"Cluster 2",3
"16409",4,51,2,"Cluster 3",69
"16410",4,51,2,"Cluster 4",25
"16411",4,51,2,"Cluster 5",5
"16412",4,51,2,"Cluster 6",26
"16413",4,51,2,"Cluster 7",33
"16414",4,51,2,"Cluster 8",4
"16415",4,51,2,"Cluster 9",62
"16416",4,52,1,"Cluster 1",11
"16417",4,52,1,"Cluster 10",29
"16418",4,52,1,"Cluster 2",4
"16419",4,52,1,"Cluster 3",22
"16420",4,52,1,"Cluster 4",2
"16421",4,52,1,"Cluster 5",17
"16422",4,52,1,"Cluster 6",12
"16423",4,52,1,"Cluster 7",56
"16424",4,52,1,"Cluster 8",87
"16425",4,52,1,"Cluster 9",110
"16426",4,52,2,"Cluster 1",21
"16427",4,52,2,"Cluster 10",3
"16428",4,52,2,"Cluster 11",2
"16429",4,52,2,"Cluster 12",34
"16430",4,52,2,"Cluster 2",140
"16431",4,52,2,"Cluster 3",73
"16432",4,52,2,"Cluster 4",52
"16433",4,52,2,"Cluster 5",34
"16434",4,52,2,"Cluster 6",31
"16435",4,52,2,"Cluster 7",1
"16436",4,52,2,"Cluster 8",1
"16437",4,52,2,"Cluster 9",11
"16438",4,53,1,"Cluster 1",2
"16439",4,53,1,"Cluster 10",22
"16440",4,53,1,"Cluster 11",4
"16441",4,53,1,"Cluster 12",35
"16442",4,53,1,"Cluster 13",21
"16443",4,53,1,"Cluster 14",23
"16444",4,53,1,"Cluster 2",9
"16445",4,53,1,"Cluster 3",5
"16446",4,53,1,"Cluster 4",3
"16447",4,53,1,"Cluster 5",4
"16448",4,53,1,"Cluster 6",29
"16449",4,53,1,"Cluster 7",5
"16450",4,53,1,"Cluster 8",4
"16451",4,53,1,"Cluster 9",50
"16452",4,53,2,"Cluster 1",14
"16453",4,53,2,"Cluster 10",3
"16454",4,53,2,"Cluster 11",71
"16455",4,53,2,"Cluster 12",38
"16456",4,53,2,"Cluster 13",6
"16457",4,53,2,"Cluster 2",109
"16458",4,53,2,"Cluster 3",57
"16459",4,53,2,"Cluster 4",6
"16460",4,53,2,"Cluster 5",44
"16461",4,53,2,"Cluster 6",121
"16462",4,53,2,"Cluster 7",9
"16463",4,53,2,"Cluster 8",8
"16464",4,53,2,"Cluster 9",28
"16465",4,54,1,"Cluster 1",62
"16466",4,54,1,"Cluster 10",3
"16467",4,54,1,"Cluster 11",11
"16468",4,54,1,"Cluster 12",17
"16469",4,54,1,"Cluster 13",6
"16470",4,54,1,"Cluster 14",17
"16471",4,54,1,"Cluster 15",1
"16472",4,54,1,"Cluster 16",37
"16473",4,54,1,"Cluster 17",1
"16474",4,54,1,"Cluster 18",49
"16475",4,54,1,"Cluster 2",3
"16476",4,54,1,"Cluster 3",9
"16477",4,54,1,"Cluster 4",15
"16478",4,54,1,"Cluster 5",25
"16479",4,54,1,"Cluster 6",2
"16480",4,54,1,"Cluster 7",20
"16481",4,54,1,"Cluster 8",74
"16482",4,54,1,"Cluster 9",28
"16483",4,54,2,"Cluster 1",1
"16484",4,54,2,"Cluster 10",38
"16485",4,54,2,"Cluster 11",5
"16486",4,54,2,"Cluster 12",42
"16487",4,54,2,"Cluster 2",1
"16488",4,54,2,"Cluster 3",27
"16489",4,54,2,"Cluster 4",3
"16490",4,54,2,"Cluster 5",22
"16491",4,54,2,"Cluster 6",4
"16492",4,54,2,"Cluster 7",1
"16493",4,54,2,"Cluster 8",26
"16494",4,54,2,"Cluster 9",17
"16495",4,56,1,"Cluster 1",28
"16496",4,56,1,"Cluster 10",30
"16497",4,56,1,"Cluster 11",5
"16498",4,56,1,"Cluster 12",14
"16499",4,56,1,"Cluster 13",24
"16500",4,56,1,"Cluster 2",9
"16501",4,56,1,"Cluster 3",27
"16502",4,56,1,"Cluster 4",1
"16503",4,56,1,"Cluster 5",101
"16504",4,56,1,"Cluster 6",13
"16505",4,56,1,"Cluster 7",13
"16506",4,56,1,"Cluster 8",31
"16507",4,56,1,"Cluster 9",12
"16508",4,56,2,"Cluster 1",6
"16509",4,56,2,"Cluster 10",21
"16510",4,56,2,"Cluster 11",61
"16511",4,56,2,"Cluster 12",19
"16512",4,56,2,"Cluster 13",15
"16513",4,56,2,"Cluster 2",47
"16514",4,56,2,"Cluster 3",2
"16515",4,56,2,"Cluster 4",1
"16516",4,56,2,"Cluster 5",91
"16517",4,56,2,"Cluster 6",37
"16518",4,56,2,"Cluster 7",100
"16519",4,56,2,"Cluster 8",8
"16520",4,56,2,"Cluster 9",24
"16521",4,57,1,"Cluster 1",1
"16522",4,57,1,"Cluster 10",9
"16523",4,57,1,"Cluster 11",73
"16524",4,57,1,"Cluster 12",79
"16525",4,57,1,"Cluster 13",4
"16526",4,57,1,"Cluster 14",17
"16527",4,57,1,"Cluster 2",1
"16528",4,57,1,"Cluster 3",18
"16529",4,57,1,"Cluster 4",24
"16530",4,57,1,"Cluster 5",8
"16531",4,57,1,"Cluster 6",3
"16532",4,57,1,"Cluster 7",4
"16533",4,57,1,"Cluster 8",52
"16534",4,57,1,"Cluster 9",21
"16535",4,57,2,"Cluster 1",60
"16536",4,57,2,"Cluster 10",23
"16537",4,57,2,"Cluster 2",10
"16538",4,57,2,"Cluster 3",1
"16539",4,57,2,"Cluster 4",22
"16540",4,57,2,"Cluster 5",231
"16541",4,57,2,"Cluster 6",3
"16542",4,57,2,"Cluster 7",25
"16543",4,57,2,"Cluster 8",10
"16544",4,57,2,"Cluster 9",32
"16545",4,58,1,"Cluster 1",24
"16546",4,58,1,"Cluster 10",59
"16547",4,58,1,"Cluster 11",63
"16548",4,58,1,"Cluster 12",84
"16549",4,58,1,"Cluster 13",14
"16550",4,58,1,"Cluster 2",39
"16551",4,58,1,"Cluster 3",28
"16552",4,58,1,"Cluster 4",37
"16553",4,58,1,"Cluster 5",17
"16554",4,58,1,"Cluster 6",36
"16555",4,58,1,"Cluster 7",11
"16556",4,58,1,"Cluster 8",30
"16557",4,58,1,"Cluster 9",15
"16558",4,58,2,"Cluster 1",80
"16559",4,58,2,"Cluster 10",2
"16560",4,58,2,"Cluster 11",34
"16561",4,58,2,"Cluster 12",3
"16562",4,58,2,"Cluster 13",4
"16563",4,58,2,"Cluster 14",9
"16564",4,58,2,"Cluster 2",1
"16565",4,58,2,"Cluster 3",2
"16566",4,58,2,"Cluster 4",13
"16567",4,58,2,"Cluster 5",20
"16568",4,58,2,"Cluster 6",5
"16569",4,58,2,"Cluster 7",11
"16570",4,58,2,"Cluster 8",60
"16571",4,58,2,"Cluster 9",11
"16572",4,59,1,"Cluster 1",16
"16573",4,59,1,"Cluster 10",23
"16574",4,59,1,"Cluster 11",6
"16575",4,59,1,"Cluster 12",6
"16576",4,59,1,"Cluster 13",10
"16577",4,59,1,"Cluster 14",17
"16578",4,59,1,"Cluster 15",4
"16579",4,59,1,"Cluster 16",12
"16580",4,59,1,"Cluster 17",37
"16581",4,59,1,"Cluster 2",19
"16582",4,59,1,"Cluster 3",33
"16583",4,59,1,"Cluster 4",8
"16584",4,59,1,"Cluster 5",1
"16585",4,59,1,"Cluster 6",40
"16586",4,59,1,"Cluster 7",68
"16587",4,59,1,"Cluster 8",103
"16588",4,59,1,"Cluster 9",2
"16589",4,59,2,"Cluster 1",18
"16590",4,59,2,"Cluster 10",3
"16591",4,59,2,"Cluster 11",51
"16592",4,59,2,"Cluster 12",15
"16593",4,59,2,"Cluster 2",33
"16594",4,59,2,"Cluster 3",40
"16595",4,59,2,"Cluster 4",63
"16596",4,59,2,"Cluster 5",37
"16597",4,59,2,"Cluster 6",35
"16598",4,59,2,"Cluster 7",16
"16599",4,59,2,"Cluster 8",17
"16600",4,59,2,"Cluster 9",9
"16601",4,60,1,"Cluster 1",53
"16602",4,60,1,"Cluster 10",4
"16603",4,60,1,"Cluster 2",19
"16604",4,60,1,"Cluster 3",47
"16605",4,60,1,"Cluster 4",74
"16606",4,60,1,"Cluster 5",2
"16607",4,60,1,"Cluster 6",2
"16608",4,60,1,"Cluster 7",14
"16609",4,60,1,"Cluster 8",46
"16610",4,60,1,"Cluster 9",4
"16611",4,60,2,"Cluster 1",66
"16612",4,60,2,"Cluster 2",1
"16613",4,60,2,"Cluster 3",48
"16614",4,60,2,"Cluster 4",16
"16615",4,60,2,"Cluster 5",39
"16616",4,60,2,"Cluster 6",81
"16617",4,60,2,"Cluster 7",134
"16618",4,60,2,"Cluster 8",68
"16619",4,60,2,"Cluster 9",53
"16620",4,61,1,"Cluster 1",62
"16621",4,61,1,"Cluster 10",3
"16622",4,61,1,"Cluster 11",37
"16623",4,61,1,"Cluster 12",1
"16624",4,61,1,"Cluster 13",9
"16625",4,61,1,"Cluster 2",23
"16626",4,61,1,"Cluster 3",30
"16627",4,61,1,"Cluster 4",25
"16628",4,61,1,"Cluster 5",28
"16629",4,61,1,"Cluster 6",90
"16630",4,61,1,"Cluster 7",15
"16631",4,61,1,"Cluster 8",14
"16632",4,61,1,"Cluster 9",12
"16633",4,61,2,"Cluster 1",32
"16634",4,61,2,"Cluster 10",40
"16635",4,61,2,"Cluster 11",4
"16636",4,61,2,"Cluster 12",34
"16637",4,61,2,"Cluster 13",69
"16638",4,61,2,"Cluster 14",13
"16639",4,61,2,"Cluster 2",1
"16640",4,61,2,"Cluster 3",25
"16641",4,61,2,"Cluster 4",2
"16642",4,61,2,"Cluster 5",6
"16643",4,61,2,"Cluster 6",37
"16644",4,61,2,"Cluster 7",17
"16645",4,61,2,"Cluster 8",119
"16646",4,61,2,"Cluster 9",7
"16647",4,62,1,"Cluster 1",9
"16648",4,62,1,"Cluster 10",56
"16649",4,62,1,"Cluster 11",118
"16650",4,62,1,"Cluster 12",8
"16651",4,62,1,"Cluster 2",30
"16652",4,62,1,"Cluster 3",88
"16653",4,62,1,"Cluster 4",34
"16654",4,62,1,"Cluster 5",12
"16655",4,62,1,"Cluster 6",38
"16656",4,62,1,"Cluster 7",26
"16657",4,62,1,"Cluster 8",23
"16658",4,62,1,"Cluster 9",4
"16659",4,62,2,"Cluster 1",77
"16660",4,62,2,"Cluster 10",15
"16661",4,62,2,"Cluster 11",34
"16662",4,62,2,"Cluster 12",12
"16663",4,62,2,"Cluster 2",1
"16664",4,62,2,"Cluster 3",15
"16665",4,62,2,"Cluster 4",43
"16666",4,62,2,"Cluster 5",4
"16667",4,62,2,"Cluster 6",34
"16668",4,62,2,"Cluster 7",37
"16669",4,62,2,"Cluster 8",35
"16670",4,62,2,"Cluster 9",26
"16671",4,63,1,"Cluster 1",1
"16672",4,63,1,"Cluster 10",44
"16673",4,63,1,"Cluster 11",36
"16674",4,63,1,"Cluster 12",6
"16675",4,63,1,"Cluster 13",5
"16676",4,63,1,"Cluster 2",18
"16677",4,63,1,"Cluster 3",46
"16678",4,63,1,"Cluster 4",9
"16679",4,63,1,"Cluster 5",86
"16680",4,63,1,"Cluster 6",37
"16681",4,63,1,"Cluster 7",17
"16682",4,63,1,"Cluster 8",25
"16683",4,63,1,"Cluster 9",24
"16684",4,63,2,"Cluster 1",37
"16685",4,63,2,"Cluster 10",24
"16686",4,63,2,"Cluster 11",12
"16687",4,63,2,"Cluster 12",35
"16688",4,63,2,"Cluster 13",10
"16689",4,63,2,"Cluster 14",33
"16690",4,63,2,"Cluster 15",7
"16691",4,63,2,"Cluster 16",58
"16692",4,63,2,"Cluster 2",1
"16693",4,63,2,"Cluster 3",30
"16694",4,63,2,"Cluster 4",45
"16695",4,63,2,"Cluster 5",9
"16696",4,63,2,"Cluster 6",7
"16697",4,63,2,"Cluster 7",12
"16698",4,63,2,"Cluster 8",37
"16699",4,63,2,"Cluster 9",9
"16700",4,64,1,"Cluster 1",30
"16701",4,64,1,"Cluster 10",29
"16702",4,64,1,"Cluster 11",52
"16703",4,64,1,"Cluster 12",24
"16704",4,64,1,"Cluster 13",33
"16705",4,64,1,"Cluster 14",13
"16706",4,64,1,"Cluster 2",1
"16707",4,64,1,"Cluster 3",21
"16708",4,64,1,"Cluster 4",56
"16709",4,64,1,"Cluster 5",14
"16710",4,64,1,"Cluster 6",87
"16711",4,64,1,"Cluster 7",62
"16712",4,64,1,"Cluster 8",28
"16713",4,64,1,"Cluster 9",6
"16714",4,64,2,"Cluster 1",6
"16715",4,64,2,"Cluster 10",9
"16716",4,64,2,"Cluster 11",74
"16717",4,64,2,"Cluster 12",12
"16718",4,64,2,"Cluster 13",25
"16719",4,64,2,"Cluster 2",37
"16720",4,64,2,"Cluster 3",21
"16721",4,64,2,"Cluster 4",8
"16722",4,64,2,"Cluster 5",7
"16723",4,64,2,"Cluster 6",37
"16724",4,64,2,"Cluster 7",13
"16725",4,64,2,"Cluster 8",17
"16726",4,64,2,"Cluster 9",8
"16727",4,65,1,"Cluster 1",37
"16728",4,65,1,"Cluster 10",6
"16729",4,65,1,"Cluster 11",8
"16730",4,65,1,"Cluster 12",8
"16731",4,65,1,"Cluster 13",49
"16732",4,65,1,"Cluster 14",12
"16733",4,65,1,"Cluster 15",14
"16734",4,65,1,"Cluster 2",20
"16735",4,65,1,"Cluster 3",6
"16736",4,65,1,"Cluster 4",5
"16737",4,65,1,"Cluster 5",38
"16738",4,65,1,"Cluster 6",79
"16739",4,65,1,"Cluster 7",4
"16740",4,65,1,"Cluster 8",11
"16741",4,65,1,"Cluster 9",18
"16742",4,65,2,"Cluster 1",8
"16743",4,65,2,"Cluster 10",1
"16744",4,65,2,"Cluster 11",18
"16745",4,65,2,"Cluster 12",13
"16746",4,65,2,"Cluster 13",1
"16747",4,65,2,"Cluster 14",12
"16748",4,65,2,"Cluster 15",33
"16749",4,65,2,"Cluster 2",66
"16750",4,65,2,"Cluster 3",76
"16751",4,65,2,"Cluster 4",87
"16752",4,65,2,"Cluster 5",26
"16753",4,65,2,"Cluster 6",24
"16754",4,65,2,"Cluster 7",1
"16755",4,65,2,"Cluster 8",27
"16756",4,65,2,"Cluster 9",6
"16757",4,66,1,"Cluster 1",1
"16758",4,66,1,"Cluster 10",13
"16759",4,66,1,"Cluster 2",55
"16760",4,66,1,"Cluster 3",41
"16761",4,66,1,"Cluster 4",85
"16762",4,66,1,"Cluster 5",55
"16763",4,66,1,"Cluster 6",147
"16764",4,66,1,"Cluster 7",22
"16765",4,66,1,"Cluster 8",21
"16766",4,66,1,"Cluster 9",64
"16767",4,66,2,"Cluster 1",59
"16768",4,66,2,"Cluster 10",19
"16769",4,66,2,"Cluster 11",68
"16770",4,66,2,"Cluster 12",41
"16771",4,66,2,"Cluster 2",1
"16772",4,66,2,"Cluster 3",25
"16773",4,66,2,"Cluster 4",6
"16774",4,66,2,"Cluster 5",9
"16775",4,66,2,"Cluster 6",5
"16776",4,66,2,"Cluster 7",5
"16777",4,66,2,"Cluster 8",4
"16778",4,66,2,"Cluster 9",14
"16779",4,67,1,"Cluster 1",34
"16780",4,67,1,"Cluster 10",11
"16781",4,67,1,"Cluster 11",17
"16782",4,67,1,"Cluster 12",34
"16783",4,67,1,"Cluster 2",1
"16784",4,67,1,"Cluster 3",56
"16785",4,67,1,"Cluster 4",130
"16786",4,67,1,"Cluster 5",22
"16787",4,67,1,"Cluster 6",37
"16788",4,67,1,"Cluster 7",29
"16789",4,67,1,"Cluster 8",15
"16790",4,67,1,"Cluster 9",26
"16791",4,67,2,"Cluster 1",25
"16792",4,67,2,"Cluster 10",24
"16793",4,67,2,"Cluster 11",20
"16794",4,67,2,"Cluster 12",19
"16795",4,67,2,"Cluster 13",12
"16796",4,67,2,"Cluster 2",87
"16797",4,67,2,"Cluster 3",8
"16798",4,67,2,"Cluster 4",3
"16799",4,67,2,"Cluster 5",1
"16800",4,67,2,"Cluster 6",9
"16801",4,67,2,"Cluster 7",15
"16802",4,67,2,"Cluster 8",109
"16803",4,67,2,"Cluster 9",11
"16804",4,68,1,"Cluster 1",19
"16805",4,68,1,"Cluster 10",5
"16806",4,68,1,"Cluster 11",8
"16807",4,68,1,"Cluster 12",37
"16808",4,68,1,"Cluster 2",234
"16809",4,68,1,"Cluster 3",1
"16810",4,68,1,"Cluster 4",38
"16811",4,68,1,"Cluster 5",3
"16812",4,68,1,"Cluster 6",6
"16813",4,68,1,"Cluster 7",38
"16814",4,68,1,"Cluster 8",47
"16815",4,68,1,"Cluster 9",65
"16816",4,68,2,"Cluster 1",39
"16817",4,68,2,"Cluster 10",6
"16818",4,68,2,"Cluster 11",30
"16819",4,68,2,"Cluster 12",5
"16820",4,68,2,"Cluster 13",38
"16821",4,68,2,"Cluster 14",13
"16822",4,68,2,"Cluster 2",1
"16823",4,68,2,"Cluster 3",2
"16824",4,68,2,"Cluster 4",3
"16825",4,68,2,"Cluster 5",2
"16826",4,68,2,"Cluster 6",3
"16827",4,68,2,"Cluster 7",8
"16828",4,68,2,"Cluster 8",21
"16829",4,68,2,"Cluster 9",39
"16830",4,69,1,"Cluster 1",60
"16831",4,69,1,"Cluster 10",10
"16832",4,69,1,"Cluster 2",149
"16833",4,69,1,"Cluster 3",9
"16834",4,69,1,"Cluster 4",34
"16835",4,69,1,"Cluster 5",87
"16836",4,69,1,"Cluster 6",7
"16837",4,69,1,"Cluster 7",35
"16838",4,69,1,"Cluster 8",2
"16839",4,69,1,"Cluster 9",1
"16840",4,69,2,"Cluster 1",14
"16841",4,69,2,"Cluster 10",3
"16842",4,69,2,"Cluster 11",51
"16843",4,69,2,"Cluster 12",66
"16844",4,69,2,"Cluster 13",13
"16845",4,69,2,"Cluster 2",39
"16846",4,69,2,"Cluster 3",3
"16847",4,69,2,"Cluster 4",31
"16848",4,69,2,"Cluster 5",45
"16849",4,69,2,"Cluster 6",21
"16850",4,69,2,"Cluster 7",11
"16851",4,69,2,"Cluster 8",1
"16852",4,69,2,"Cluster 9",35
"16853",4,70,1,"Cluster 1",19
"16854",4,70,1,"Cluster 10",27
"16855",4,70,1,"Cluster 11",56
"16856",4,70,1,"Cluster 12",1
"16857",4,70,1,"Cluster 13",2
"16858",4,70,1,"Cluster 2",42
"16859",4,70,1,"Cluster 3",5
"16860",4,70,1,"Cluster 4",1
"16861",4,70,1,"Cluster 5",162
"16862",4,70,1,"Cluster 6",82
"16863",4,70,1,"Cluster 7",6
"16864",4,70,1,"Cluster 8",19
"16865",4,70,1,"Cluster 9",64
"16866",4,70,2,"Cluster 1",38
"16867",4,70,2,"Cluster 10",5
"16868",4,70,2,"Cluster 2",8
"16869",4,70,2,"Cluster 3",2
"16870",4,70,2,"Cluster 4",4
"16871",4,70,2,"Cluster 5",94
"16872",4,70,2,"Cluster 6",33
"16873",4,70,2,"Cluster 7",36
"16874",4,70,2,"Cluster 8",7
"16875",4,70,2,"Cluster 9",37
"16876",4,71,1,"Cluster 1",5
"16877",4,71,1,"Cluster 10",39
"16878",4,71,1,"Cluster 11",17
"16879",4,71,1,"Cluster 12",9
"16880",4,71,1,"Cluster 13",31
"16881",4,71,1,"Cluster 14",17
"16882",4,71,1,"Cluster 15",1
"16883",4,71,1,"Cluster 2",2
"16884",4,71,1,"Cluster 3",2
"16885",4,71,1,"Cluster 4",50
"16886",4,71,1,"Cluster 5",107
"16887",4,71,1,"Cluster 6",1
"16888",4,71,1,"Cluster 7",3
"16889",4,71,1,"Cluster 8",119
"16890",4,71,1,"Cluster 9",8
"16891",4,71,2,"Cluster 1",35
"16892",4,71,2,"Cluster 10",17
"16893",4,71,2,"Cluster 11",14
"16894",4,71,2,"Cluster 2",6
"16895",4,71,2,"Cluster 3",76
"16896",4,71,2,"Cluster 4",3
"16897",4,71,2,"Cluster 5",9
"16898",4,71,2,"Cluster 6",49
"16899",4,71,2,"Cluster 7",17
"16900",4,71,2,"Cluster 8",10
"16901",4,71,2,"Cluster 9",67
"16902",4,72,1,"Cluster 1",14
"16903",4,72,1,"Cluster 10",1
"16904",4,72,1,"Cluster 11",39
"16905",4,72,1,"Cluster 12",51
"16906",4,72,1,"Cluster 13",60
"16907",4,72,1,"Cluster 14",20
"16908",4,72,1,"Cluster 15",1
"16909",4,72,1,"Cluster 16",43
"16910",4,72,1,"Cluster 2",8
"16911",4,72,1,"Cluster 3",4
"16912",4,72,1,"Cluster 4",1
"16913",4,72,1,"Cluster 5",1
"16914",4,72,1,"Cluster 6",20
"16915",4,72,1,"Cluster 7",91
"16916",4,72,1,"Cluster 8",5
"16917",4,72,1,"Cluster 9",13
"16918",4,72,2,"Cluster 1",5
"16919",4,72,2,"Cluster 10",2
"16920",4,72,2,"Cluster 11",11
"16921",4,72,2,"Cluster 12",31
"16922",4,72,2,"Cluster 13",13
"16923",4,72,2,"Cluster 14",4
"16924",4,72,2,"Cluster 2",7
"16925",4,72,2,"Cluster 3",80
"16926",4,72,2,"Cluster 4",23
"16927",4,72,2,"Cluster 5",26
"16928",4,72,2,"Cluster 6",38
"16929",4,72,2,"Cluster 7",21
"16930",4,72,2,"Cluster 8",97
"16931",4,72,2,"Cluster 9",15
"16932",4,73,1,"Cluster 1",2
"16933",4,73,1,"Cluster 10",12
"16934",4,73,1,"Cluster 11",25
"16935",4,73,1,"Cluster 12",44
"16936",4,73,1,"Cluster 2",17
"16937",4,73,1,"Cluster 3",14
"16938",4,73,1,"Cluster 4",13
"16939",4,73,1,"Cluster 5",11
"16940",4,73,1,"Cluster 6",8
"16941",4,73,1,"Cluster 7",65
"16942",4,73,1,"Cluster 8",84
"16943",4,73,1,"Cluster 9",3
"16944",4,73,2,"Cluster 1",21
"16945",4,73,2,"Cluster 10",33
"16946",4,73,2,"Cluster 11",62
"16947",4,73,2,"Cluster 12",3
"16948",4,73,2,"Cluster 13",3
"16949",4,73,2,"Cluster 2",53
"16950",4,73,2,"Cluster 3",1
"16951",4,73,2,"Cluster 4",4
"16952",4,73,2,"Cluster 5",74
"16953",4,73,2,"Cluster 6",12
"16954",4,73,2,"Cluster 7",94
"16955",4,73,2,"Cluster 8",29
"16956",4,73,2,"Cluster 9",65
"16957",4,74,1,"Cluster 1",30
"16958",4,74,1,"Cluster 2",23
"16959",4,74,1,"Cluster 3",11
"16960",4,74,1,"Cluster 4",127
"16961",4,74,1,"Cluster 5",178
"16962",4,74,1,"Cluster 6",73
"16963",4,74,1,"Cluster 7",94
"16964",4,74,1,"Cluster 8",25
"16965",4,74,2,"Cluster 1",40
"16966",4,74,2,"Cluster 2",43
"16967",4,74,2,"Cluster 3",17
"16968",4,74,2,"Cluster 4",13
"16969",4,74,2,"Cluster 5",1
"16970",4,74,2,"Cluster 6",43
"16971",4,74,2,"Cluster 7",49
"16972",4,75,1,"Cluster 1",21
"16973",4,75,1,"Cluster 10",46
"16974",4,75,1,"Cluster 2",12
"16975",4,75,1,"Cluster 3",30
"16976",4,75,1,"Cluster 4",21
"16977",4,75,1,"Cluster 5",5
"16978",4,75,1,"Cluster 6",79
"16979",4,75,1,"Cluster 7",9
"16980",4,75,1,"Cluster 8",7
"16981",4,75,1,"Cluster 9",20
"16982",4,75,2,"Cluster 1",27
"16983",4,75,2,"Cluster 10",61
"16984",4,75,2,"Cluster 2",12
"16985",4,75,2,"Cluster 3",104
"16986",4,75,2,"Cluster 4",119
"16987",4,75,2,"Cluster 5",5
"16988",4,75,2,"Cluster 6",100
"16989",4,75,2,"Cluster 7",47
"16990",4,75,2,"Cluster 8",33
"16991",4,75,2,"Cluster 9",10
"16992",4,76,1,"Cluster 1",74
"16993",4,76,1,"Cluster 10",56
"16994",4,76,1,"Cluster 11",11
"16995",4,76,1,"Cluster 12",45
"16996",4,76,1,"Cluster 13",1
"16997",4,76,1,"Cluster 2",11
"16998",4,76,1,"Cluster 3",87
"16999",4,76,1,"Cluster 4",15
"17000",4,76,1,"Cluster 5",9
"17001",4,76,1,"Cluster 6",11
"17002",4,76,1,"Cluster 7",16
"17003",4,76,1,"Cluster 8",21
"17004",4,76,1,"Cluster 9",3
"17005",4,76,2,"Cluster 1",40
"17006",4,76,2,"Cluster 10",56
"17007",4,76,2,"Cluster 11",32
"17008",4,76,2,"Cluster 12",12
"17009",4,76,2,"Cluster 13",35
"17010",4,76,2,"Cluster 14",4
"17011",4,76,2,"Cluster 15",12
"17012",4,76,2,"Cluster 2",17
"17013",4,76,2,"Cluster 3",14
"17014",4,76,2,"Cluster 4",8
"17015",4,76,2,"Cluster 5",20
"17016",4,76,2,"Cluster 6",44
"17017",4,76,2,"Cluster 7",37
"17018",4,76,2,"Cluster 8",27
"17019",4,76,2,"Cluster 9",9
"17020",4,77,1,"Cluster 1",24
"17021",4,77,1,"Cluster 10",14
"17022",4,77,1,"Cluster 2",1
"17023",4,77,1,"Cluster 3",25
"17024",4,77,1,"Cluster 4",61
"17025",4,77,1,"Cluster 5",117
"17026",4,77,1,"Cluster 6",6
"17027",4,77,1,"Cluster 7",17
"17028",4,77,1,"Cluster 8",101
"17029",4,77,1,"Cluster 9",31
