"","pop","individual","value","cluster","cluster_size"
"72215",15,152,1,"Cluster 8",1
"72216",15,152,1,"Cluster 9",1
"72217",15,152,2,"Cluster 1",55
"72218",15,152,2,"Cluster 10",56
"72219",15,152,2,"Cluster 2",60
"72220",15,152,2,"Cluster 3",26
"72221",15,152,2,"Cluster 4",14
"72222",15,152,2,"Cluster 5",13
"72223",15,152,2,"Cluster 6",58
"72224",15,152,2,"Cluster 7",1
"72225",15,152,2,"Cluster 8",17
"72226",15,152,2,"Cluster 9",75
"72227",15,153,1,"Cluster 1",10
"72228",15,153,1,"Cluster 10",69
"72229",15,153,1,"Cluster 2",47
"72230",15,153,1,"Cluster 3",3
"72231",15,153,1,"Cluster 4",1
"72232",15,153,1,"Cluster 5",153
"72233",15,153,1,"Cluster 6",4
"72234",15,153,1,"Cluster 7",1
"72235",15,153,1,"Cluster 8",2
"72236",15,153,1,"Cluster 9",12
"72237",15,153,2,"Cluster 1",51
"72238",15,153,2,"Cluster 10",32
"72239",15,153,2,"Cluster 11",63
"72240",15,153,2,"Cluster 2",6
"72241",15,153,2,"Cluster 3",90
"72242",15,153,2,"Cluster 4",47
"72243",15,153,2,"Cluster 5",5
"72244",15,153,2,"Cluster 6",32
"72245",15,153,2,"Cluster 7",54
"72246",15,153,2,"Cluster 8",9
"72247",15,153,2,"Cluster 9",1
"72248",15,154,1,"Cluster 1",10
"72249",15,154,1,"Cluster 10",11
"72250",15,154,1,"Cluster 11",30
"72251",15,154,1,"Cluster 12",4
"72252",15,154,1,"Cluster 13",1
"72253",15,154,1,"Cluster 14",15
"72254",15,154,1,"Cluster 2",9
"72255",15,154,1,"Cluster 3",11
"72256",15,154,1,"Cluster 4",117
"72257",15,154,1,"Cluster 5",1
"72258",15,154,1,"Cluster 6",59
"72259",15,154,1,"Cluster 7",30
"72260",15,154,1,"Cluster 8",6
"72261",15,154,1,"Cluster 9",15
"72262",15,154,2,"Cluster 1",10
"72263",15,154,2,"Cluster 10",36
"72264",15,154,2,"Cluster 11",33
"72265",15,154,2,"Cluster 12",37
"72266",15,154,2,"Cluster 13",11
"72267",15,154,2,"Cluster 14",93
"72268",15,154,2,"Cluster 15",1
"72269",15,154,2,"Cluster 2",28
"72270",15,154,2,"Cluster 3",38
"72271",15,154,2,"Cluster 4",3
"72272",15,154,2,"Cluster 5",7
"72273",15,154,2,"Cluster 6",33
"72274",15,154,2,"Cluster 7",4
"72275",15,154,2,"Cluster 8",1
"72276",15,154,2,"Cluster 9",22
"72277",15,155,1,"Cluster 1",2
"72278",15,155,1,"Cluster 10",8
"72279",15,155,1,"Cluster 11",10
"72280",15,155,1,"Cluster 12",7
"72281",15,155,1,"Cluster 13",12
"72282",15,155,1,"Cluster 14",3
"72283",15,155,1,"Cluster 2",63
"72284",15,155,1,"Cluster 3",25
"72285",15,155,1,"Cluster 4",10
"72286",15,155,1,"Cluster 5",16
"72287",15,155,1,"Cluster 6",15
"72288",15,155,1,"Cluster 7",57
"72289",15,155,1,"Cluster 8",4
"72290",15,155,1,"Cluster 9",59
"72291",15,155,2,"Cluster 1",8
"72292",15,155,2,"Cluster 10",3
"72293",15,155,2,"Cluster 11",23
"72294",15,155,2,"Cluster 12",50
"72295",15,155,2,"Cluster 13",52
"72296",15,155,2,"Cluster 14",101
"72297",15,155,2,"Cluster 2",15
"72298",15,155,2,"Cluster 3",5
"72299",15,155,2,"Cluster 4",3
"72300",15,155,2,"Cluster 5",44
"72301",15,155,2,"Cluster 6",1
"72302",15,155,2,"Cluster 7",30
"72303",15,155,2,"Cluster 8",12
"72304",15,155,2,"Cluster 9",72
"72305",15,156,1,"Cluster 1",74
"72306",15,156,1,"Cluster 10",36
"72307",15,156,1,"Cluster 11",7
"72308",15,156,1,"Cluster 12",19
"72309",15,156,1,"Cluster 13",6
"72310",15,156,1,"Cluster 2",32
"72311",15,156,1,"Cluster 3",4
"72312",15,156,1,"Cluster 4",1
"72313",15,156,1,"Cluster 5",13
"72314",15,156,1,"Cluster 6",85
"72315",15,156,1,"Cluster 7",11
"72316",15,156,1,"Cluster 8",30
"72317",15,156,1,"Cluster 9",1
"72318",15,156,2,"Cluster 1",15
"72319",15,156,2,"Cluster 10",43
"72320",15,156,2,"Cluster 11",3
"72321",15,156,2,"Cluster 12",70
"72322",15,156,2,"Cluster 13",14
"72323",15,156,2,"Cluster 2",65
"72324",15,156,2,"Cluster 3",5
"72325",15,156,2,"Cluster 4",41
"72326",15,156,2,"Cluster 5",15
"72327",15,156,2,"Cluster 6",10
"72328",15,156,2,"Cluster 7",45
"72329",15,156,2,"Cluster 8",47
"72330",15,156,2,"Cluster 9",14
"72331",15,157,1,"Cluster 1",29
"72332",15,157,1,"Cluster 10",10
"72333",15,157,1,"Cluster 11",16
"72334",15,157,1,"Cluster 12",17
"72335",15,157,1,"Cluster 13",13
"72336",15,157,1,"Cluster 14",1
"72337",15,157,1,"Cluster 15",26
"72338",15,157,1,"Cluster 16",3
"72339",15,157,1,"Cluster 2",6
"72340",15,157,1,"Cluster 3",35
"72341",15,157,1,"Cluster 4",4
"72342",15,157,1,"Cluster 5",4
"72343",15,157,1,"Cluster 6",3
"72344",15,157,1,"Cluster 7",5
"72345",15,157,1,"Cluster 8",24
"72346",15,157,1,"Cluster 9",24
"72347",15,157,2,"Cluster 1",26
"72348",15,157,2,"Cluster 10",56
"72349",15,157,2,"Cluster 11",41
"72350",15,157,2,"Cluster 12",31
"72351",15,157,2,"Cluster 2",21
"72352",15,157,2,"Cluster 3",6
"72353",15,157,2,"Cluster 4",44
"72354",15,157,2,"Cluster 5",99
"72355",15,157,2,"Cluster 6",21
"72356",15,157,2,"Cluster 7",25
"72357",15,157,2,"Cluster 8",55
"72358",15,157,2,"Cluster 9",34
"72359",15,158,1,"Cluster 1",10
"72360",15,158,1,"Cluster 10",5
"72361",15,158,1,"Cluster 11",15
"72362",15,158,1,"Cluster 2",3
"72363",15,158,1,"Cluster 3",78
"72364",15,158,1,"Cluster 4",5
"72365",15,158,1,"Cluster 5",146
"72366",15,158,1,"Cluster 6",58
"72367",15,158,1,"Cluster 7",17
"72368",15,158,1,"Cluster 8",28
"72369",15,158,1,"Cluster 9",53
"72370",15,158,2,"Cluster 1",1
"72371",15,158,2,"Cluster 10",15
"72372",15,158,2,"Cluster 2",18
"72373",15,158,2,"Cluster 3",14
"72374",15,158,2,"Cluster 4",54
"72375",15,158,2,"Cluster 5",1
"72376",15,158,2,"Cluster 6",74
"72377",15,158,2,"Cluster 7",4
"72378",15,158,2,"Cluster 8",62
"72379",15,158,2,"Cluster 9",1
"72380",15,159,1,"Cluster 1",10
"72381",15,159,1,"Cluster 10",45
"72382",15,159,1,"Cluster 11",10
"72383",15,159,1,"Cluster 12",29
"72384",15,159,1,"Cluster 13",9
"72385",15,159,1,"Cluster 14",49
"72386",15,159,1,"Cluster 2",78
"72387",15,159,1,"Cluster 3",4
"72388",15,159,1,"Cluster 4",2
"72389",15,159,1,"Cluster 5",9
"72390",15,159,1,"Cluster 6",2
"72391",15,159,1,"Cluster 7",62
"72392",15,159,1,"Cluster 8",11
"72393",15,159,1,"Cluster 9",17
"72394",15,159,2,"Cluster 1",62
"72395",15,159,2,"Cluster 10",2
"72396",15,159,2,"Cluster 11",17
"72397",15,159,2,"Cluster 12",11
"72398",15,159,2,"Cluster 13",19
"72399",15,159,2,"Cluster 14",6
"72400",15,159,2,"Cluster 15",58
"72401",15,159,2,"Cluster 2",45
"72402",15,159,2,"Cluster 3",18
"72403",15,159,2,"Cluster 4",9
"72404",15,159,2,"Cluster 5",12
"72405",15,159,2,"Cluster 6",40
"72406",15,159,2,"Cluster 7",4
"72407",15,159,2,"Cluster 8",32
"72408",15,159,2,"Cluster 9",15
"72409",15,160,1,"Cluster 1",41
"72410",15,160,1,"Cluster 10",9
"72411",15,160,1,"Cluster 11",8
"72412",15,160,1,"Cluster 12",53
"72413",15,160,1,"Cluster 13",39
"72414",15,160,1,"Cluster 14",11
"72415",15,160,1,"Cluster 15",62
"72416",15,160,1,"Cluster 2",11
"72417",15,160,1,"Cluster 3",5
"72418",15,160,1,"Cluster 4",4
"72419",15,160,1,"Cluster 5",53
"72420",15,160,1,"Cluster 6",22
"72421",15,160,1,"Cluster 7",31
"72422",15,160,1,"Cluster 8",5
"72423",15,160,1,"Cluster 9",15
"72424",15,160,2,"Cluster 1",54
"72425",15,160,2,"Cluster 10",6
"72426",15,160,2,"Cluster 11",34
"72427",15,160,2,"Cluster 12",3
"72428",15,160,2,"Cluster 13",3
"72429",15,160,2,"Cluster 14",10
"72430",15,160,2,"Cluster 15",52
"72431",15,160,2,"Cluster 2",3
"72432",15,160,2,"Cluster 3",12
"72433",15,160,2,"Cluster 4",9
"72434",15,160,2,"Cluster 5",5
"72435",15,160,2,"Cluster 6",17
"72436",15,160,2,"Cluster 7",4
"72437",15,160,2,"Cluster 8",71
"72438",15,160,2,"Cluster 9",69
"72439",15,161,1,"Cluster 1",44
"72440",15,161,1,"Cluster 10",10
"72441",15,161,1,"Cluster 11",2
"72442",15,161,1,"Cluster 12",2
"72443",15,161,1,"Cluster 13",45
"72444",15,161,1,"Cluster 2",53
"72445",15,161,1,"Cluster 3",4
"72446",15,161,1,"Cluster 4",129
"72447",15,161,1,"Cluster 5",43
"72448",15,161,1,"Cluster 6",15
"72449",15,161,1,"Cluster 7",5
"72450",15,161,1,"Cluster 8",4
"72451",15,161,1,"Cluster 9",23
"72452",15,161,2,"Cluster 1",9
"72453",15,161,2,"Cluster 10",39
"72454",15,161,2,"Cluster 11",14
"72455",15,161,2,"Cluster 12",12
"72456",15,161,2,"Cluster 2",5
"72457",15,161,2,"Cluster 3",21
"72458",15,161,2,"Cluster 4",1
"72459",15,161,2,"Cluster 5",44
"72460",15,161,2,"Cluster 6",91
"72461",15,161,2,"Cluster 7",23
"72462",15,161,2,"Cluster 8",46
"72463",15,161,2,"Cluster 9",35
"72464",15,162,1,"Cluster 1",8
"72465",15,162,1,"Cluster 10",34
"72466",15,162,1,"Cluster 11",13
"72467",15,162,1,"Cluster 12",6
"72468",15,162,1,"Cluster 2",26
"72469",15,162,1,"Cluster 3",42
"72470",15,162,1,"Cluster 4",22
"72471",15,162,1,"Cluster 5",90
"72472",15,162,1,"Cluster 6",56
"72473",15,162,1,"Cluster 7",1
"72474",15,162,1,"Cluster 8",34
"72475",15,162,1,"Cluster 9",16
"72476",15,162,2,"Cluster 1",77
"72477",15,162,2,"Cluster 10",75
"72478",15,162,2,"Cluster 11",1
"72479",15,162,2,"Cluster 12",5
"72480",15,162,2,"Cluster 13",50
"72481",15,162,2,"Cluster 14",32
"72482",15,162,2,"Cluster 15",5
"72483",15,162,2,"Cluster 16",16
"72484",15,162,2,"Cluster 17",8
"72485",15,162,2,"Cluster 2",3
"72486",15,162,2,"Cluster 3",2
"72487",15,162,2,"Cluster 4",32
"72488",15,162,2,"Cluster 5",8
"72489",15,162,2,"Cluster 6",3
"72490",15,162,2,"Cluster 7",12
"72491",15,162,2,"Cluster 8",5
"72492",15,162,2,"Cluster 9",1
"72493",15,163,1,"Cluster 1",95
"72494",15,163,1,"Cluster 10",3
"72495",15,163,1,"Cluster 11",19
"72496",15,163,1,"Cluster 12",3
"72497",15,163,1,"Cluster 13",61
"72498",15,163,1,"Cluster 2",12
"72499",15,163,1,"Cluster 3",11
"72500",15,163,1,"Cluster 4",99
"72501",15,163,1,"Cluster 5",1
"72502",15,163,1,"Cluster 6",37
"72503",15,163,1,"Cluster 7",99
"72504",15,163,1,"Cluster 8",46
"72505",15,163,1,"Cluster 9",5
"72506",15,163,2,"Cluster 1",10
"72507",15,163,2,"Cluster 10",2
"72508",15,163,2,"Cluster 11",50
"72509",15,163,2,"Cluster 2",10
"72510",15,163,2,"Cluster 3",25
"72511",15,163,2,"Cluster 4",1
"72512",15,163,2,"Cluster 5",48
"72513",15,163,2,"Cluster 6",9
"72514",15,163,2,"Cluster 7",22
"72515",15,163,2,"Cluster 8",14
"72516",15,163,2,"Cluster 9",37
"72517",15,164,1,"Cluster 1",4
"72518",15,164,1,"Cluster 10",10
"72519",15,164,1,"Cluster 11",5
"72520",15,164,1,"Cluster 12",15
"72521",15,164,1,"Cluster 13",2
"72522",15,164,1,"Cluster 14",1
"72523",15,164,1,"Cluster 15",43
"72524",15,164,1,"Cluster 16",24
"72525",15,164,1,"Cluster 2",17
"72526",15,164,1,"Cluster 3",65
"72527",15,164,1,"Cluster 4",31
"72528",15,164,1,"Cluster 5",2
"72529",15,164,1,"Cluster 6",27
"72530",15,164,1,"Cluster 7",26
"72531",15,164,1,"Cluster 8",3
"72532",15,164,1,"Cluster 9",2
"72533",15,164,2,"Cluster 1",21
"72534",15,164,2,"Cluster 10",23
"72535",15,164,2,"Cluster 11",10
"72536",15,164,2,"Cluster 12",4
"72537",15,164,2,"Cluster 13",12
"72538",15,164,2,"Cluster 14",41
"72539",15,164,2,"Cluster 15",1
"72540",15,164,2,"Cluster 16",2
"72541",15,164,2,"Cluster 17",33
"72542",15,164,2,"Cluster 18",16
"72543",15,164,2,"Cluster 2",1
"72544",15,164,2,"Cluster 3",21
"72545",15,164,2,"Cluster 4",17
"72546",15,164,2,"Cluster 5",7
"72547",15,164,2,"Cluster 6",81
"72548",15,164,2,"Cluster 7",1
"72549",15,164,2,"Cluster 8",52
"72550",15,164,2,"Cluster 9",4
"72551",15,165,1,"Cluster 1",79
"72552",15,165,1,"Cluster 10",1
"72553",15,165,1,"Cluster 11",7
"72554",15,165,1,"Cluster 12",4
"72555",15,165,1,"Cluster 13",29
"72556",15,165,1,"Cluster 2",78
"72557",15,165,1,"Cluster 3",5
"72558",15,165,1,"Cluster 4",30
"72559",15,165,1,"Cluster 5",7
"72560",15,165,1,"Cluster 6",33
"72561",15,165,1,"Cluster 7",1
"72562",15,165,1,"Cluster 8",9
"72563",15,165,1,"Cluster 9",36
"72564",15,165,2,"Cluster 1",112
"72565",15,165,2,"Cluster 10",102
"72566",15,165,2,"Cluster 11",4
"72567",15,165,2,"Cluster 2",9
"72568",15,165,2,"Cluster 3",6
"72569",15,165,2,"Cluster 4",1
"72570",15,165,2,"Cluster 5",115
"72571",15,165,2,"Cluster 6",4
"72572",15,165,2,"Cluster 7",3
"72573",15,165,2,"Cluster 8",7
"72574",15,165,2,"Cluster 9",9
"72575",15,166,1,"Cluster 1",14
"72576",15,166,1,"Cluster 2",191
"72577",15,166,1,"Cluster 3",7
"72578",15,166,1,"Cluster 4",45
"72579",15,166,1,"Cluster 5",16
"72580",15,166,1,"Cluster 6",18
"72581",15,166,1,"Cluster 7",36
"72582",15,166,1,"Cluster 8",24
"72583",15,166,1,"Cluster 9",19
"72584",15,166,2,"Cluster 1",48
"72585",15,166,2,"Cluster 2",31
"72586",15,166,2,"Cluster 3",84
"72587",15,166,2,"Cluster 4",12
"72588",15,166,2,"Cluster 5",13
"72589",15,166,2,"Cluster 6",13
"72590",15,166,2,"Cluster 7",37
"72591",15,166,2,"Cluster 8",1
"72592",15,166,2,"Cluster 9",88
"72593",15,167,1,"Cluster 1",49
"72594",15,167,1,"Cluster 10",6
"72595",15,167,1,"Cluster 11",4
"72596",15,167,1,"Cluster 12",4
"72597",15,167,1,"Cluster 13",12
"72598",15,167,1,"Cluster 2",36
"72599",15,167,1,"Cluster 3",4
"72600",15,167,1,"Cluster 4",11
"72601",15,167,1,"Cluster 5",38
"72602",15,167,1,"Cluster 6",89
"72603",15,167,1,"Cluster 7",1
"72604",15,167,1,"Cluster 8",2
"72605",15,167,1,"Cluster 9",18
"72606",15,167,2,"Cluster 1",10
"72607",15,167,2,"Cluster 10",12
"72608",15,167,2,"Cluster 2",8
"72609",15,167,2,"Cluster 3",53
"72610",15,167,2,"Cluster 4",33
"72611",15,167,2,"Cluster 5",41
"72612",15,167,2,"Cluster 6",34
"72613",15,167,2,"Cluster 7",33
"72614",15,167,2,"Cluster 8",10
"72615",15,167,2,"Cluster 9",131
"72616",15,168,1,"Cluster 1",49
"72617",15,168,1,"Cluster 10",4
"72618",15,168,1,"Cluster 11",35
"72619",15,168,1,"Cluster 12",110
"72620",15,168,1,"Cluster 2",3
"72621",15,168,1,"Cluster 3",4
"72622",15,168,1,"Cluster 4",28
"72623",15,168,1,"Cluster 5",70
"72624",15,168,1,"Cluster 6",31
"72625",15,168,1,"Cluster 7",2
"72626",15,168,1,"Cluster 8",28
"72627",15,168,1,"Cluster 9",21
"72628",15,168,2,"Cluster 1",23
"72629",15,168,2,"Cluster 10",23
"72630",15,168,2,"Cluster 11",15
"72631",15,168,2,"Cluster 12",9
"72632",15,168,2,"Cluster 13",2
"72633",15,168,2,"Cluster 14",12
"72634",15,168,2,"Cluster 2",2
"72635",15,168,2,"Cluster 3",33
"72636",15,168,2,"Cluster 4",49
"72637",15,168,2,"Cluster 5",13
"72638",15,168,2,"Cluster 6",5
"72639",15,168,2,"Cluster 7",57
"72640",15,168,2,"Cluster 8",86
"72641",15,168,2,"Cluster 9",11
"72642",15,169,1,"Cluster 1",44
"72643",15,169,1,"Cluster 10",3
"72644",15,169,1,"Cluster 11",10
"72645",15,169,1,"Cluster 12",29
"72646",15,169,1,"Cluster 13",8
"72647",15,169,1,"Cluster 14",5
"72648",15,169,1,"Cluster 15",58
"72649",15,169,1,"Cluster 2",3
"72650",15,169,1,"Cluster 3",35
"72651",15,169,1,"Cluster 4",11
"72652",15,169,1,"Cluster 5",14
"72653",15,169,1,"Cluster 6",44
"72654",15,169,1,"Cluster 7",17
"72655",15,169,1,"Cluster 8",10
"72656",15,169,1,"Cluster 9",73
"72657",15,169,2,"Cluster 1",9
"72658",15,169,2,"Cluster 10",7
"72659",15,169,2,"Cluster 11",2
"72660",15,169,2,"Cluster 12",17
"72661",15,169,2,"Cluster 13",16
"72662",15,169,2,"Cluster 14",89
"72663",15,169,2,"Cluster 15",4
"72664",15,169,2,"Cluster 16",12
"72665",15,169,2,"Cluster 2",21
"72666",15,169,2,"Cluster 3",40
"72667",15,169,2,"Cluster 4",10
"72668",15,169,2,"Cluster 5",4
"72669",15,169,2,"Cluster 6",23
"72670",15,169,2,"Cluster 7",20
"72671",15,169,2,"Cluster 8",53
"72672",15,169,2,"Cluster 9",22
"72673",15,170,1,"Cluster 1",43
"72674",15,170,1,"Cluster 10",11
"72675",15,170,1,"Cluster 11",5
"72676",15,170,1,"Cluster 2",14
"72677",15,170,1,"Cluster 3",77
"72678",15,170,1,"Cluster 4",46
"72679",15,170,1,"Cluster 5",79
"72680",15,170,1,"Cluster 6",53
"72681",15,170,1,"Cluster 7",13
"72682",15,170,1,"Cluster 8",2
"72683",15,170,1,"Cluster 9",4
"72684",15,170,2,"Cluster 1",1
"72685",15,170,2,"Cluster 10",103
"72686",15,170,2,"Cluster 11",56
"72687",15,170,2,"Cluster 2",12
"72688",15,170,2,"Cluster 3",51
"72689",15,170,2,"Cluster 4",13
"72690",15,170,2,"Cluster 5",26
"72691",15,170,2,"Cluster 6",47
"72692",15,170,2,"Cluster 7",6
"72693",15,170,2,"Cluster 8",62
"72694",15,170,2,"Cluster 9",1
"72695",15,171,1,"Cluster 1",59
"72696",15,171,1,"Cluster 2",38
"72697",15,171,1,"Cluster 3",2
"72698",15,171,1,"Cluster 4",62
"72699",15,171,1,"Cluster 5",15
"72700",15,171,1,"Cluster 6",29
"72701",15,171,1,"Cluster 7",29
"72702",15,171,1,"Cluster 8",52
"72703",15,171,1,"Cluster 9",43
"72704",15,171,2,"Cluster 1",42
"72705",15,171,2,"Cluster 10",16
"72706",15,171,2,"Cluster 2",3
"72707",15,171,2,"Cluster 3",135
"72708",15,171,2,"Cluster 4",112
"72709",15,171,2,"Cluster 5",33
"72710",15,171,2,"Cluster 6",12
"72711",15,171,2,"Cluster 7",3
"72712",15,171,2,"Cluster 8",36
"72713",15,171,2,"Cluster 9",16
"72714",15,172,1,"Cluster 1",49
"72715",15,172,1,"Cluster 10",1
"72716",15,172,1,"Cluster 11",3
"72717",15,172,1,"Cluster 12",1
"72718",15,172,1,"Cluster 13",69
"72719",15,172,1,"Cluster 14",14
"72720",15,172,1,"Cluster 15",25
"72721",15,172,1,"Cluster 2",6
"72722",15,172,1,"Cluster 3",19
"72723",15,172,1,"Cluster 4",3
"72724",15,172,1,"Cluster 5",2
"72725",15,172,1,"Cluster 6",125
"72726",15,172,1,"Cluster 7",2
"72727",15,172,1,"Cluster 8",2
"72728",15,172,1,"Cluster 9",4
"72729",15,172,2,"Cluster 1",18
"72730",15,172,2,"Cluster 10",39
"72731",15,172,2,"Cluster 11",1
"72732",15,172,2,"Cluster 12",3
"72733",15,172,2,"Cluster 13",4
"72734",15,172,2,"Cluster 14",62
"72735",15,172,2,"Cluster 15",23
"72736",15,172,2,"Cluster 16",12
"72737",15,172,2,"Cluster 2",7
"72738",15,172,2,"Cluster 3",5
"72739",15,172,2,"Cluster 4",28
"72740",15,172,2,"Cluster 5",3
"72741",15,172,2,"Cluster 6",3
"72742",15,172,2,"Cluster 7",105
"72743",15,172,2,"Cluster 8",3
"72744",15,172,2,"Cluster 9",48
"72745",15,173,1,"Cluster 1",13
"72746",15,173,1,"Cluster 10",24
"72747",15,173,1,"Cluster 11",59
"72748",15,173,1,"Cluster 2",11
"72749",15,173,1,"Cluster 3",6
"72750",15,173,1,"Cluster 4",57
"72751",15,173,1,"Cluster 5",44
"72752",15,173,1,"Cluster 6",171
"72753",15,173,1,"Cluster 7",12
"72754",15,173,1,"Cluster 8",4
"72755",15,173,1,"Cluster 9",8
"72756",15,173,2,"Cluster 1",10
"72757",15,173,2,"Cluster 10",25
"72758",15,173,2,"Cluster 11",8
"72759",15,173,2,"Cluster 2",70
"72760",15,173,2,"Cluster 3",23
"72761",15,173,2,"Cluster 4",13
"72762",15,173,2,"Cluster 5",15
"72763",15,173,2,"Cluster 6",4
"72764",15,173,2,"Cluster 7",3
"72765",15,173,2,"Cluster 8",65
"72766",15,173,2,"Cluster 9",69
"72767",15,174,1,"Cluster 1",78
"72768",15,174,1,"Cluster 10",12
"72769",15,174,1,"Cluster 2",18
"72770",15,174,1,"Cluster 3",15
"72771",15,174,1,"Cluster 4",102
"72772",15,174,1,"Cluster 5",14
"72773",15,174,1,"Cluster 6",34
"72774",15,174,1,"Cluster 7",47
"72775",15,174,1,"Cluster 8",18
"72776",15,174,1,"Cluster 9",83
"72777",15,174,2,"Cluster 1",35
"72778",15,174,2,"Cluster 10",11
"72779",15,174,2,"Cluster 11",4
"72780",15,174,2,"Cluster 12",24
"72781",15,174,2,"Cluster 13",3
"72782",15,174,2,"Cluster 2",94
"72783",15,174,2,"Cluster 3",8
"72784",15,174,2,"Cluster 4",3
"72785",15,174,2,"Cluster 5",61
"72786",15,174,2,"Cluster 6",16
"72787",15,174,2,"Cluster 7",1
"72788",15,174,2,"Cluster 8",12
"72789",15,174,2,"Cluster 9",21
"72790",15,175,1,"Cluster 1",57
"72791",15,175,1,"Cluster 10",3
"72792",15,175,1,"Cluster 11",46
"72793",15,175,1,"Cluster 12",118
"72794",15,175,1,"Cluster 2",42
"72795",15,175,1,"Cluster 3",72
"72796",15,175,1,"Cluster 4",32
"72797",15,175,1,"Cluster 5",26
"72798",15,175,1,"Cluster 6",6
"72799",15,175,1,"Cluster 7",13
"72800",15,175,1,"Cluster 8",2
"72801",15,175,1,"Cluster 9",2
"72802",15,175,2,"Cluster 1",48
"72803",15,175,2,"Cluster 2",4
"72804",15,175,2,"Cluster 3",12
"72805",15,175,2,"Cluster 4",28
"72806",15,175,2,"Cluster 5",17
"72807",15,175,2,"Cluster 6",41
"72808",15,175,2,"Cluster 7",97
"72809",15,175,2,"Cluster 8",13
"72810",15,175,2,"Cluster 9",24
"72811",15,176,1,"Cluster 1",88
"72812",15,176,1,"Cluster 2",109
"72813",15,176,1,"Cluster 3",118
"72814",15,176,1,"Cluster 4",98
"72815",15,176,1,"Cluster 5",5
"72816",15,176,1,"Cluster 6",41
"72817",15,176,1,"Cluster 7",7
"72818",15,176,1,"Cluster 8",4
"72819",15,176,1,"Cluster 9",34
"72820",15,176,2,"Cluster 1",26
"72821",15,176,2,"Cluster 10",57
"72822",15,176,2,"Cluster 2",58
"72823",15,176,2,"Cluster 3",1
"72824",15,176,2,"Cluster 4",26
"72825",15,176,2,"Cluster 5",3
"72826",15,176,2,"Cluster 6",1
"72827",15,176,2,"Cluster 7",8
"72828",15,176,2,"Cluster 8",4
"72829",15,176,2,"Cluster 9",26
"72830",15,177,1,"Cluster 1",8
"72831",15,177,1,"Cluster 10",2
"72832",15,177,1,"Cluster 11",51
"72833",15,177,1,"Cluster 12",65
"72834",15,177,1,"Cluster 2",16
"72835",15,177,1,"Cluster 3",24
"72836",15,177,1,"Cluster 4",10
"72837",15,177,1,"Cluster 5",41
"72838",15,177,1,"Cluster 6",6
"72839",15,177,1,"Cluster 7",46
"72840",15,177,1,"Cluster 8",34
"72841",15,177,1,"Cluster 9",3
"72842",15,177,2,"Cluster 1",4
"72843",15,177,2,"Cluster 10",3
"72844",15,177,2,"Cluster 11",1
"72845",15,177,2,"Cluster 12",84
"72846",15,177,2,"Cluster 13",2
"72847",15,177,2,"Cluster 14",57
"72848",15,177,2,"Cluster 2",2
"72849",15,177,2,"Cluster 3",85
"72850",15,177,2,"Cluster 4",24
"72851",15,177,2,"Cluster 5",7
"72852",15,177,2,"Cluster 6",15
"72853",15,177,2,"Cluster 7",29
"72854",15,177,2,"Cluster 8",32
"72855",15,177,2,"Cluster 9",24
"72856",15,178,1,"Cluster 1",54
"72857",15,178,1,"Cluster 10",4
"72858",15,178,1,"Cluster 11",19
"72859",15,178,1,"Cluster 2",109
"72860",15,178,1,"Cluster 3",71
"72861",15,178,1,"Cluster 4",1
"72862",15,178,1,"Cluster 5",13
"72863",15,178,1,"Cluster 6",121
"72864",15,178,1,"Cluster 7",11
"72865",15,178,1,"Cluster 8",3
"72866",15,178,1,"Cluster 9",15
"72867",15,178,2,"Cluster 1",8
"72868",15,178,2,"Cluster 10",29
"72869",15,178,2,"Cluster 11",90
"72870",15,178,2,"Cluster 2",21
"72871",15,178,2,"Cluster 3",10
"72872",15,178,2,"Cluster 4",71
"72873",15,178,2,"Cluster 5",1
"72874",15,178,2,"Cluster 6",5
"72875",15,178,2,"Cluster 7",3
"72876",15,178,2,"Cluster 8",45
"72877",15,178,2,"Cluster 9",11
"72878",15,179,1,"Cluster 1",10
"72879",15,179,1,"Cluster 10",4
"72880",15,179,1,"Cluster 11",12
"72881",15,179,1,"Cluster 2",48
"72882",15,179,1,"Cluster 3",68
"72883",15,179,1,"Cluster 4",127
"72884",15,179,1,"Cluster 5",16
"72885",15,179,1,"Cluster 6",48
"72886",15,179,1,"Cluster 7",33
"72887",15,179,1,"Cluster 8",51
"72888",15,179,1,"Cluster 9",79
"72889",15,179,2,"Cluster 1",42
"72890",15,179,2,"Cluster 10",4
"72891",15,179,2,"Cluster 11",24
"72892",15,179,2,"Cluster 2",20
"72893",15,179,2,"Cluster 3",11
"72894",15,179,2,"Cluster 4",12
"72895",15,179,2,"Cluster 5",14
"72896",15,179,2,"Cluster 6",5
"72897",15,179,2,"Cluster 7",19
"72898",15,179,2,"Cluster 8",33
"72899",15,179,2,"Cluster 9",6
"72900",15,180,1,"Cluster 1",37
"72901",15,180,1,"Cluster 10",38
"72902",15,180,1,"Cluster 11",1
"72903",15,180,1,"Cluster 12",51
"72904",15,180,1,"Cluster 2",44
"72905",15,180,1,"Cluster 3",13
"72906",15,180,1,"Cluster 4",23
"72907",15,180,1,"Cluster 5",71
"72908",15,180,1,"Cluster 6",1
"72909",15,180,1,"Cluster 7",36
"72910",15,180,1,"Cluster 8",9
"72911",15,180,1,"Cluster 9",44
"72912",15,180,2,"Cluster 1",3
