,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,pop
0,0.5445277,0.94280726,0.76986694,0.83110726,0.91220486,1.017303,0.6585085,1.0236522,0.8213641,1.1317769,0.9274347,0.8726615,1.0569978,0.7951504,0.85202175,0.7144879,0.89230525,1.0109068,0.76745105,0.46309623,0.7796642,0.6628416,0.89994895,0.8362649,0.81759095,0.9462452,0.8022911,0.7392355,0.6631697,0.775203,0.91589016,0.74842834,1.1236352,0.9858626,0.80300015,0.76511043,1.0822319,0.7653489,0.8266043,0.74245036,0.6265494,1.0658954,0.9929546,0.6442806,0.73629975,1.079319,0.9126986,0.97811633,1.0549524,0.94179845,0.8225384,0.5514721,0.9010839,0.6528944,1.1466273,0.65180093,0.79178184,0.88866115,0.8486072,0.8508345,0.9631411,0.9191395,1.0523522,0.85990924,0.7666376,0.92919534,0.9227545,0.73118705,0.96289116,0.937461,0.63709927,0.9376091,0.814201,0.8255587,0.87833303,0.69543177,0.79576164,0.8536182,0.77349377,0.911619,0.8568753,0.94316703,0.77319884,0.7765651,0.69935155,0.85770386,0.70055664,0.7533634,1.0132265,0.94044214,0.92569375,0.81737643,0.81450135,0.76057804,0.8157213,0.9665115,1.0261704,1.1210088,1.0409206,0.87398756,1
1,0.7454682,0.8302526,0.7208374,0.6417654,0.7188351,0.6947177,0.7448644,0.984195,0.66953105,1.2288221,0.7882422,0.70231795,1.0769916,0.7895147,0.7576761,0.68893975,0.80805916,0.9970118,0.8912845,0.5308858,0.79773736,0.70622903,0.79663634,0.90856624,0.766675,0.97959757,0.6362474,1.0551968,0.7844137,0.7602541,0.8618838,0.75598276,0.9824621,0.7476911,0.8645294,0.7581056,0.88652974,0.8272191,0.8554994,0.7404935,0.67531925,0.76746,0.92102,0.70293385,0.6337542,0.8007257,0.9225378,1.0105684,0.9260565,0.73618174,0.5859457,0.54655015,0.97608054,0.8985651,1.001341,0.76301754,0.88763356,0.76390284,0.74315333,0.86018044,1.076981,0.69786066,0.907227,0.826476,0.8001007,0.7596481,0.9692849,0.8983373,1.1021241,0.852355,0.715745,0.9469715,0.86055624,0.84195143,0.8720049,0.98621356,0.7857935,0.8015219,0.95648134,0.97851324,0.7689202,0.88884073,0.8371615,0.5049791,0.90588254,0.7854398,0.69627804,0.586869,0.744274,0.8583207,0.76289976,0.6907309,0.83687115,0.94509107,1.0475003,1.0176132,0.95805925,0.9610979,0.95994896,1.091779,2
2,0.57071465,0.5691326,0.50108445,0.658758,0.5180752,0.6612808,0.5725099,0.79583293,0.4258396,0.69342273,0.49645692,0.5480193,0.58300024,0.51522243,0.50490284,0.45517513,0.58295125,0.5361078,0.6054505,0.30412358,0.5119893,0.47575712,0.56815207,0.62188363,0.4907175,0.60186476,0.5769006,0.5873088,0.57896614,0.52102643,0.55395883,0.62539864,0.70222026,0.54903823,0.57365716,0.60999966,0.6449109,0.5491066,0.47724682,0.6327809,0.5706452,0.70395756,0.80676025,0.596519,0.5964168,0.44169474,0.6803118,0.5554767,0.56665236,0.48263553,0.42628515,0.42231518,0.7171914,0.64892983,0.7543437,0.4583639,0.58627385,0.4651618,0.6143197,0.5815304,0.4758048,0.44214267,0.4579868,0.60534376,0.57305866,0.59824073,0.5181819,0.5607466,0.6089194,0.6196314,0.5291052,0.8382085,0.44039005,0.502884,0.51360947,0.6739143,0.423998,0.55174994,0.468214,0.60013205,0.6133376,0.6568371,0.61977845,0.43343267,0.67866546,0.51446545,0.58160776,0.42052713,0.5754451,0.4862235,0.5902836,0.41664958,0.6394726,0.5011307,0.55700344,0.99223155,0.9917983,1.1226536,1.1999205,1.1402652,3
3,0.56444865,0.72274566,0.58134824,0.7392794,0.76886314,0.7822672,0.55932885,0.76780176,0.64891917,0.7419335,0.48833698,0.5869111,0.8905413,0.48576748,0.74015236,0.46644405,0.6365339,0.726012,0.7299605,0.38223416,0.52554846,0.61166507,0.74768865,0.68365484,0.5132431,0.91542894,0.6580767,0.5756835,0.56031835,0.5907565,0.7292596,0.58413446,0.64388853,0.5855118,0.6691579,0.5676321,0.693504,0.6911586,0.82165474,0.65845823,0.6764223,0.6681347,0.7004627,0.6652308,0.68281794,0.648717,0.68024194,0.73406947,0.7256732,0.6864851,0.47943875,0.5649832,0.7526258,0.6087647,0.7897454,0.7044757,0.91632,0.57999974,0.6624838,0.78038305,0.63979506,0.45552945,0.6270197,0.68573534,0.8371048,0.53859746,0.5773087,0.78620756,0.7510163,0.62992775,0.5410942,0.70688885,0.69682837,0.8433416,0.71534395,0.60453033,0.52087367,0.8639248,0.62559503,0.73295397,0.7371531,0.766605,0.6440312,0.5635732,0.53851235,0.6411004,0.5294229,0.564322,0.6478525,0.6932304,0.46912763,0.49756467,0.76223165,0.5289246,0.58410573,1.1740332,1.0479411,0.8048653,1.1562861,1.0541568,4
4,0.36410615,0.60066843,0.5789664,0.5652345,0.63055193,0.8367214,0.67279476,0.67697954,0.69770265,0.6299422,0.53544074,0.6825019,0.6816237,0.49384105,0.5547682,0.49417916,0.59992254,0.6021823,0.6097857,0.3707441,0.72928524,0.49709132,0.5470534,0.5051376,0.5827826,0.6868558,0.60181016,0.6442094,0.4628455,0.6274797,0.5648005,0.46417665,0.65902555,0.6288695,0.58446217,0.50582707,0.6432253,0.74215764,0.36057284,0.5691867,0.4909651,0.65636516,0.6235523,0.6694482,0.5066316,0.5043283,0.64610535,0.69082904,0.6295448,0.581421,0.57530135,0.37708235,0.65706015,0.7072926,0.60899884,0.66096956,0.55769235,0.664112,0.7364454,0.75959426,0.5177303,0.42780235,0.67878866,0.70282227,0.6676453,0.49075705,0.5573794,0.6426408,0.52743924,0.6358661,0.4992396,0.5333843,0.6828434,0.5519217,0.60767394,0.5090092,0.52816075,0.6972207,0.6871988,0.6352567,0.7842328,0.590311,0.7919405,0.6190259,0.7747489,0.44981408,0.6093974,0.4586053,0.56023294,0.57113683,0.6017143,0.45615765,0.6315921,0.5673962,0.5999196,1.0422498,0.9306001,1.204756,1.137252,0.92477864,5
5,0.5337932,0.46185985,0.60672736,0.6000397,0.582167,0.8286868,0.6900591,0.694485,0.66696507,0.5106212,0.5307258,0.5723416,0.73692375,0.7200304,0.6038144,0.60572356,0.6323804,0.69512993,0.59646124,0.4118707,0.5943678,0.6509813,0.6791821,0.6319395,0.669747,0.6774517,0.5084539,0.4903291,0.5839633,0.552633,0.7356112,0.51061493,0.5653414,0.7636093,0.6826307,0.6050982,0.9186728,0.60949665,0.67039555,0.55927026,0.5745791,0.71061504,0.7271641,0.56980187,0.6281093,0.6047972,0.6050078,0.7684356,0.6250648,0.6400739,0.5000061,0.5197896,0.8167747,0.6936927,0.70228684,0.64099306,0.5968502,0.59351224,0.6724255,0.8277334,0.7684948,0.67230886,0.5679233,0.78453994,0.7292757,0.63771576,0.7185309,0.6815463,0.6026136,0.7092039,0.52380586,0.7489175,0.6392089,0.6304877,0.5816482,0.6011905,0.62287766,0.9266887,0.59729856,0.755569,0.69030446,0.76627153,0.6502922,0.65231305,0.7175911,0.66799957,0.7211175,0.54048705,0.6048144,0.6922421,0.47785816,0.4569007,0.63429844,0.6507781,0.6114312,0.86253506,0.9936734,0.9367646,0.9459072,1.1139067,6
6,0.70748955,0.7249215,0.71979815,0.8369404,0.659007,0.79182416,0.8077399,0.95617473,0.6798744,0.79825586,0.8335119,0.7269467,0.6349362,0.8601755,0.86842227,0.54481035,0.7144041,1.0443947,0.7853397,0.53390074,0.7993031,0.66108,0.77477324,0.94510543,0.73471093,0.788513,0.8431414,0.73804957,0.64433116,0.7437602,1.0015262,0.8313718,1.031465,0.9936369,0.8576018,0.763188,1.0727023,0.7374277,0.6294485,0.8570725,0.658319,0.9518166,1.0244378,0.72523695,0.77396935,0.7515048,0.67661107,0.7328116,0.9790593,0.8012192,0.87715685,0.62838495,0.93839294,0.6622901,0.80523163,0.66216016,0.8584296,0.625166,0.8371257,0.9728828,0.80882347,0.8631181,0.85528696,0.84942824,0.67435515,0.71330404,0.80391103,0.84515065,0.744478,1.0540425,0.6601242,0.71872044,0.75353,0.78087026,0.84655446,0.7525683,0.6698585,1.0648918,1.0891201,0.6369509,0.9414899,0.8510598,0.83337826,0.7226723,0.83793837,0.7051132,0.8736623,0.730987,0.7218651,0.918732,0.625762,0.5542899,0.92248255,0.80118096,0.82384294,1.086154,0.9748297,0.776442,1.0892472,1.043276,7
7,0.78016096,0.7708116,0.75536287,0.90908426,0.5146058,0.9961046,0.8012945,0.95213354,0.72802067,0.6358959,0.49068367,0.80314124,0.8398315,0.757907,0.6822361,0.65708005,0.7733514,0.870183,0.8148936,0.41083843,0.47925314,0.8180536,0.72642666,0.7320005,0.6470077,0.90471375,0.65424174,0.7672649,0.61498517,0.80678153,0.74480975,0.6875764,0.7887648,0.8365268,0.8488346,0.88403624,0.91498595,0.9068944,0.7150492,0.6547694,0.5553998,0.82177687,0.9419936,0.9980064,0.63420117,0.83890945,0.92163247,0.94279927,1.0278299,0.9722,0.71105146,0.6662426,1.1011972,0.62504613,0.8517532,0.7341247,0.88367444,0.6807627,0.99402046,0.84604007,0.71481615,0.8216452,0.73361206,0.7532373,0.8442175,0.44220814,0.58270264,0.82749385,0.8626313,0.69307077,0.5897255,1.09276,0.846658,0.7824782,0.8930685,0.5874559,0.7389862,0.73903054,0.8179635,0.7391563,0.87671596,0.8241728,0.81807655,0.6379799,1.0222944,0.5930514,0.76617974,0.74756753,0.7072489,0.89871293,0.82877105,0.7450447,0.83716494,0.77201045,0.89280456,1.0423355,0.9238083,0.8501843,0.9315448,0.94689995,8
8,0.6517822,0.76396126,0.6795966,0.73134446,0.7270328,0.79832184,0.7518763,1.1150117,0.77972287,1.1111702,0.8286201,0.82628584,0.8025884,0.90191215,0.74156207,0.67016697,0.7539587,0.65520346,0.8763246,0.46418744,0.8044575,0.71597874,0.92698437,0.7769322,0.7367114,0.9651741,0.76234496,0.5805819,0.7494469,0.82771415,0.8740179,0.8526173,0.8725892,0.9449886,1.0224987,0.8102214,0.93965584,0.8062737,0.7017678,0.8503052,0.63057405,0.7678734,0.8065814,0.84738874,0.76843315,0.779706,0.8348735,0.8358524,0.8753434,0.73016506,0.6892458,0.6263929,1.0991201,0.7307458,0.73661023,0.54569954,0.84710586,0.88407767,0.74142927,0.7583482,0.84082586,0.75922585,0.8119489,0.81489486,0.7710805,0.7877449,0.5671254,0.8780414,0.9750032,0.8975102,0.75871223,1.3078521,0.9493008,0.88724387,0.7783212,0.83511573,0.75267035,0.73887134,0.7853011,1.0688018,0.98814607,0.85149896,0.86148465,0.6350062,0.85280085,0.6829865,0.6857124,0.598812,0.7071819,0.9167742,0.76149815,0.66957664,1.1456627,0.6788026,0.7987346,0.8929088,1.0189118,1.0896002,1.0031085,0.8115776,9
9,0.69423175,0.680599,0.6574875,0.7594257,0.67894,0.82925916,0.7312895,0.9117638,0.7494882,0.75183433,0.8454254,0.68755305,1.0822629,0.7217921,0.80000865,0.7274206,0.8176607,0.80041695,0.65175533,0.4170968,0.8493083,0.92635876,0.7296959,0.6432269,0.83595383,0.9034109,0.47003838,0.6351224,0.6157238,0.6565122,0.7389451,0.8490172,0.6421981,0.7554077,0.95917517,0.8256388,0.93155456,0.852199,0.61283207,0.78355795,0.61364853,0.6848354,0.8918366,0.56113404,0.6696249,0.81582046,0.75297403,0.76832086,0.7328173,0.9640848,0.8026703,0.58557326,0.78220576,0.7587045,0.89647114,0.6489097,0.725689,0.73760736,0.87338656,0.8465303,0.68253255,0.7223437,0.8023875,0.81483793,0.72555953,0.66866535,0.7231691,0.78449625,0.9853425,0.6811635,0.58982015,0.7006417,0.81950533,0.7099377,0.791337,0.7726303,0.64431626,0.7002054,0.60098904,0.8274895,0.6377152,0.9204904,0.74466497,0.57482743,0.7047445,0.7133399,0.65636015,0.62098694,0.70531964,0.85924935,0.82915515,0.67596704,0.7838453,0.5909486,0.9674667,1.0325813,0.9114122,0.9285823,0.8875312,1.2550641,10
10,0.72424287,0.93213636,0.7492738,0.81272244,0.7719155,0.8414149,0.5400718,0.67809415,0.54961824,0.793429,0.7045113,0.777945,0.81562346,0.7839765,0.7404856,0.5800015,0.77537507,0.7355916,0.72227603,0.45553043,0.7269369,0.9477911,0.8745097,0.7778234,0.69851005,0.650849,0.7048035,0.6333611,0.45859683,0.82711285,0.78840816,0.9270294,0.86774576,1.1951873,0.828254,0.7915021,0.71374285,0.7521124,0.7305212,0.9270701,0.69329476,0.74617386,0.865214,0.7320516,0.62439317,0.7530728,0.8515183,0.9569124,0.9744617,0.80499226,0.7530379,0.55864745,0.86175126,0.7153427,1.1005181,0.72006816,0.65104693,0.80720675,0.66458845,0.9043094,0.757102,0.6722906,0.9626424,0.8673129,0.64517915,0.70425665,0.69172007,0.7726285,0.9092135,1.0396433,0.68685806,0.8473106,0.8929658,0.78471625,0.6147822,1.0166757,0.66406906,0.6648595,0.9145272,0.62569636,1.012114,0.9490281,0.84846115,0.65943074,0.7365105,0.7125905,0.97171676,0.5412763,0.79190004,0.9047426,0.68371105,0.51844084,0.88489205,0.76743716,0.8997213,1.2155781,0.8639534,0.8277357,1.0280471,1.138151,11
11,0.7736257,0.77668434,0.7751085,0.8233767,0.621431,0.9151144,0.86356854,1.1347381,0.80150634,0.8650077,0.8209638,0.7100517,0.9047356,0.7295591,0.86456895,0.5093631,0.70317096,0.79329306,0.6868063,0.4339753,0.85981053,0.68032575,0.8488053,0.7736943,0.7996136,0.7963922,0.6952854,0.62655705,0.5908166,0.776648,0.6741507,0.7726883,0.9061494,0.5744132,0.9256626,0.60783505,0.8521034,0.70247847,0.674182,0.69450486,0.75848377,0.70607144,1.0388968,0.7176026,0.661918,0.69902307,0.69867563,0.6656155,0.7161829,0.9151325,0.67782426,0.74654764,1.0828879,0.6409464,1.0618467,0.6398081,0.81725234,0.772947,0.74255556,0.98786163,0.81105137,0.6589178,0.8116113,0.91575027,0.77712816,0.54768467,0.7877008,0.816428,1.0568632,0.8766758,0.73978204,0.91907763,0.7667637,0.9134542,0.773716,0.7765586,0.7640806,0.9723195,0.8777872,0.96636665,0.8597429,0.94572586,0.8326865,0.7800424,1.0776402,0.5613224,0.5923854,0.7874138,0.7825906,0.9384077,0.8304364,0.9007382,0.83402646,0.67821795,0.77089345,1.1558688,0.8884005,0.8905711,0.98011875,0.8260484,12
12,0.54749376,0.8083289,0.4837725,0.741539,0.5681009,0.559508,0.61071587,0.69918543,0.45821416,0.68108416,0.57941765,0.76385736,0.64520854,0.49177018,0.5285208,0.4641037,0.47734842,0.48759714,0.5723238,0.33982888,0.4507389,0.52504355,0.6354284,0.4841776,0.47721267,0.57034487,0.5123939,0.4442416,0.44621077,0.57503456,0.64543074,0.5543129,0.5862448,0.53481394,0.79312944,0.38029003,0.7269039,0.5624504,0.6450341,0.5182082,0.6395859,0.6976983,0.6381828,0.67356426,0.64888674,0.7339449,0.626365,0.64643127,0.6076141,0.62456113,0.52339035,0.4422667,0.66989654,0.4750718,0.6579089,0.5694068,0.59238505,0.6182212,0.48135936,0.7125295,0.5928096,0.4937552,0.60770345,0.5682946,0.8080099,0.5666616,0.5839128,0.6748436,0.5411468,0.680424,0.4808072,0.64996773,0.6375757,0.4465233,0.51943076,0.6236508,0.513539,0.5755557,0.63663673,0.67136955,0.6336679,0.68278366,0.857851,0.3895634,0.52462155,0.4219093,0.6267345,0.45754293,0.57194215,0.8000391,0.56536007,0.47201848,0.76901823,0.48849466,0.78980017,1.0999167,1.0471073,1.1213785,1.1441731,1.0781351,13
13,0.612434,0.65557456,0.50922924,0.78100944,0.63660157,0.72794324,0.4966852,0.7862554,0.59564435,0.7209021,0.53854513,0.59241605,0.82263666,0.6796443,0.5823441,0.5755891,0.71732086,0.66126007,0.6326547,0.420032,0.5333874,0.68775725,0.78357714,0.54924893,0.4823271,0.5201399,0.51176065,0.5982856,0.6760727,0.6046703,0.66925603,0.71518177,0.68854177,0.66946775,0.66756874,0.5323437,0.6119986,0.62620205,0.6456466,0.5487572,0.6026408,0.7704764,0.6458899,0.60295326,0.6602935,0.4924985,0.7082414,0.6038575,0.6860617,0.6218173,0.51903933,0.5131796,0.85295194,0.67852074,0.63835657,0.5257242,0.7040524,0.73384684,0.6683382,0.8525309,0.6987021,0.5454541,0.572156,0.68471843,1.0552241,0.5380112,0.5265928,0.5745409,0.64850754,0.5746561,0.66164917,0.70096064,0.6226196,0.7340365,0.6758143,0.6376407,0.571725,0.45229003,0.6029219,0.731332,0.6071983,0.68313104,0.6609333,0.56027037,0.7039947,0.57648385,0.7218099,0.443865,0.7129462,0.72605497,0.6290802,0.5102734,0.68172383,0.6150982,0.57018995,0.9489454,0.99763274,0.9354616,1.2747138,0.8869571,14
14,0.566062,0.6741285,0.64170694,0.9590411,0.6787885,0.9335925,0.7587991,0.838342,0.60061705,0.92532694,0.7174712,0.8265803,0.62069404,0.7506205,0.61773205,0.6742051,0.65445286,0.8241446,0.741899,0.45221364,0.63947254,0.6462839,0.91823477,0.66932917,0.74440557,0.7485417,0.77558196,0.65924245,0.5887361,0.493061,0.84952915,0.49109873,0.9600495,1.0211312,0.77427065,0.5261754,0.77848214,0.6189199,0.835795,0.55929554,0.58537936,0.9380798,0.82072693,0.7484922,0.7568576,0.7209493,0.70860344,0.85493916,0.75210536,0.7548344,0.6597458,0.46676016,0.71180356,0.7725469,0.7405248,0.58327454,0.7281381,0.7172554,1.2744747,0.7634398,0.66727304,0.6776187,0.662293,0.5535513,1.2432455,0.7111915,0.6978874,0.7011506,0.7113119,0.71182406,0.612599,0.84013623,0.891321,0.8294254,0.6340495,0.69600374,0.7337153,0.83741575,0.6209694,0.731995,0.7778302,0.97933525,0.78281325,0.68962395,0.7746949,0.5412983,0.6376791,0.81909263,0.6332848,0.7293098,0.6757467,0.5497839,0.75031793,0.59236413,0.63249916,0.93828005,1.1895765,1.035571,1.2000277,0.8875912,15
