,kl_scale,reg_loss,p_reg_loss,epoch,cat_acc,p_cat_acc,mean_deviation,sd_deviation,kl_loss,p_kl_loss,pop_shared_genos,trait_diff,rec_loss,p_rec_loss,0_acc,1_acc,2_acc,3_acc,4_acc,5_acc,6_acc,7_acc,8_acc,9_acc,10_acc,val_kl_scale,val_reg_loss,val_p_reg_loss,val_epoch,val_cat_acc,val_p_cat_acc,val_mean_deviation,val_sd_deviation,val_kl_loss,val_p_kl_loss,val_pop_shared_genos,val_trait_diff,val_rec_loss,val_p_rec_loss,val_0_acc,val_1_acc,val_2_acc,val_3_acc,val_4_acc,val_5_acc,val_6_acc,val_7_acc,val_8_acc,val_9_acc,val_10_acc,loss
0,0.0,5e-324,5e-324,11.0,10.0,1.0,10.0,4.82135978473236e-310,4.82135986576837e-310,6.1655980320486e-310,4.8213598051633e-310,4.8213078764198e-310,4.8213597848814e-310,6.1655980320486e-310,4.8213597357504e-310,4.82135980128297e-310,4.8213597262428e-310,6.1655980320486e-310,4.82135984416505e-310,4.82135982299725e-310,4.82135982246277e-310,6.1655980320486e-310,4.8213078577021e-310,4.8213074563386e-310,4.8213598052913e-310,6.1655980320486e-310,4.8213088208913e-310,4.82135354894704e-310,4.8213535350257e-310,6.1655980320486e-310,4.82135980518006e-310,4.82135972450363e-310,4.8213076871398e-310,6.1655980320486e-310,4.821307816921e-310,4.82135973318916e-310,4.82135894960436e-310,6.1655980320486e-310,4.82135982306573e-310,4.82135980486944e-310,4.82135966882767e-310,6.1655980320486e-310,4.8213598258847e-310,4.821359040194e-310,4.82130769365167e-310,6.1655980320486e-310,4.8213594977089e-310,4.8213077967303e-310,4.82135987196227e-310,6.1655980320486e-310,"<reg_vae name=reg_vae, built=True>"
1,0.10000016540288925,20.120546340942383,9.62559986114502,0.0,0.8566159605979919,0.634026825428009,6.086507797241211,34.154579162597656,1106.964599609375,2829.5087890625,1.1544520854949951,0.7886075377464294,0.42087846994400024,0.25821390748023987,0.07049257308244705,0.912054717540741,0.0076577328145504,0.0015018652193248272,0.03052728995680809,0.9038224816322327,0.0,0.00798159558326006,0.9042103886604309,0.0008580744615755975,0.9106155633926392,1.0,23.288528442382812,23.606027603149414,0.0,0.85838782787323,0.6380114555358887,7.175178527832031,40.0368537902832,0.0,0.0,1.150749921798706,0.668099045753479,0.42712900042533875,0.8028355240821838,0.06014535203576088,0.9185501933097839,0.0014947683084756136,0.00014967819151934236,0.07908497005701065,0.9042575359344482,0.0,0.007878368720412254,0.9051997065544128,0.0,0.9084530472755432,"<reg_vae name=reg_vae, built=True>"
2,0.10000016540288925,20.68606948852539,7.040382385253906,1.0,0.8488130569458008,0.6371995210647583,6.16294002532959,35.209190368652344,1189.584716796875,2764.017333984375,1.1508610248565674,0.693138837814331,0.4425479769706726,0.2974340617656708,0.06713919341564178,0.9024186134338379,0.009666666388511658,0.0005333074950613081,0.029622772708535194,0.8971442580223083,0.0,0.008262135088443756,0.8953173756599426,0.0001713502424536273,0.9028421640396118,1.0,23.123882293701172,23.304141998291016,1.0,0.8556227684020996,0.6436492800712585,7.148108005523682,39.460174560546875,0.0,0.0,1.1209347248077393,0.5207189321517944,0.44146040081977844,0.7687310576438904,0.05699855834245682,0.9157551527023315,0.002487562131136656,0.0,0.08452535420656204,0.899570643901825,0.0,0.007063711993396282,0.9005014300346375,0.0,0.9097476005554199,"<reg_vae name=reg_vae, built=True>"
3,0.10000016540288925,20.822250366210938,6.622053146362305,2.0,0.8381971120834351,0.6380805373191833,6.235085964202881,35.40939712524414,1134.402587890625,2444.190185546875,1.1503466367721558,0.6201407313346863,0.4659229516983032,0.3246961832046509,0.061509810388088226,0.8922274708747864,0.00800266768783331,0.00048498957767151296,0.029398148879408836,0.8862555623054504,0.0,0.008355238474905491,0.883124589920044,0.0,0.8918445706367493,1.0,23.176881790161133,23.30132484436035,2.0,0.8471860885620117,0.6417040228843689,7.326610565185547,39.27603530883789,0.0,0.0,1.128867268562317,0.4411041736602783,0.46026355028152466,0.7814282774925232,0.05235462263226509,0.9017497897148132,0.0,0.0010427528759464622,0.08187134563922882,0.8961784243583679,0.0,0.007893643341958523,0.8956641554832458,0.0,0.896044135093689,"<reg_vae name=reg_vae, built=True>"
4,0.10000016540288925,20.97181510925293,6.688043594360352,3.0,0.8312129378318787,0.6397144794464111,6.348867893218994,35.59476089477539,1075.969482421875,2164.174072265625,1.142529010772705,0.6203081011772156,0.4810980260372162,0.3393634855747223,0.057882506400346756,0.8847044706344604,0.008162585087120533,0.0005331265274435282,0.028644029051065445,0.8791267275810242,0.0,0.00858711451292038,0.875862181186676,0.0010281014256179333,0.8847830891609192,1.0,22.92307472229004,23.202682495117188,3.0,0.8459616899490356,0.6390796899795532,7.384082794189453,39.02127456665039,0.0,0.0,1.2050315141677856,0.4175240993499756,0.4687933623790741,0.7680982351303101,0.057904113084077835,0.9063913226127625,0.0,0.0005960363778285682,0.08106355369091034,0.8933334946632385,0.0,0.007459593936800957,0.8917062282562256,0.0015511892270296812,0.891100287437439,"<reg_vae name=reg_vae, built=True>"
5,0.10000016540288925,21.08658790588379,6.394818305969238,4.0,0.8250210881233215,0.6363378167152405,6.371991157531738,35.80119705200195,1075.791015625,2072.181640625,1.1532244682312012,0.6145288944244385,0.49326610565185547,0.3458700180053711,0.05578157305717468,0.8776071071624756,0.005998000502586365,0.0005330748972482979,0.02662653475999832,0.8729900121688843,0.0,0.008400206454098225,0.8702641725540161,0.0006848142365925014,0.8775423169136047,1.0,23.34943199157715,23.57011604309082,4.0,0.8489848971366882,0.636223316192627,7.312594890594482,39.8276481628418,0.0,0.0,1.1928446292877197,0.394496351480484,0.4743470847606659,0.7653552889823914,0.05366740748286247,0.9083977341651917,0.0,0.0005964807351119816,0.08387516438961029,0.8916898965835571,0.0,0.007062733639031649,0.8963497281074524,0.0,0.9014389514923096,"<reg_vae name=reg_vae, built=True>"
6,0.10000016540288925,21.25912857055664,6.07199239730835,5.0,0.8231476545333862,0.6387915015220642,6.308862209320068,36.209388732910156,1028.16259765625,1861.3587646484375,1.1521767377853394,0.6459109783172607,0.4967797100543976,0.34268343448638916,0.05513429641723633,0.8764091730117798,0.005826535634696484,0.0004843787755817175,0.0263522882014513,0.8703055381774902,0.0,0.007969248108565807,0.8675472736358643,0.001884206896647811,0.8765523433685303,1.0,23.362545013427734,23.389474868774414,5.0,0.8382057547569275,0.6405605673789978,7.21845006942749,39.56049728393555,0.0,0.0,1.163493275642395,0.39803919196128845,0.4802562892436981,0.7705591320991516,0.05057372525334358,0.8989813327789307,0.0,0.0005961252027191222,0.07156798988580704,0.8865491151809692,0.0,0.006784824188798666,0.8781712651252747,0.0,0.8878166079521179,"<reg_vae name=reg_vae, built=True>"
7,0.10000016540288925,21.136926651000977,5.744218826293945,6.0,0.8212854266166687,0.6386862993240356,6.393032550811768,35.88081359863281,1023.1449584960938,1709.337646484375,1.1541926860809326,0.6006953120231628,0.49895209074020386,0.3337656557559967,0.05574161931872368,0.8742254972457886,0.005159786902368069,0.0003393610240891576,0.02637667767703533,0.8684760332107544,0.0,0.007316386792808771,0.8651921153068542,0.001371036865748465,0.8747615218162537,1.0,23.894956588745117,24.057132720947266,6.0,0.8362144827842712,0.6412210464477539,7.091097354888916,41.0231819152832,0.0,0.0,1.140990972518921,0.4111354649066925,0.48424383997917175,0.7707868814468384,0.04759994521737099,0.8951650857925415,0.0,0.0001491201837779954,0.08083441853523254,0.8721982836723328,0.0,0.006494403816759586,0.8873453140258789,0.0,0.890667736530304,"<reg_vae name=reg_vae, built=True>"
8,0.10000016540288925,21.179948806762695,5.778509140014648,7.0,0.8162842988967896,0.6387215256690979,6.374019145965576,35.98588562011719,1020.7543334960938,1528.7933349609375,1.1523183584213257,0.620110273361206,0.5061011910438538,0.3309752643108368,0.054405249655246735,0.8697205781936646,0.007985359989106655,0.00024203698558267206,0.02770722657442093,0.8619748950004578,0.0,0.007591377478092909,0.8605908155441284,0.0008567512268200517,0.8697234988212585,1.0,23.38079833984375,23.44828224182129,7.0,0.8353843092918396,0.6406485438346863,7.189181327819824,39.707374572753906,0.0,0.0,1.1054441928863525,0.4164442718029022,0.48252934217453003,0.7946533560752869,0.043364133685827255,0.8983997106552124,0.00148148147854954,0.0,0.0776699036359787,0.8883553147315979,0.0,0.007465781643986702,0.8755941987037659,0.0,0.8781118392944336,"<reg_vae name=reg_vae, built=True>"
9,0.10000016540288925,21.13389015197754,5.953376770019531,8.0,0.8151292204856873,0.6395359635353088,6.462009429931641,35.80577087402344,1004.1951904296875,1429.0230712890625,1.1563657522201538,0.6412942409515381,0.5066127181053162,0.3234363794326782,0.05339101329445839,0.868131160736084,0.009334889240562916,0.0006300280801951885,0.02380952425301075,0.8616093397140503,0.0,0.008216348476707935,0.8592838644981384,0.0027416038792580366,0.8678663372993469,1.0,23.429471969604492,23.56844711303711,8.0,0.841153085231781,0.6378865242004395,7.21638822555542,39.920509338378906,0.0,0.0,1.1971575021743774,0.34613651037216187,0.4777781367301941,0.8472983241081238,0.055619776248931885,0.9054725170135498,0.0024826216977089643,0.0,0.08289816975593567,0.8848598599433899,0.0,0.007330567110329866,0.8832703828811646,0.0,0.8899798393249512,"<reg_vae name=reg_vae, built=True>"
