,reconstruction_loss,kl_loss,elbo,cat_acc,epoch,kl_scale,lr,0_acc,1_acc,2_acc,3_acc,4_acc,5_acc,6_acc,7_acc,8_acc,9_acc,10_acc,val_reconstruction_loss,val_kl_loss,val_elbo,val_cat_acc,val_epoch,val_kl_scale,val_lr,val_0_acc,val_1_acc,val_2_acc,val_3_acc,val_4_acc,val_5_acc,val_6_acc,val_7_acc,val_8_acc,val_9_acc,val_10_acc,loss
0,6.9054250445205e-310,6.9054250445205e-310,6.90542504452206e-310,1.1420244001e-313,1.14202484396e-313,1.1420249745e-313,1.14202475023e-313,1.1420255091e-313,6.90542504452206e-310,6.90542504452206e-310,6.90542504452206e-310,6.90542504452206e-310,6.90542504452206e-310,6.90542504452206e-310,6.90542504452206e-310,6.90542504452285e-310,6.90542504452443e-310,1.14202492726e-313,6.90542504452285e-310,6.90542504452443e-310,1.14202497617e-313,6.9054250445205e-310,6.905425044526e-310,6.90542504452285e-310,6.9054250445276e-310,6.9054250445205e-310,1.1420249745e-313,6.9054250445205e-310,6.90542504452285e-310,6.9054250445284e-310,6.9054250445205e-310,6.90542504452206e-310,6.9054250445205e-310,6.9054250445205e-310,6.90542504453075e-310,6.9054250445205e-310,"<autoencoder name=autoencoder, built=False>"
1,0.8107271194458008,8.439653396606445,0.8107461929321289,0.6795781850814819,0.0,2.2603242086915998e-06,0.0010000000474974513,0.0503675751388073,0.7318984866142273,0.018644068390130997,0.0014851485611870885,0.004494382068514824,0.720275342464447,0.006418485194444656,0.005842259153723717,0.7034513354301453,0.010309278033673763,0.7185083627700806,0.8736792206764221,18.221393585205078,0.8737204074859619,0.6130555272102356,0.0,2.2603242086915998e-06,0.0010000000474974513,0.029695352539420128,0.6621650457382202,0.004452359862625599,0.01996416598558426,0.0017301038606092334,0.6569204926490784,0.008080808445811272,0.010614478960633278,0.6366258859634399,0.008117389865219593,0.6400933861732483,"<autoencoder name=autoencoder, built=False>"
2,0.6827748417854309,11.414159774780273,0.6828033924102783,0.7352525591850281,1.0,2.498044977983227e-06,0.0010000000474974513,0.0751599669456482,0.7890802025794983,0.03153988718986511,0.0011267606168985367,0.025056947022676468,0.7739565372467041,0.01306240912526846,0.011339092627167702,0.7611976265907288,0.005791505798697472,0.7791739106178284,0.8330578207969666,32.50333023071289,0.8331390619277954,0.6381757855415344,1.0,2.498044977983227e-06,0.0010000000474974513,0.02916143275797367,0.7032535076141357,0.008311071433126926,0.007422574795782566,0.0012975778663530946,0.656986653804779,0.0024691359139978886,0.004312132019549608,0.6544636487960815,0.0024976583663374186,0.6931414604187012,"<autoencoder name=autoencoder, built=False>"
3,0.6162246465682983,12.426082611083984,0.6162589192390442,0.7626748085021973,2.0,2.760764573395136e-06,0.0010000000474974513,0.08898423612117767,0.8170429468154907,0.04317789152264595,0.0030737705528736115,0.04716981202363968,0.8044423460960388,0.016414141282439232,0.01026894897222519,0.7927038669586182,0.007079645991325378,0.8115861415863037,0.7578486800193787,32.2360725402832,0.7579376697540283,0.6784135699272156,2.0,2.760764573395136e-06,0.0010000000474974513,0.02933417074382305,0.731001079082489,0.015138023532927036,0.00972613226622343,0.0034602077212184668,0.7304417490959167,0.0011223345063626766,0.007131603080779314,0.6970009803771973,0.005619731731712818,0.7150940895080566,"<autoencoder name=autoencoder, built=False>"
4,0.5723668336868286,13.022339820861816,0.5724065899848938,0.7843025922775269,3.0,3.051117118957336e-06,0.0010000000474974513,0.09925442934036255,0.8378698229789734,0.04029304161667824,0.003848268184810877,0.060386475175619125,0.8247979879379272,0.015170670114457607,0.021398747339844704,0.8166016936302185,0.017636684700846672,0.8328633904457092,0.7510703802108765,43.20524978637695,0.7512022256851196,0.6903283596038818,3.0,3.051117118957336e-06,0.0010000000474974513,0.058307159692049026,0.7366776466369629,0.005639655515551567,0.010067400522530079,0.009515570476651192,0.7298724055290222,0.003815937088802457,0.008458413183689117,0.7215633988380432,0.001561036566272378,0.732587456703186,"<autoencoder name=autoencoder, built=False>"
5,0.554542601108551,13.435989379882812,0.5545879006385803,0.8023484945297241,4.0,3.372002765900106e-06,0.0010000000474974513,0.11553432047367096,0.8542170524597168,0.03482586890459061,0.002452182350680232,0.05569007247686386,0.847520649433136,0.024203822016716003,0.018535681068897247,0.8414511680603027,0.02593192830681801,0.8553904294967651,0.7686890363693237,49.37273406982422,0.7688554525375366,0.6931777596473694,4.0,3.372002765900106e-06,0.0010000000474974513,0.08159548044204712,0.7190510630607605,0.005342831835150719,0.01518641784787178,0.0017301038606092334,0.7532495856285095,0.0026936025824397802,0.005307239480316639,0.7289809584617615,0.006244146265089512,0.7241909503936768,"<autoencoder name=autoencoder, built=False>"
6,0.5386301875114441,14.022783279418945,0.5386824607849121,0.8151735663414001,5.0,3.7266393064783188e-06,0.0010000000474974513,0.12259768694639206,0.8625829219818115,0.04421768710017204,0.0049019609577953815,0.05012531206011772,0.8618935346603394,0.02204928733408451,0.020673077553510666,0.8551962971687317,0.016245488077402115,0.8660643100738525,0.7652336955070496,52.73843002319336,0.7654301524162292,0.7017832398414612,5.0,3.7266393064783188e-06,0.0010000000474974513,0.0834013819694519,0.7366622686386108,0.009201543405652046,0.015613002702593803,0.003027681726962328,0.7479884624481201,0.0029180694837123156,0.007131603080779314,0.7366030216217041,0.004370902199298143,0.7427055835723877,"<autoencoder name=autoencoder, built=False>"
7,0.5258689522743225,14.358268737792969,0.5259281396865845,0.8221017122268677,6.0,4.118573542655213e-06,0.0010000000474974513,0.13539670407772064,0.868401050567627,0.06473594903945923,0.008749356493353844,0.06443914026021957,0.8633551001548767,0.03230148181319237,0.02330096997320652,0.8608781099319458,0.02139037474989891,0.8731155395507812,0.7987915277481079,57.28277587890625,0.7990275025367737,0.6969459652900696,6.0,4.118573542655213e-06,0.0010000000474974513,0.0871388167142868,0.7398181557655334,0.008014247752726078,0.014674515463411808,0.010380622930824757,0.724282443523407,0.0060606058686971664,0.009121817536652088,0.7367594242095947,0.007805182598531246,0.744432270526886,"<autoencoder name=autoencoder, built=False>"
8,0.5201260447502136,14.341371536254883,0.5201913118362427,0.828046441078186,7.0,4.551722668111324e-06,0.0010000000474974513,0.16863465309143066,0.8758912086486816,0.05347593501210213,0.02644103579223156,0.07748184353113174,0.8702211976051331,0.024064170196652412,0.03469879552721977,0.8664061427116394,0.030909091234207153,0.8820496797561646,0.7963686585426331,58.827613830566406,0.7966364622116089,0.7039400339126587,7.0,4.551722668111324e-06,0.0010000000474974513,0.08316583186388016,0.7390906810760498,0.008311071433126926,0.02423001453280449,0.020761245861649513,0.7392338514328003,0.009203142486512661,0.013848577626049519,0.7595269680023193,0.017171401530504227,0.7350577712059021,"<autoencoder name=autoencoder, built=False>"
9,0.5118629336357117,14.554018020629883,0.5119361281394958,0.8369243144989014,8.0,5.030431566410698e-06,0.0010000000474974513,0.17376315593719482,0.8856757879257202,0.04823151230812073,0.05332040786743164,0.12619048357009888,0.8832321166992188,0.04202719405293465,0.056655917316675186,0.8744093179702759,0.05535714328289032,0.8832746744155884,0.792336642742157,60.59161376953125,0.7926415205001831,0.7084841132164001,8.0,5.030431566410698e-06,0.0010000000474974513,0.07595791667699814,0.7538021206855774,0.005342831835150719,0.03088473714888096,0.012543252669274807,0.7331319451332092,0.011896745301783085,0.013019321486353874,0.7612159848213196,0.023103341460227966,0.7469586133956909,"<autoencoder name=autoencoder, built=False>"
