,reconstruction_loss,kl_loss,elbo,cat_acc,epoch,kl_scale,lr,0_acc,1_acc,2_acc,3_acc,4_acc,5_acc,6_acc,7_acc,8_acc,9_acc,10_acc,val_reconstruction_loss,val_kl_loss,val_elbo,val_cat_acc,val_epoch,val_kl_scale,val_lr,val_0_acc,val_1_acc,val_2_acc,val_3_acc,val_4_acc,val_5_acc,val_6_acc,val_7_acc,val_8_acc,val_9_acc,val_10_acc
0,6.90226416716804e-310,6.90226416716804e-310,1.1331681066e-313,1.1331679888e-313,1.13316753674e-313,6.90226416716804e-310,6.90226416716804e-310,6.90226416716804e-310,6.90226416716804e-310,6.90226416716804e-310,6.90226416716804e-310,6.90226416716804e-310,6.90226416716804e-310,6.90226416716804e-310,6.90226416716804e-310,6.90226416716804e-310,6.90226416716804e-310,6.90226416716804e-310,6.90226416716804e-310,6.90226416716884e-310,6.9022641671704e-310,1.1331676568e-313,6.90226416716884e-310,6.9022641671704e-310,1.13316789024e-313,6.90226416716646e-310,6.9022641671712e-310,6.90226416716804e-310,6.90226416716646e-310,6.902264167172e-310,6.90226416716884e-310,6.9022641671736e-310,6.90226416716646e-310,1.1331679367e-313,6.90226416716646e-310,6.90226416716646e-310
1,0.8786617517471313,0.22104835510253906,1.0997101068496704,0.595907986164093,0.0,1.0,0.0010000000474974513,0.02113582007586956,0.6373928189277649,0.0052083334885537624,0.0015159171307459474,0.007444168906658888,0.634803295135498,0.0012180268531665206,0.002718622563406825,0.6224066615104675,0.0,0.6364890336990356,1.1528867483139038,65.90477752685547,67.05765533447266,0.4925534427165985,0.0,1.0,0.0010000000474974513,0.0855710357427597,0.5254114270210266,0.04617886245250702,0.027011383324861526,0.08365018665790558,0.5813872218132019,0.04891439899802208,0.011901467107236385,0.5053306818008423,0.03809523954987526,0.4567759037017822
2,0.7901749014854431,0.05979582667350769,0.8499706983566284,0.6043965220451355,1.0,1.0,0.0010000000474974513,0.012690991163253784,0.6527954339981079,0.003401360474526882,0.0009216589969582856,0.0,0.647271990776062,0.0012106538051739335,0.0009078529546968639,0.6299462914466858,0.0,0.6509040594100952,1.3028178215026855,95.85311126708984,97.15592956542969,0.5508664846420288,1.0,1.0,0.0010000000474974513,0.071129709482193,0.5909883379936218,0.05560975521802902,0.0013505691895261407,0.08153781294822693,0.5731886625289917,0.021212877705693245,0.003136820625513792,0.5899614095687866,0.018412698060274124,0.5750166177749634
3,0.7285301089286804,0.02959074079990387,0.7581208348274231,0.6108364462852478,2.0,1.0,0.0010000000474974513,0.0098545728251338,0.6579283475875854,0.0,0.000499251123983413,0.0,0.6485441327095032,0.0,0.0,0.6328563094139099,0.0,0.6539666652679443,1.2100141048431396,66.82451629638672,68.03453826904297,0.5600937008857727,2.0,1.0,0.0010000000474974513,0.08952562510967255,0.6400376558303833,0.017886178568005562,0.0,0.06886354088783264,0.6916766166687012,0.014474669471383095,0.006089122500270605,0.586347222328186,0.004761904943734407,0.4349491596221924
4,0.6958033442497253,0.020130617544054985,0.7159339785575867,0.6107954978942871,3.0,1.0,0.0010000000474974513,0.011043275706470013,0.6643017530441284,0.0017391304718330503,0.0015030059730634093,0.0,0.647897481918335,0.0,0.0004923683009110391,0.6308218240737915,0.0,0.6554985046386719,1.007211446762085,39.34593963623047,40.353145599365234,0.5643497109413147,3.0,1.0,0.0010000000474974513,0.12382818758487701,0.6304877400398254,0.050731707364320755,0.0012540998868644238,0.06928601861000061,0.7327725291252136,0.014973795972764492,0.010517575778067112,0.6057464480400085,0.006666666828095913,0.3894748389720917
5,0.6669913530349731,0.017570341005921364,0.6845617294311523,0.6114408373832703,4.0,1.0,0.0010000000474974513,0.015735942870378494,0.6588888168334961,0.0,0.0,0.0,0.6494534611701965,0.0,0.0005089058540761471,0.6353359818458557,0.0,0.6470579504966736,0.8662668466567993,23.130218505859375,23.996488571166992,0.5685738325119019,4.0,1.0,0.0010000000474974513,0.15689493715763092,0.571417510509491,0.053658537566661835,0.003376422915607691,0.08365018665790558,0.7127203941345215,0.005490391980856657,0.011809207499027252,0.6617097854614258,0.011428571306169033,0.42299655079841614
6,0.6585080027580261,0.015080518089234829,0.6735885739326477,0.6091393828392029,5.0,1.0,0.0010000000474974513,0.02216610498726368,0.6563187837600708,0.009999999776482582,0.003446578048169613,0.0,0.638665497303009,0.0,0.0004945598193444312,0.6358886361122131,0.0,0.6544857025146484,0.8266745805740356,14.133637428283691,14.960314750671387,0.5696261525154114,5.0,1.0,0.0010000000474974513,0.19449888169765472,0.6624937653541565,0.02569105662405491,0.005498745944350958,0.0764681026339531,0.7194855809211731,0.003993012011051178,0.008211089298129082,0.5414401888847351,0.02380952425301075,0.45388153195381165
7,0.6599323749542236,0.017044896259903908,0.676977276802063,0.606988251209259,6.0,1.0,0.0010000000474974513,0.030011681839823723,0.6527155041694641,0.001855287584476173,0.005078720394521952,0.0,0.642720103263855,0.0,0.0,0.6377646327018738,0.0,0.6438649296760559,0.7536040544509888,9.014622688293457,9.76822566986084,0.5903621912002563,6.0,1.0,0.0010000000474974513,0.1683879792690277,0.6506069898605347,0.02926829271018505,0.008489292114973068,0.09463455528020859,0.6697442531585693,0.004242575261741877,0.013562136329710484,0.6052379012107849,0.018730157986283302,0.5499948263168335
8,0.6516113877296448,0.014113923534750938,0.6657252907752991,0.6122466325759888,7.0,1.0,0.0010000000474974513,0.03060281090438366,0.6480186581611633,0.005163511261343956,0.0019588638097047806,0.0,0.6448304057121277,0.0,0.0,0.6480624079704285,0.0,0.657247006893158,0.7482357025146484,5.998859882354736,6.747095584869385,0.5944082140922546,7.0,1.0,0.0010000000474974513,0.1779213696718216,0.5594919919967651,0.015284553170204163,0.009068107232451439,0.07435572147369385,0.6584028005599976,0.00249563273973763,0.014207952655851841,0.6759636998176575,0.006666666828095913,0.5922799110412598
9,0.6481657028198242,0.013997100293636322,0.6621627807617188,0.6160743832588196,8.0,1.0,0.0010000000474974513,0.033775195479393005,0.6645210981369019,0.0037523452192544937,0.0020222447346895933,0.004962779115885496,0.6594814658164978,0.0,0.0019607844296842813,0.6381891369819641,0.0,0.6511256098747253,0.7242950797080994,4.153979301452637,4.878274440765381,0.6041304469108582,8.0,1.0,0.0010000000474974513,0.15415850281715393,0.6386397480964661,0.007479674648493528,0.007235191762447357,0.04900718107819557,0.6300315260887146,0.0014973796205595136,0.0129163209348917,0.6195405125617981,0.0009523809421807528,0.6555328369140625
