,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,individual,pop,p1_id,p2_id
0,1.5255194,-0.8635218,1.6975074,-0.57325953,0.05253564,-1.0892526,3.0340843,-0.91419095,0.7976435,-0.037042655,0.053324103,-0.26000002,-2.9624133,-1.0271327,-0.8086859,-0.33298883,0.89145243,0.8642231,-0.014434844,0.1567723,0.86318696,-0.02168157,-0.61743486,-0.26486894,-0.0048683286,-0.094182834,-0.7093125,0.18640438,2.0092423,0.2270775,1.5502344,-0.2788967,-1.6659485,-0.17373365,-0.73336023,-0.45138177,1.3077184,-0.71639764,-2.2687905,-1.9392524,-1.1892655,-0.536364,-0.07411577,-1.0464526,-0.6137852,-0.96292645,-0.779874,0.22962868,-0.3085106,-0.0644474,0.02691868,-1.3391643,-0.93620837,1.394234,-0.8984446,0.17579472,0.9982109,-0.4119125,-1.2697008,0.40265933,-0.469982,-0.2572985,-0.9661574,-0.34243625,-0.6544488,1.1524374,0.4036042,-1.5094919,1.0779543,-0.022066832,-0.63403374,-0.10255271,-0.44548517,1.0773807,-2.1126482,-0.7522523,1.8788565,0.075661555,-1.0881779,-1.4163307,2.682131,0.6150961,-0.56793237,0.77280146,-1.3689699,1.490215,-1.022485,1.0464752,0.7103423,1.0493813,1.5322245,-0.090839386,-0.86194533,1.8155253,0.49470025,-1.0207632,-1.1867424,1.0307745,-0.24055994,1.8566118,1,1,1,2
1,-1.0542716,0.41954684,-1.258137,1.7479243,1.5030916,-1.4589077,0.3528449,-0.87787753,0.30033666,-0.13025025,0.91511095,1.4878647,-3.1539075,-1.1968143,-0.43308488,1.107789,0.13408561,0.89283156,-0.607336,1.7381314,1.1035947,0.7706037,1.0445588,-1.5344356,-0.59883577,0.75879544,-1.7516428,2.820038,0.044276424,0.99744815,-0.673941,-0.6127529,-1.2331237,-1.3181562,-0.6273457,-0.37842765,0.05924338,-0.07085267,-2.0122945,-3.2441528,-2.1726196,-0.18876924,0.4273618,-1.2957532,-0.51414853,-1.0619893,0.31040543,-1.4819367,-0.030484378,0.2936439,-0.12448692,-1.11397,0.2390419,0.7265446,1.0581648,0.36245424,-1.050231,-0.52005845,1.5615963,0.87138724,-0.3913565,0.52237463,0.5900724,0.8461123,-1.3356116,1.0513744,0.68176925,-0.6360738,-0.13890088,-0.6635194,1.3128688,-0.66301006,-1.7033486,0.91347134,-0.9030374,0.033538222,1.5238355,-0.20381047,0.18683612,-0.8745303,0.04006225,0.6552708,0.2813471,2.3845344,0.03817904,-0.05049777,-1.0315481,0.04050681,-1.3371944,0.47829443,1.5205775,0.6844949,-0.4523496,-0.009508878,1.5474856,-0.32350826,-0.87879354,1.4748274,-0.66821784,1.9875647,2,1,1,2
2,-0.03619729,0.34836546,-0.8973773,-0.58966595,0.31726438,-2.2695851,0.24412926,-0.23288594,-0.3095932,-0.46404025,0.78550184,-1.0912082,-3.218472,-0.5670686,-1.408995,-0.77712584,0.017580047,-0.25493482,0.054059893,1.6137317,0.17356144,-0.0014428273,0.091789186,-0.7828311,-1.1002209,0.6010681,-1.0653915,1.7681725,-0.97917503,1.0564984,2.2075603,-1.9594796,-1.1539044,0.42405778,0.6118082,0.6336994,0.6918602,0.24175051,-0.6710489,-1.0371897,-1.5745623,0.4098184,0.55694497,0.42339626,0.17180055,-1.7583508,-0.50438887,0.06653899,0.683323,-0.47018903,-0.035850674,1.5572577,-1.2083248,2.1836882,-0.16661415,-0.39179593,-1.0154876,0.56095403,-0.37918222,1.2320411,2.0456023,-0.190157,0.95664823,-1.2683426,-1.599998,-0.9145357,0.21705702,-0.9705204,-0.77131045,-0.6768024,0.8703153,0.8459183,1.9730451,0.7964101,-1.0535641,-0.66983986,1.9460341,-0.51856625,-1.8719277,-1.3022274,0.085187405,0.41357455,-0.14518291,0.5722345,-0.72886175,0.29989672,-0.86263895,1.7372386,-0.10661876,-0.88628876,-0.49405482,0.5972479,-1.641468,-0.1968472,-2.3408048,-0.027197689,0.13724662,-0.08349773,-0.3174278,-0.23078048,4,1,1,2
3,-0.48762345,-0.024638742,0.7780464,-1.5162363,-0.5879456,-0.9388695,0.08872263,0.70627356,0.89268285,0.08163568,0.88355327,1.8309252,-2.835802,-0.07693522,-0.49162132,0.6918824,-0.3935545,0.72350514,-0.79448366,0.27148202,-0.19701429,-0.6499584,0.18952209,-0.1841611,-0.0105369985,-1.2329164,-0.09929652,0.82847255,0.08289055,0.3778297,-0.03080675,0.8760387,-0.67037165,0.93016034,-0.9518221,-1.3160399,1.0822191,-0.053352684,-1.41031,-0.9816864,-0.15937376,-0.5697982,0.19236867,-1.7170392,-0.55529207,0.13343567,1.619821,-0.897413,-0.44320402,0.90766484,-0.51954937,0.38372546,-0.067273885,1.9574279,0.9073086,0.45264882,-0.50230455,0.00055877864,-1.4054594,-0.41187593,-0.123300225,0.78096175,0.6381799,0.24445857,-0.27190417,0.23849672,-0.7099209,-0.267033,-0.98708856,-0.91636705,1.2925235,0.9170878,0.13327408,1.1155393,1.4796013,-0.70469415,1.4467225,-1.1581143,0.99722314,-0.24425969,-0.6743803,1.9537362,-1.8055806,0.64465034,-0.30448514,1.6851348,0.01980877,-0.0015126169,-1.5855143,-0.21241498,0.011687368,1.2952526,1.7815049,0.5327451,0.04339558,-1.6636397,0.6337617,1.3576853,-0.13578111,0.5230073,5,1,1,2
4,-0.1310441,0.9332294,0.53677386,0.32741517,0.68084496,-0.83632827,0.7200207,0.09682442,-0.65803266,-0.029896565,-0.6935433,0.7791972,-2.4239187,-0.45639706,-0.014862537,-0.72934985,-1.5139853,2.187803,-1.1777332,-0.46773005,1.706222,1.3315142,-0.0019813776,0.39841035,1.4699519,-0.32286578,0.665647,1.0884075,-1.6217972,0.02140499,1.5672433,0.81136644,0.09515184,-1.318733,-0.019047126,1.503137,0.34603894,-0.31986275,-1.2959423,-2.1652606,1.0592821,0.13516818,-0.38577092,0.26977375,-1.9711025,-0.31486207,0.22935529,-2.2754114,-0.11112097,-0.7271711,0.7881323,0.45318317,-0.9512663,-0.027094059,-0.1489928,1.1852825,1.3966793,-1.648449,-0.22340496,-0.26151714,1.6647792,-0.10300748,-0.2061756,-0.25512272,-1.9072776,-0.30136108,0.33546388,0.98961675,-0.1634847,-1.6527314,0.33467144,0.8861542,0.39672136,1.1429902,1.1207813,1.0637485,-0.35094216,-1.2027193,-0.32961676,0.45726284,0.63923705,0.35058716,-1.3724065,0.008465202,0.53977376,0.45210612,-0.49593592,1.042135,-0.5625216,-0.45362568,0.3757234,-1.8953588,-1.3859038,-0.18349248,-0.96868116,-1.4943027,-0.38071126,1.9909042,-1.0547202,-0.04136589,6,1,1,2
5,0.54391783,1.9872698,0.42776412,0.46078473,1.2939639,-1.3026356,0.94777644,-0.86000484,0.7093839,0.98103064,0.91132057,0.39555582,-0.07036977,0.045024708,-0.9568794,0.08795312,0.6712843,-0.21587917,-2.3361354,1.2042205,1.2149271,-1.2870908,0.90135777,-1.5270554,0.023229837,-0.6634981,-1.2015638,1.603123,1.2316822,-1.0171751,0.8531703,0.19789934,-0.51694727,0.9665924,-0.21502222,-1.5663284,0.3925736,-1.0508721,-0.35478246,-3.1461236,-0.40036625,0.31426835,0.105503514,0.088401556,-0.44090313,1.0952189,-0.052786514,-0.37654936,-0.2656029,0.1724897,-0.7310556,-0.38926178,0.15877494,0.10803688,-0.59332645,-1.6169,0.87767196,0.7253025,-1.196235,-0.500854,-0.2465314,-0.9058762,0.10270003,1.3159376,-1.3883567,-0.35013062,-1.1594867,0.08781251,-0.94034326,-1.9244473,0.41257003,-0.34382612,-0.30708992,0.97539926,0.5136975,-0.21851528,1.1765178,-0.5858026,0.18888149,0.66781294,-0.34257272,-0.2794114,-0.7377043,-0.5759936,0.05182159,0.46161687,-1.8682795,1.1202782,-0.9050511,1.0933173,-0.13992766,-0.018143773,0.6456761,1.5689583,0.6658121,-0.594237,-0.9537579,0.2653186,-1.2821782,-0.9388376,7,1,1,2
6,-0.1715795,-1.0989596,-0.9603161,1.9314277,0.11887275,-0.847077,1.1373116,0.25849104,-0.929694,-0.17864683,-0.08269134,-2.4986632,-1.8204432,0.025841609,-0.054956287,0.46127978,-0.5801777,1.6303427,1.6048592,-0.384454,-0.21583577,1.049831,0.7453897,-0.5728097,1.3717731,1.3358964,0.033886485,0.6390014,1.3027757,-0.7634118,2.0200658,-0.5748025,0.42926824,0.025570422,0.40166408,-1.450144,1.9390317,-2.16804,-1.1554294,-1.3159103,-0.9800065,-2.0369968,-0.98644197,-0.23753941,0.114543855,0.3501382,-1.2846828,-0.18227941,-0.6156081,-0.8412805,0.013848841,0.046565175,-0.75050724,1.3880628,1.6875095,1.3387692,-0.1248782,0.34035736,0.23575644,3.4657063,1.3535058,0.45769602,0.70892996,-0.14634447,-1.0497923,0.90055686,0.08183062,-0.85126257,-1.0661265,0.34811044,-0.003638234,0.2651399,0.17106637,1.5089788,0.811495,-0.6732544,1.0000786,0.4286369,-1.9430056,-0.13634011,0.5259525,1.2073673,0.045107007,-0.07615203,-0.0015453696,-1.4154123,-0.84159017,0.5966675,0.8064424,0.010109663,2.2644145,-0.37600595,0.04914272,-0.8677286,-0.33741838,-0.9221386,-1.9462181,-0.18734667,-0.42667538,1.2656206,8,1,1,2
7,0.9381284,-0.78347087,1.1845145,0.75125116,0.077894256,-1.024359,-0.29088452,-2.603412,-0.6337755,0.883726,0.5198431,-1.0016239,0.10748739,-0.63041866,-1.2023256,-1.1402742,-1.7203604,-0.44815856,-1.8820883,-0.80485415,-2.6713011,0.6282649,1.398588,-0.14856598,0.9757095,-0.101960704,-1.0854794,1.4647622,1.01219,-0.11579981,0.8903042,-0.3853222,-0.91460145,-0.5208892,-0.79002124,0.09840223,-0.633642,-2.1253514,0.023954272,-0.53540486,1.2202337,-0.7034452,1.995266,0.8249154,-0.019815322,0.64160305,-0.8030448,-1.6483638,0.18789649,-0.3922546,0.83463275,-0.17016172,0.20666334,0.3725949,0.037228584,-0.2652169,0.66848606,-0.48367995,0.014219925,-1.2721422,0.9626715,1.3803784,2.5096262,-0.42302442,-0.7841211,-1.4807487,-1.9923043,0.5969522,-1.5598409,-0.67595696,-0.24748895,-0.85351366,0.5516596,0.41175246,1.2055159,-1.0747602,-0.059658438,0.5942528,0.11834982,2.3048108,-0.35954943,0.048551053,-1.8380525,1.632977,-0.35151756,-1.3856348,-0.95919466,1.1572702,0.6287205,-0.30192715,-0.12033501,-1.2120745,0.84378296,0.33066756,0.1713461,-1.1606853,-0.6105551,0.0947732,-1.9345969,-1.12257,9,1,1,2
8,-0.48810104,-0.54530776,1.8622859,-0.8148484,-0.87510383,-0.18416712,0.32877633,-1.1904612,-0.6922894,0.4903175,1.7061144,-1.7994854,-1.45616,-0.38405454,-1.4291593,-0.36125144,0.7171264,-1.8182054,-0.07561746,-0.9906223,0.31544775,1.2629546,0.5428126,-0.48624602,1.7855024,0.6843186,-0.5918886,0.85552245,-0.32971177,1.0240532,1.6510876,-1.5263376,-0.52779996,0.6374853,-0.09713666,0.751827,0.34098607,-0.50027907,0.042377442,-1.9020345,-1.3091748,0.10500847,1.2152156,1.2419674,-1.0158764,1.15397,0.2036394,0.19418961,0.74214756,0.7000093,0.4866728,1.2440858,-0.25478402,1.2291566,-1.1314337,0.5785422,0.48485073,2.2211895,0.25205415,-1.0618601,0.30172738,-0.11446859,1.1762283,-0.09491928,-0.08396262,1.0597298,-0.9013605,-0.21076235,1.113577,0.4245186,0.84102607,0.6324781,0.6886437,1.9675508,-0.36439848,0.41083872,2.4716134,-0.38193023,-0.11653474,1.77253,0.5702889,-0.5585234,-3.3052046,1.5155251,0.30787426,0.9943024,-1.3484051,1.3778841,0.7056215,1.1616331,1.2375741,-0.72675246,-0.4274125,-0.9942174,-1.6358941,-0.1270036,-0.89450234,1.0383435,-2.2251034,0.59898126,11,1,1,2
9,0.98740166,-0.46214747,-0.35285252,0.5096913,-0.7722891,-2.2239945,1.2847998,0.5616661,2.5493162,-0.61104006,-1.4256984,0.18143854,-1.0773034,-1.0882263,-0.8512825,0.14162973,-0.17468335,1.7390162,-0.88843167,-0.41273123,-1.4384371,1.5867362,1.0045049,-1.3856686,0.52044755,1.0628737,0.29995662,0.21793765,0.3180272,-1.1373776,1.9132444,-1.489757,-0.6673645,-0.49742633,0.112025335,0.66009986,1.7843708,0.11814937,-0.5732297,-1.1961694,-1.1186111,-0.23196639,1.6157634,1.0367167,-1.1176621,-0.5216941,-0.44457823,-1.2814214,-0.7531594,-0.058033407,0.81745756,0.5516654,0.18701777,0.5652648,-2.672511,-0.07109225,0.14354387,-1.2795346,-0.8445083,-1.3914691,0.40386346,0.7829807,1.1817391,0.7568658,0.6586705,-2.0373602,-3.1008952,0.51831573,-0.169602,-1.1845665,-0.57116795,0.7218935,0.7076715,1.9298153,1.7392052,1.3813717,2.0558574,-0.32806337,-1.9956715,1.2645477,-0.6804416,1.0020181,-3.3882074,0.3343369,-2.154754,-0.18699408,1.132602,-1.5978626,-1.2034866,-0.7952889,-0.10217431,-1.8985927,-2.446764,0.24757516,0.61512744,-0.49018133,-0.91955453,1.1542431,-0.33142948,1.8609282,13,1,1,2
