,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,individual,pop,p1_id,p2_id
2036,-4.771464,-4.7904534,-4.5338836,-4.7314525,-4.8157964,-4.843902,-4.653423,-4.702451,-4.8459277,-4.9318047,-4.7240133,-4.361808,-4.9565835,-4.4483786,-4.6920347,-4.6138883,-4.788991,-5.014955,-4.875238,-4.70905,-4.615213,-4.950638,-5.0472035,-4.7049356,-4.7930493,-4.68011,-4.377905,-4.9165654,-5.0523486,-4.652269,-4.947106,-4.9608893,-4.8867445,-4.8995543,-4.6101723,-4.60641,-4.8326464,-4.737559,-4.565597,-4.8277254,-4.1967273,-5.2056355,-5.000633,-4.624749,-4.6642003,-4.752734,-4.7512865,-4.89538,-4.7070384,-4.9324656,-4.462603,-4.58581,-4.5100775,-4.856077,-4.469119,-4.7321453,-4.9594965,-4.557207,-4.718998,-4.8753705,-4.9651318,-4.4872794,-5.1790714,-4.8410163,-4.307888,-5.0169506,-4.724097,-4.4412575,-4.7723055,-4.669487,-4.9189987,-4.7425485,-4.6480956,-4.732717,-4.757051,-4.662024,-5.118319,-4.4423046,-4.495127,-4.56522,-4.567562,-4.5508604,-4.6512375,-4.829594,-4.757568,-5.1010437,-4.991843,-4.6435804,-4.5860386,-5.140239,-4.6923094,-4.936859,-4.8349648,-4.6853156,-4.736988,-4.801502,-4.687442,-4.751477,-5.11302,-4.598347,33,19,1,19
2037,-4.7639384,-4.7871485,-4.726599,-4.9763346,-4.6991467,-4.8348145,-4.7109985,-4.9355206,-4.779417,-5.0584784,-4.780997,-4.6833544,-4.859492,-4.4854,-4.652071,-4.6393876,-4.890584,-4.6555324,-4.944497,-4.8288484,-4.710731,-4.5827637,-5.15304,-4.5108733,-5.022016,-4.6070337,-4.348333,-5.067703,-4.965503,-4.78659,-4.9698253,-4.9008985,-4.9899015,-4.948432,-4.904269,-4.8996334,-4.668425,-4.838785,-4.5704546,-4.8519115,-4.2912927,-5.171367,-4.944785,-4.4704127,-4.9157996,-4.7596865,-4.6970644,-4.8038316,-4.887862,-4.796579,-4.561695,-4.671561,-4.642172,-4.7685738,-4.4569273,-4.829417,-4.923889,-4.4852605,-4.892902,-4.884703,-4.884792,-4.6095715,-4.851685,-4.9403176,-4.4981565,-5.0860224,-4.882316,-4.4477506,-4.817414,-4.755391,-4.7261477,-4.933107,-4.6680274,-5.004624,-4.7510033,-4.609067,-5.085794,-4.3486505,-4.4753423,-4.780321,-4.580878,-4.600774,-4.685917,-4.964792,-4.8022766,-5.099887,-5.138915,-4.606431,-4.7851906,-5.185951,-4.799551,-4.8416634,-4.9671626,-4.8553977,-4.7134852,-4.796087,-4.642635,-4.866321,-5.328236,-4.7845006,34,19,1,19
2038,-4.8651314,-4.995918,-4.642316,-4.989332,-4.883544,-4.6733603,-4.69412,-4.7815533,-4.8494315,-5.0913935,-4.791267,-4.6772013,-4.992911,-4.656789,-4.890955,-4.628329,-4.681551,-5.046223,-4.975532,-4.833785,-4.7879825,-4.8517656,-5.1994514,-4.6940074,-4.788816,-4.865205,-4.4694624,-5.0486774,-5.1052203,-4.7888713,-5.02739,-4.913721,-4.8888164,-4.935336,-4.8115597,-4.90534,-4.590097,-4.7709565,-4.8247786,-4.9159584,-4.3363533,-5.246782,-4.9259253,-4.674145,-4.70403,-4.682314,-4.7868624,-4.8027096,-4.7034287,-4.862048,-4.627755,-4.552973,-4.567804,-5.047082,-4.563652,-4.648528,-4.769127,-4.7750244,-4.8975534,-4.9652224,-5.170228,-4.7866106,-4.922424,-4.9718957,-4.4785547,-5.1464596,-4.882632,-4.634264,-4.8189516,-4.7398615,-4.9640174,-4.8711867,-4.650559,-4.981106,-4.7858386,-4.851188,-4.8885474,-4.5871115,-4.5726647,-4.689418,-4.6683564,-4.6114902,-4.5526376,-4.964046,-4.850147,-5.1178474,-5.102519,-4.6857395,-4.7436314,-5.042176,-4.757931,-4.8091664,-4.963741,-4.7881126,-4.85149,-4.768315,-4.9120836,-4.741144,-5.2030163,-4.8689885,35,19,1,19
2039,-4.4923787,-4.554338,-4.360101,-4.620526,-4.175354,-4.259082,-4.3685145,-4.224598,-4.437809,-4.5511327,-4.5465918,-4.2576942,-4.7097974,-4.13081,-4.411644,-4.282658,-4.463065,-4.744146,-4.584456,-4.2321167,-4.3686814,-4.3975067,-4.692034,-4.359287,-4.429916,-4.3809032,-4.0323796,-4.7348804,-4.6159806,-4.4036922,-4.577494,-4.536506,-4.4758363,-4.490514,-4.5454645,-4.4924383,-4.273905,-4.446366,-4.4060183,-4.46893,-4.0866666,-4.8932652,-4.626552,-4.217592,-4.3507724,-4.1688557,-4.3026066,-4.5018897,-4.427656,-4.659143,-3.8957613,-4.2372766,-4.1809855,-4.323286,-4.2229757,-4.3587165,-4.5493445,-4.0843363,-4.3485727,-4.4838896,-4.5891147,-4.1411605,-4.7072115,-4.5939455,-4.041529,-4.8077908,-4.343327,-4.245453,-4.5243278,-4.4074264,-4.369272,-4.406367,-4.470154,-4.53699,-4.3534846,-4.3831563,-4.5967402,-3.9900959,-4.3494067,-4.5072165,-4.264197,-4.3483176,-4.2206135,-4.443784,-4.3874946,-4.7533083,-4.6966677,-4.2381797,-4.4721036,-4.9826055,-4.418872,-4.5516224,-4.4857984,-4.3344007,-4.423338,-4.41408,-4.2484517,-4.495485,-4.8130364,-4.4907804,36,19,1,19
2040,-5.0178847,-5.0148654,-4.720931,-4.989581,-4.5874352,-5.054168,-4.8466744,-4.8609924,-4.9285197,-4.8979173,-5.04827,-4.700158,-5.0933595,-4.7565775,-5.0511513,-4.7151446,-4.810996,-4.899141,-5.013282,-4.6368036,-4.6651673,-5.0690184,-5.2114687,-4.65255,-5.0410533,-5.0810866,-4.614561,-4.719159,-5.0361657,-4.832801,-5.0475755,-4.9420333,-4.7476397,-4.904982,-4.916789,-5.159491,-4.7385035,-4.550584,-4.987114,-4.8727064,-4.4345684,-5.178085,-4.8710403,-4.739859,-4.8767104,-4.5969954,-5.006672,-4.9573255,-4.5549736,-5.200019,-4.565514,-4.629279,-4.5807486,-4.9577065,-4.604705,-4.4798017,-5.0508466,-4.808005,-4.846172,-4.7532926,-4.958447,-4.7605157,-5.0729485,-4.7785316,-4.6603146,-5.199156,-4.8530316,-4.462502,-4.939494,-4.6326704,-4.826627,-5.028625,-4.8740973,-5.0675225,-4.9449577,-4.7565837,-5.1256595,-4.763032,-4.49974,-4.873373,-4.620959,-4.386867,-4.662091,-4.658932,-5.021663,-4.9168105,-4.9255037,-4.6782546,-4.9411345,-5.053595,-4.942634,-4.818217,-4.938275,-4.794799,-4.847863,-4.8344207,-4.928413,-5.0522327,-5.26827,-4.8102994,37,19,1,19
2041,-4.769776,-4.694782,-4.689203,-5.009102,-4.4750204,-4.805253,-4.621881,-4.8820734,-4.8264027,-4.7437124,-4.8656387,-4.739582,-4.9589276,-4.6115065,-4.8148427,-4.604028,-4.731292,-4.6323338,-4.775799,-4.6437893,-4.244189,-4.800334,-4.9666743,-4.476623,-4.834024,-4.966546,-4.3291492,-4.6275907,-4.791123,-4.5333343,-4.829921,-4.5931907,-4.7178326,-4.546031,-4.520791,-4.9525766,-4.611871,-4.452459,-4.932106,-4.682925,-4.4718547,-5.0129848,-4.7277055,-4.508332,-4.7113094,-4.479629,-4.723214,-4.9261913,-4.6174283,-4.7010016,-4.4278336,-4.494182,-4.4338865,-4.696702,-4.302308,-4.6363688,-4.7457123,-4.581761,-4.6856613,-4.560666,-4.74853,-4.424497,-4.894585,-4.7277703,-4.3641872,-5.0774975,-4.568543,-4.476052,-4.6409373,-4.733116,-4.5640106,-4.6310678,-4.8364053,-4.7599545,-4.8469605,-4.433125,-4.983092,-4.4440007,-4.4617496,-4.83434,-4.4873395,-4.4505672,-4.702102,-4.4378104,-4.9634547,-5.1334643,-4.858199,-4.6138463,-4.8183875,-4.9935045,-4.667423,-4.595352,-4.782434,-4.5641637,-4.7196617,-4.7814374,-4.6073656,-4.869273,-4.8379984,-4.6745744,39,19,1,19
2042,-4.9809155,-4.972402,-4.436808,-5.0511456,-4.6239715,-4.9455266,-4.616443,-4.712117,-4.874188,-4.720184,-4.781376,-4.6306725,-5.0060835,-4.7156754,-4.809744,-4.5470457,-4.5125513,-4.8135495,-4.6231184,-4.755233,-4.5175166,-4.766197,-4.868412,-4.5131636,-4.710798,-4.8396006,-4.5664682,-4.6054454,-4.9065576,-4.6944313,-5.024643,-4.6850643,-4.710932,-4.6432486,-4.7522435,-4.876701,-4.6445885,-4.3380275,-4.8479834,-4.8849382,-4.287095,-5.084931,-4.852255,-4.5675607,-4.684513,-4.5149918,-4.8885593,-4.8121777,-4.3617024,-5.0713935,-4.347382,-4.462239,-4.4548883,-4.7118645,-4.451765,-4.404423,-4.970234,-4.695563,-4.8355207,-4.571876,-4.9882507,-4.5288243,-5.016489,-4.9001746,-4.458135,-5.034609,-4.5901384,-4.4414864,-4.92553,-4.8057127,-4.7734036,-4.898479,-4.804495,-4.858528,-4.606089,-4.6399164,-4.772227,-4.4152217,-4.4152684,-4.6807165,-4.4753847,-4.393272,-4.5530047,-4.348782,-4.796398,-4.859596,-4.8062053,-4.5211315,-4.7508054,-4.951371,-4.6906095,-4.6675754,-4.865231,-4.742191,-4.8693132,-4.7611876,-4.7600555,-4.8452888,-4.9904118,-4.7720127,42,19,1,19
2043,-4.737827,-4.7925134,-4.692655,-5.016475,-4.7081923,-4.6129794,-4.832398,-4.8219986,-4.9285183,-4.9828453,-4.7769585,-4.6357107,-5.1032214,-4.5754986,-4.8992,-4.7184987,-4.736964,-4.9589534,-4.8118625,-4.7130795,-4.663145,-4.687834,-5.2791047,-4.559732,-4.9908843,-4.706135,-4.299323,-4.8818765,-5.035749,-4.5865183,-5.0147276,-4.7459264,-4.911435,-4.8597364,-4.7126713,-4.9297285,-4.5053906,-4.6800623,-4.80044,-4.653248,-4.2958274,-5.2046986,-4.745954,-4.551018,-4.8203626,-4.5380583,-4.6019373,-4.7200193,-4.6252227,-4.9099293,-4.5230675,-4.6542478,-4.668047,-4.809606,-4.390279,-4.69252,-4.806796,-4.530748,-4.698481,-5.019097,-4.899359,-4.436001,-5.107821,-4.974506,-4.3732615,-5.1091685,-4.7602534,-4.5765944,-4.8726134,-4.595488,-4.961145,-4.9978156,-4.757238,-4.861252,-4.7516766,-4.5891337,-5.008903,-4.666841,-4.472401,-4.97396,-4.7378592,-4.5997953,-4.664753,-4.8220677,-4.806979,-5.0630283,-4.988202,-4.5395627,-4.7332144,-5.196148,-4.7348313,-4.7713284,-4.943214,-4.8678365,-4.774481,-4.9443517,-4.8257494,-4.9215684,-5.1750083,-4.75472,44,19,1,19
2044,-4.885589,-5.0890737,-4.8487496,-5.1677403,-4.9249415,-5.0042596,-4.8101077,-5.1270514,-5.1043158,-5.2726307,-4.9875154,-5.013013,-5.1826587,-4.8817596,-5.026847,-4.6871543,-4.883691,-5.214136,-5.0205035,-4.9448423,-4.735538,-4.8627996,-5.4459896,-4.8449306,-5.073793,-4.978583,-4.632856,-5.284052,-5.241299,-5.065167,-4.93732,-5.0302997,-5.030874,-5.0884123,-5.0606127,-4.9921517,-4.760482,-4.838833,-5.0443487,-4.937828,-4.654461,-5.567865,-4.94043,-4.677643,-5.1165595,-4.796386,-4.826256,-5.0148673,-4.9090085,-5.1903505,-4.9126115,-4.879485,-4.8574,-5.106471,-4.4319515,-4.8945775,-4.9503136,-4.847894,-4.9181347,-5.1993737,-5.1269064,-4.7348356,-5.288857,-5.2035365,-4.7094617,-5.1686897,-5.0512843,-4.83777,-5.0315337,-4.839093,-4.8259964,-4.9822445,-5.0747523,-5.260274,-4.870286,-4.930577,-5.200726,-4.709059,-4.723928,-5.1570415,-4.806868,-4.8460913,-4.932184,-4.908912,-4.975444,-5.3122244,-5.297612,-4.7748375,-4.976185,-5.3221016,-5.090669,-4.816182,-5.246305,-5.0909734,-5.0158925,-4.92777,-5.0734153,-5.154298,-5.530327,-5.190413,45,19,1,19
2045,-4.554604,-4.5668826,-4.5347085,-4.781588,-4.363338,-4.3779006,-4.561751,-4.604068,-4.469124,-4.739952,-4.638549,-4.52083,-4.7032046,-4.2175393,-4.545509,-4.4111032,-4.3409033,-4.816073,-4.6156335,-4.63116,-4.505567,-4.454838,-4.9429836,-4.2944975,-4.6172166,-4.594962,-4.1375666,-4.9020786,-4.769176,-4.4477696,-4.791568,-4.6762457,-4.4398537,-4.8079624,-4.735787,-4.9359417,-4.1724176,-4.436268,-4.418623,-4.54726,-4.304637,-5.05139,-4.452262,-4.2903643,-4.631597,-4.216853,-4.3063316,-4.5542808,-4.351635,-4.4833646,-4.276349,-4.440878,-4.4530745,-4.4862556,-4.1440988,-4.4329915,-4.5230517,-4.2748756,-4.4957356,-4.744214,-4.579731,-4.14138,-4.8382573,-4.6370554,-4.2950716,-4.6810846,-4.614165,-4.259838,-4.54925,-4.3157415,-4.353689,-4.588428,-4.537083,-4.6314235,-4.5143466,-4.384636,-4.788291,-4.1282306,-4.3213515,-4.8842916,-4.28702,-4.419244,-4.470275,-4.732062,-4.6629596,-4.927121,-4.922727,-4.4001007,-4.48273,-5.0556192,-4.574458,-4.392384,-4.9082856,-4.480432,-4.495592,-4.471313,-4.5682087,-4.4700027,-4.991373,-4.5648236,46,19,1,19
