p1_mean_weights,p1_sd_weights,p2_mean_weights,p2_sd_weights,mean_bias,sd_bias,pop,p1_id,p2_id
0.44923192,0.1113894,0.5129166,0.080984056,1.8039837,8.168079,5,1,6
0.5015808,0.058199868,0.45917165,0.25524414,1.0323797,6.629698,5,1,6
0.49495405,0.018930286,0.48387712,-0.14668119,1.6955743,10.364443,5,1,6
0.489307,0.36889374,0.4959568,0.4627022,2.0710657,1.9436179,5,1,6
0.45377716,0.45950747,0.48913884,0.3590507,1.9104058,2.077704,5,1,6
0.4824702,0.22694184,0.44172612,0.09544712,2.2481804,6.375484,5,1,6
0.47552222,-0.10521674,0.49300346,-0.15853259,1.412866,11.533899,5,1,6
0.472972,0.3031162,0.453654,0.436055,2.187993,2.6573346,5,1,6
0.5134825,0.385828,0.4708262,0.26382837,1.7236068,3.7106965,5,1,6
0.5095137,0.188007,0.4768397,0.38829136,0.81355715,4.79846,5,1,6
0.48581922,-0.044935346,0.48236245,-0.059741676,1.6664879,10.220423,5,1,6
0.47358638,0.39161593,0.47042322,0.28740782,1.9451985,3.3116503,5,1,6
0.45756972,0.11516175,0.48078233,0.18876478,1.8602912,7.200505,5,1,6
0.46020457,-0.11067212,0.49490717,0.10860047,3.2423606,9.684021,5,1,6
0.49465427,0.3398017,0.48594165,0.16651988,2.84724,4.7793717,5,1,6
0.4181218,0.1225273,0.5102289,0.25352162,2.1817756,5.712515,5,1,6
0.50253874,0.526467,0.4677957,0.50831324,1.9689853,0.6949883,5,1,6
0.5215212,-0.021350339,0.44742802,0.083281904,1.9335413,9.387059,5,1,6
0.51027495,0.15238282,0.44518483,0.2508213,0.8699429,5.7922654,5,1,6
0.47839278,0.32146874,0.48289105,0.20680991,1.8685813,5.1874046,5,1,6
0.44642934,0.19560245,0.48959237,0.3688152,1.5024233,4.306905,5,1,6
0.45633575,0.3780141,0.49302724,0.41135845,1.9979465,2.1263862,5,1,6
0.45398626,0.33623934,0.490456,0.41188183,2.0669653,2.698869,5,1,6
0.49649668,0.3811017,0.46183375,0.4870649,1.7920611,1.698972,5,1,6
0.48462054,0.15841728,0.49370572,0.25313187,2.0056124,5.73885,5,1,6
0.513058,0.040847115,0.46214426,0.3285088,1.3226691,6.1328154,5,1,6
0.48083127,0.18040457,0.4778147,0.45383197,1.432967,4.339232,5,1,6
0.46647567,0.049981743,0.4868087,-0.11546445,3.0086403,10.040071,5,1,6
0.4661657,0.3187259,0.50664103,0.42942494,0.9695324,2.7968616,5,1,6
0.48337707,0.15513495,0.48686412,0.504804,1.5383188,3.9761946,5,1,6
0.45263866,0.23748104,0.4879736,0.10784817,1.8253005,6.542637,5,1,6
0.4709794,0.21566583,0.47395286,0.4167117,1.5317281,4.147371,5,1,6
0.48662525,0.473182,0.47065294,0.28300643,2.3166084,2.6093674,5,1,6
0.4618257,-0.037322223,0.5014669,-0.07623088,1.9242399,9.952232,5,1,6
0.48251882,0.15670258,0.46701646,0.107928306,1.82494,7.0509567,5,1,6
0.4372903,0.012582481,0.52408016,0.067169726,2.169271,8.820007,5,1,6
0.4755323,-0.013077311,0.4869025,0.41558793,1.240833,5.3266573,5,1,6
0.48585135,0.15595374,0.45822075,0.33626637,2.1625438,5.1099157,5,1,6
0.46646208,0.24082251,0.4835542,0.1474892,2.0540438,5.77407,5,1,6
0.5109284,0.3447287,0.48282394,0.34221596,1.0839516,3.1959586,5,1,6
0.4863681,0.13986441,0.46671286,0.09520453,2.295797,7.4574885,5,1,6
0.4834049,0.18632044,0.48283774,0.10815357,0.8275547,6.901638,5,1,6
0.46706724,0.36113334,0.4933877,0.18040808,1.1192595,4.5769777,5,1,6
0.4680282,0.32471824,0.4758965,0.20614967,2.9997158,4.5116262,5,1,6
0.50439674,0.21132328,0.43643302,0.16506922,2.1001983,6.207157,5,1,6
0.45819885,0.025172569,0.48970973,0.33707976,2.5566611,5.345312,5,1,6
0.4899463,0.43506154,0.46696126,0.36900014,1.4826723,2.0584528,5,1,6
0.48019883,0.16092923,0.47430378,0.19444503,0.83229816,6.6595144,5,1,6
0.4796187,0.28585947,0.47269854,0.4308732,2.7046282,3.3144217,5,1,6
0.50541556,0.16325915,0.47584507,0.4206058,1.737359,3.957424,5,1,6
0.47914618,-0.2458548,0.4621033,0.18606637,1.4087479,9.782837,5,1,6
0.4798538,0.24699946,0.4893756,0.44220212,1.735189,3.226283,5,1,6
0.42565805,0.03778971,0.531629,0.37207973,1.718153,5.3129854,5,1,6
0.45571205,0.089130566,0.4949823,0.41602588,2.6551554,4.872698,5,1,6
0.4951057,0.23442426,0.444099,0.16447288,2.5773067,5.788677,5,1,6
0.46089453,0.23459597,0.47218576,0.22831629,1.7264814,5.4833345,5,1,6
0.44440573,0.31277955,0.5001399,0.5673415,1.5063725,1.8236909,5,1,6
0.5032156,0.018174857,0.4820777,0.2592922,1.3076842,7.0088634,5,1,6
0.5150532,0.020816445,0.44865704,-0.030752182,0.7087328,9.737265,5,1,6
0.52360296,-0.1877,0.45195255,0.15970913,1.1989676,9.417747,5,1,6
0.456028,0.068750724,0.5083607,0.5069771,1.4565567,4.958853,5,1,6
0.5125044,0.4617887,0.4577229,0.31164396,2.0749168,2.34265,5,1,6
0.50316834,0.3017056,0.43739253,0.30057192,1.8384866,4.560547,5,1,6
0.47099164,0.2007418,0.4874126,0.164671,1.2500753,6.1172757,5,1,6
0.5038042,-0.088476434,0.4717775,0.106910616,1.0767177,9.274894,5,1,6
0.47178194,0.23092152,0.48224628,0.28192866,1.5665723,4.9522057,5,1,6
0.5083566,-0.054222696,0.4653811,0.52125615,0.98993045,5.4033594,5,1,6
0.5277447,0.31932443,0.4776469,0.2604426,1.0014377,4.5742974,5,1,6
0.49298695,-0.16841972,0.4558307,0.2731322,0.7312779,8.796401,5,1,6
0.45128757,0.25487536,0.4828088,0.22599769,2.5453131,5.4090776,5,1,6
0.4350649,0.06569312,0.5197601,0.5290804,1.0923426,3.9835548,5,1,6
0.47046918,0.42621955,0.4774895,0.5429476,1.3073573,1.0827149,5,1,6
0.4951555,0.026840843,0.44239718,0.29947805,1.9617451,6.443424,5,1,6
0.47553435,0.086236626,0.47847155,-0.071145445,2.7893043,9.156291,5,1,6
0.5033709,0.026058078,0.45411602,-0.010115445,1.3759859,10.055394,5,1,6
0.44569114,0.046142817,0.48882824,-0.00351727,2.6663918,8.6780815,5,1,6
0.4453951,0.15996966,0.4835417,0.13920268,2.26084,6.4573994,5,1,6
0.4676946,0.2860683,0.47800127,0.2911539,1.0454137,4.667557,5,1,6
0.50626844,-0.013555005,0.48793855,0.21144205,0.5748289,8.265451,5,1,6
0.50303406,0.24291468,0.46092707,0.040638,3.5881014,6.719473,5,1,6
0.45109844,0.21554682,0.49984077,0.06161359,1.4923925,6.9290752,5,1,6
0.43127024,0.0007157251,0.48935914,0.40365633,2.7069578,5.822942,5,1,6
0.43242723,0.13892244,0.4987326,0.34382522,2.1069694,5.08278,5,1,6
0.48048446,0.15266298,0.46759456,0.12389739,1.3517629,6.696795,5,1,6
0.4587662,0.046669215,0.5007044,-0.11405513,1.685769,9.66714,5,1,6
0.49450254,0.10424219,0.4816149,0.26431322,1.9010061,6.2644854,5,1,6
0.46644187,0.14623417,0.51552397,0.07214223,1.2380425,7.9768033,5,1,6
0.46541747,-0.0027970225,0.47645587,0.18646936,2.6356149,7.0982,5,1,6
0.47340804,0.010344923,0.49560976,0.091609985,1.1675351,9.232547,5,1,6
0.4826594,0.2815575,0.48772886,0.1623401,2.5521514,5.672705,5,1,6
0.46964395,0.12218377,0.4720942,-0.120345,1.285007,9.817465,5,1,6
0.45533973,-0.04031515,0.49029112,0.10745771,1.2302032,8.723818,5,1,6
0.477751,0.25666344,0.45129353,0.36312604,2.212745,3.9284086,5,1,6
0.48486635,0.018646806,0.47033915,0.444742,1.2726417,5.6652465,5,1,6
0.4453813,0.40464732,0.48254302,0.3750488,1.9210637,2.7253282,5,1,6
0.49649027,0.27024955,0.457211,0.1930191,2.0375345,5.40327,5,1,6
0.5107199,0.26876512,0.44606292,0.1832441,1.5018941,5.3390183,5,1,6
0.48316383,0.06972025,0.49532667,0.06232792,0.7123727,8.713279,5,1,6
0.48889655,0.06940074,0.44526613,0.17076856,0.69283664,7.045837,5,1,6
0.45962977,0.37547117,0.48128575,0.45691824,2.3848343,2.1047473,5,1,6
0.4579518,0.17619704,0.44826233,0.48157334,3.6610992,3.5812716,5,1,6
0.46603286,0.11985166,0.49448213,0.35965848,2.2464628,4.7780504,5,1,6
0.4949701,-0.026544273,0.45420387,-0.028318495,1.9318092,9.684698,5,1,6
0.48639628,0.26221064,0.46300837,0.25888088,0.23821546,5.42611,5,1,6
0.5342147,0.2968582,0.43205294,0.16014175,0.9072418,5.358615,5,1,6
0.45821735,0.25617924,0.51362056,0.56011194,1.2842501,2.2163277,5,1,6
0.43524158,0.12520394,0.5163015,0.22226487,2.9554257,5.7206907,5,1,6
0.49136087,0.24360982,0.48997587,0.30354646,1.8685114,4.4065895,5,1,6
0.47863504,0.28911987,0.49352282,0.43341023,0.78132355,2.7764964,5,1,6
0.49080575,0.40651348,0.46275687,0.40698275,1.9394614,2.2090225,5,1,6
0.49241453,0.32735687,0.47174537,0.41755933,2.317738,2.568603,5,1,6
0.48188573,-0.08492476,0.4808933,-0.17203337,2.2853875,11.444696,5,1,6
0.48022988,0.05937341,0.46239573,0.25203466,1.8745296,7.0273685,5,1,6
0.5084893,0.045494676,0.45615983,-0.011353761,1.4515201,8.91598,5,1,6
0.45314825,0.3794669,0.4958826,0.32891366,2.5764365,3.3760953,5,1,6
0.48096794,-0.09678395,0.47822517,0.31965098,1.5287666,7.3507376,5,1,6
0.43666664,0.097721145,0.50786334,0.35754186,1.5322543,5.4339886,5,1,6
0.51320106,0.06649637,0.44961295,-0.10568592,3.4882212,9.655277,5,1,6
0.51353234,0.3236533,0.43691415,0.24237941,1.4291688,4.310383,5,1,6
0.46492606,0.32206,0.47947764,0.28563544,1.4156775,3.9820719,5,1,6
0.49287406,0.27623862,0.46031508,0.41490495,0.734579,3.6560783,6,1,7
0.46435085,0.18269405,0.5042968,0.17287138,3.1047146,5.864545,6,1,7
0.47653773,0.07190708,0.4906135,0.34133345,2.5882442,5.903982,6,1,7
0.44176903,0.019018292,0.51642334,0.11675076,2.8591413,8.106819,6,1,7
0.4990871,0.20160192,0.45532078,0.30478913,0.7496902,5.228031,6,1,7
0.47205704,0.4008946,0.4864688,0.46061933,2.0902503,1.5830876,6,1,7
0.46855786,0.28402898,0.49965122,0.40119767,1.5408268,3.4502692,6,1,7
0.4622012,0.22777207,0.4774212,0.38562608,2.1348586,4.40092,6,1,7
0.49076778,0.37895393,0.465737,0.25017315,1.4396746,3.0137057,6,1,7
0.49410015,0.4953999,0.45864126,0.40446514,2.8022103,1.4540917,6,1,7
0.49343538,0.1267795,0.46616483,0.4738419,1.78108,4.4574995,6,1,7
0.481648,0.18319829,0.47033158,0.2630286,0.9113549,5.557783,6,1,7
0.42407173,-0.009713337,0.48959073,0.0494937,3.5847511,8.355282,6,1,7
0.46377075,0.3584919,0.48637718,0.3004211,2.1560059,3.669277,6,1,7
0.5084636,0.14769286,0.4650768,-0.16023386,1.3155279,9.371777,6,1,7
0.4809465,0.41144553,0.45378047,0.21091822,2.0065858,4.2559285,6,1,7
0.5029034,0.3771987,0.46434978,0.20984617,2.4866486,3.727405,6,1,7
0.4660816,0.1509679,0.49180067,0.11969629,2.9880443,6.2253494,6,1,7
0.44807428,0.1585332,0.48951522,0.30133325,2.2437537,5.3126044,6,1,7
0.4583038,0.33821878,0.50546384,0.34669644,3.544682,3.3520794,6,1,7
0.45898473,0.3234074,0.49297073,0.28100005,1.570312,3.8576405,6,1,7
0.4540107,0.39515802,0.46188664,0.22961229,4.212281,3.5562685,6,1,7
0.49953946,0.28889126,0.45963252,0.29694307,1.6015904,4.372683,6,1,7
0.42335665,0.09850532,0.50646544,0.16546543,3.0236363,6.629768,6,1,7
0.47457024,0.2678825,0.4642221,0.18070208,2.7120914,5.2850485,6,1,7
0.48830327,0.29866928,0.49426526,0.34465438,1.783212,3.6164744,6,1,7
0.48514727,0.041136622,0.468037,0.08697823,2.162322,7.988596,6,1,7
0.46504712,0.26875597,0.4725109,0.20596375,2.8682938,4.9400215,6,1,7
0.46258283,0.33644086,0.50289416,0.410157,0.34956226,2.7356718,6,1,7
0.4672237,0.40251946,0.5054561,0.21905792,2.49193,3.6556292,6,1,7
0.4442196,0.34368926,0.49643672,0.40634158,2.3871078,2.255515,6,1,7
0.48581344,-0.073032215,0.49855757,0.20134254,1.490561,7.997732,6,1,7
0.43996713,0.2657764,0.51239187,0.09906882,3.2832189,5.5940003,6,1,7
0.40479386,0.39182293,0.50666994,0.20421526,3.26724,3.6500728,6,1,7
0.5058568,0.3739162,0.42452687,0.0954608,1.7625793,5.063734,6,1,7
0.47951865,0.32790187,0.47885558,0.39645383,2.8053555,2.7832808,6,1,7
0.4720745,0.36689213,0.48310292,0.26179022,3.258575,3.7701385,6,1,7
0.46149555,0.46723256,0.45652953,0.3712936,2.23419,1.8578401,6,1,7
0.48079553,0.38169053,0.48939893,0.17333782,2.962755,4.234535,6,1,7
0.41879296,0.27621326,0.5036852,0.19516905,4.013307,4.9216833,6,1,7
0.44293377,0.33578995,0.503959,0.1414046,2.7243888,4.7792835,6,1,7
0.46964952,0.122967005,0.46525306,0.03229648,2.7254572,7.652047,6,1,7
0.47289386,0.2961195,0.48560673,0.30183452,1.5045891,4.1397624,6,1,7
0.4789838,0.11276357,0.49241883,0.12173599,1.3280644,7.3865457,6,1,7
0.49604964,0.22190854,0.4581163,0.34414533,2.7817855,4.4453382,6,1,7
0.45480523,0.3438923,0.49463758,0.16244814,3.9683428,4.6666875,6,1,7
0.4720689,0.25139803,0.50593895,0.117551655,1.6303778,5.6609383,6,1,7
0.5275147,0.23762932,0.46666482,0.1714455,1.7663295,6.1824656,6,1,7
0.46694514,0.4260871,0.4879663,0.2773771,1.6826146,2.9753356,6,1,7
0.45118946,0.14683586,0.51691663,0.4956671,1.8670847,4.1224775,6,1,7
0.41820776,0.25424492,0.5276235,0.3169399,3.5929604,4.4815893,6,1,7
0.4894141,0.48531273,0.43801698,0.22597542,2.6624322,3.0422566,6,1,7
0.47772595,0.12853898,0.47969592,0.37335315,1.6802791,4.524271,6,1,7
0.5210416,0.25441277,0.42560467,0.018099412,1.5495328,6.807487,6,1,7
0.4799208,0.31050384,0.47253197,0.24549845,1.5244629,4.5518436,6,1,7
0.4743531,0.12974179,0.47670543,0.30972463,1.7407311,5.38116,6,1,7
0.477422,0.14109395,0.46970308,0.40928864,0.5502932,4.8388267,6,1,7
0.45234194,0.4147798,0.48191327,0.32642326,1.9262367,2.6644654,6,1,7
0.5102375,0.36946598,0.45513773,0.42388448,0.944594,2.7509048,6,1,7
0.49338293,0.46211344,0.45615286,0.2753784,3.38244,2.796725,6,1,7
0.4891091,0.56988305,0.47582424,0.24040774,1.7787886,2.0805378,6,1,7
0.41273472,0.44098526,0.522304,0.24228853,3.347149,3.0481331,6,1,7
0.47984996,0.34309405,0.4671043,-0.0010302663,4.711109,6.0794115,6,1,7
0.48082814,0.26176745,0.4660571,0.29960552,2.2670994,3.9914231,6,1,7
0.4837161,0.30954286,0.483491,0.07351181,2.3363178,5.4089046,6,1,7
0.45295256,0.2977749,0.4830706,0.2578411,3.123065,4.096552,6,1,7
0.51713127,-0.002148062,0.44192842,0.023234934,2.3691764,9.145836,6,1,7
0.50721866,0.059083953,0.44677377,0.14077486,2.6415603,7.541638,6,1,7
0.51856726,0.038159803,0.44942233,0.083958,2.771183,7.498535,6,1,7
0.45962596,0.26914445,0.51536644,0.43750408,1.009465,2.7764144,6,1,7
0.5167842,0.27656758,0.46581316,0.31953067,1.5212247,3.9790168,6,1,7
0.4547122,0.3490083,0.48697445,0.4805205,2.2018783,2.4359019,6,1,7
0.4766396,0.25632843,0.46392667,0.2581434,1.8482795,4.684898,6,1,7
0.49767777,0.35423124,0.4483884,0.13320829,3.2950025,4.8483386,6,1,7
0.45325428,0.32230404,0.50699735,0.3358024,1.9405823,3.5909202,6,1,7
0.48844332,0.14324,0.44711113,0.20298424,2.4346843,5.923151,6,1,7
0.46597907,-0.07285914,0.46477926,0.17237718,3.8695345,7.9236374,6,1,7
0.4710504,0.23027289,0.4759985,0.24504668,0.82559144,5.399079,6,1,7
0.4969925,0.28975746,0.46902573,0.3274616,2.0920131,4.1013355,6,1,7
0.4636566,0.071389385,0.48184967,0.4317441,1.7522182,5.167368,6,1,7
0.4660251,0.17918338,0.532239,0.0784338,1.4500178,6.6942286,6,1,7
0.47843024,0.2390388,0.4584534,0.18865138,3.0985198,5.198886,6,1,7
0.4575183,0.37439102,0.47654283,0.24069425,1.2256819,4.119914,6,1,7
0.49416205,0.42671305,0.44960704,0.4376404,1.8076872,1.916784,6,1,7
0.48710912,0.035564154,0.4810501,-0.12606296,1.941148,10.091747,6,1,7
0.47611216,0.18586443,0.47094914,0.15201637,1.7732854,6.466686,6,1,7
0.46250555,0.20815328,0.48614803,0.26154152,1.6017865,5.251898,6,1,7
0.48319727,0.06527251,0.47415948,-0.2366991,2.4884117,10.103929,6,1,7
0.46380845,0.24602309,0.4752843,0.15000606,2.5363207,5.375667,6,1,7
0.5085406,0.27514148,0.4305809,-0.023597017,3.0801442,7.2689114,6,1,7
0.46195734,0.5009065,0.4730291,0.37791586,2.0196083,1.0811026,6,1,7
0.49878633,0.3832655,0.43594143,0.3076073,2.0510087,3.1606925,6,1,7
0.4787577,0.3811274,0.4688894,0.40723336,1.1690886,2.9241314,6,1,7
0.48565075,0.10459164,0.4907611,0.058552593,0.9972719,8.762552,6,1,7
0.4981752,0.114022195,0.4603324,0.1698049,1.2386479,6.8135085,6,1,7
0.431396,0.35739133,0.5163519,0.31599802,2.1588807,3.2370067,6,1,7
0.48834905,0.14584777,0.47185528,0.03435394,2.491692,7.7169547,6,1,7
0.46148103,0.39730513,0.48121354,0.2746113,1.9792342,3.4803877,6,1,7
0.48587883,0.25661644,0.4765672,0.28693235,1.9058793,4.77265,6,1,7
0.49297276,-0.02048269,0.46021712,0.074870616,1.7319531,8.944296,6,1,7
0.48986813,0.33289123,0.47529262,0.21954806,1.7865187,4.641494,6,1,7
0.47686568,0.25444996,0.49921337,0.47620997,2.0275269,3.318359,6,1,7
0.5148717,0.23680878,0.45708996,0.03079921,1.9570949,7.1657457,6,1,7
0.48374566,0.26220462,0.4726574,0.28663436,2.017713,4.223836,6,1,7
0.5028271,0.29721093,0.44194445,0.26891297,1.9693477,4.58504,6,1,7
0.4506308,0.22528958,0.48500174,0.33595592,1.4235477,4.478906,6,1,7
0.4530441,0.26118797,0.5156972,0.48414123,1.889375,2.8207273,6,1,7
0.46014354,0.45303723,0.48698038,0.43160257,1.701129,1.6673232,6,1,7
0.45605004,0.27056998,0.49144375,0.13168964,1.2416416,5.641782,6,1,7
0.5147297,0.2589335,0.46262467,0.22966796,1.5770792,4.9780564,6,1,7
0.5071484,0.10139701,0.46086672,0.18236463,1.793637,6.418049,6,1,7
0.50445515,0.17580351,0.45568445,0.19556059,2.1742823,5.658004,6,1,7
0.46764135,0.41553202,0.5081388,0.3901748,1.6584389,2.2607236,6,1,7
0.47170696,0.2872954,0.46935216,0.39534408,1.7058755,3.3894448,6,1,7
0.4876225,0.40371668,0.48994493,0.33280987,1.6860905,2.8309138,6,1,7
0.48067614,0.22687344,0.48247808,0.3925382,2.1486125,4.1304574,6,1,7
0.45021036,0.12430086,0.47803226,0.20008662,2.7268267,6.414233,6,1,7
0.46606818,0.07425293,0.462746,0.202274,2.2016253,6.6436224,6,1,7
0.4434571,0.18778312,0.5017966,-0.124174446,3.3497334,8.12348,6,1,7
0.50489914,0.50439805,0.45739236,0.27950647,2.074285,2.4168508,6,1,7
0.4614334,0.34150717,0.4681561,0.29746315,3.6657665,3.2979083,6,1,7
0.4894326,0.16507177,0.46157014,0.16391736,2.0080814,6.6674356,6,1,7
0.47611773,0.5313098,0.48548424,0.22399676,3.3112972,2.396987,6,1,7
0.4488741,0.24760723,0.49911794,0.3266499,2.2035606,4.1015825,6,1,7
0.45084697,0.4986834,0.45202693,0.29330748,4.005407,2.3957348,6,1,7
0.5215721,-0.002153337,0.45445484,0.3707596,2.722918,5.7601695,6,1,7
0.44272277,0.20172349,0.50264466,0.2738354,1.0898626,4.818965,6,1,7
0.45694867,0.47434816,0.46319172,0.24745952,3.7635374,3.0706444,6,1,7
0.44688904,0.04741727,0.4899611,0.19364381,3.6216407,7.244912,6,1,7
0.45610812,0.36189064,0.50933677,0.2741441,1.9946909,3.6457326,6,1,7
0.49705073,0.28008986,0.447728,0.29387176,1.8118532,4.2671866,6,1,7
0.4827936,0.17178898,0.47453788,0.11207171,3.011012,6.3563333,6,1,7
0.484821,0.3617582,0.49746978,0.48456144,2.2133493,2.1612377,6,1,7
0.45760697,0.32499605,0.4733669,0.18063991,2.4738898,4.967876,6,1,7
0.43426353,0.19420892,0.49988294,0.19002487,3.204296,5.544123,6,1,7
0.47598472,0.5554113,0.46862024,0.4119813,2.854053,1.3983917,6,1,7
0.5062171,0.06653327,0.44041574,0.08488423,2.2835624,8.055246,6,1,7
0.45431945,0.34211695,0.4927602,0.37801176,1.3028145,3.2446444,6,1,7
0.4142128,0.30494612,0.4944033,0.27405304,3.793703,4.179776,6,1,7
0.49376708,0.32846144,0.45471564,0.15071766,2.7789211,5.4996605,6,1,7
0.48125023,0.29495627,0.48268744,0.40763536,1.2006344,3.8056228,6,1,7
0.52971566,0.38800824,0.4323728,0.34302372,2.3570604,3.0987353,6,1,7
0.47064054,0.38062334,0.4729535,0.41473576,2.1979299,2.0939188,6,1,7
0.4519827,0.19812824,0.49719834,0.24599695,1.2112393,5.451788,6,1,7
0.43153244,0.425599,0.4816046,0.3852016,2.6350312,2.6479511,6,1,7
0.44249383,0.42446256,0.4922884,0.3510806,2.2357352,2.396589,6,1,7
0.49257857,0.41018,0.46399465,0.30669343,2.0782537,3.0274713,6,1,7
0.4537444,0.39518982,0.49105066,0.39785537,2.5457704,2.5123277,6,1,7
0.46068656,0.4392635,0.4960071,0.35228232,2.6317773,2.06436,6,1,7
0.4481525,0.27832183,0.47776273,0.1850879,5.0116024,4.8112726,6,1,7
0.4431532,0.24730846,0.47014102,0.2535321,2.6165786,4.760107,6,1,7
0.5102173,0.38390625,0.44537538,0.33796632,1.4466538,3.3743124,6,1,7
0.48039782,0.3184456,0.50594026,0.3008235,0.7071483,4.097288,6,1,7
0.47657555,0.18522723,0.45244777,0.14117947,1.6825203,6.1961,6,1,7
0.47338763,0.43257073,0.48401144,0.42688933,1.1117367,1.7566328,6,1,7
0.44455755,0.21902314,0.4856151,0.22820008,3.403904,5.671656,6,1,7
0.44873673,0.5294578,0.47303522,0.32829392,3.2663414,1.7242801,6,1,7
0.47725576,0.48014772,0.47870702,0.34040117,1.9031744,2.1865563,6,1,7
0.43218276,0.32551426,0.49716383,0.24896269,3.3347445,4.315752,6,1,7
0.46935487,0.45268083,0.49983844,0.33609533,2.0252163,2.8616147,6,1,7
0.4436236,0.1378175,0.49125633,0.1712188,2.4914622,6.5355625,6,1,7
0.4535011,0.32727638,0.4790336,0.3687538,2.536527,2.8874803,6,1,7
0.53016424,0.059686452,0.44376823,0.15871438,1.8105979,7.4530516,6,1,7
0.4219836,0.43664145,0.50431913,0.3194151,2.7161832,2.3862715,6,1,7
0.48538786,0.50076485,0.46776304,0.38465136,2.2239718,1.6771226,6,1,7
0.4762794,0.3141285,0.48759672,0.4114551,2.0771265,3.0409822,6,1,7
0.48217466,0.34615394,0.47359538,0.4109144,1.1320908,2.55631,6,1,7
0.4569549,-0.138632,0.48374063,-0.03193204,1.6957151,10.8446045,6,1,7
0.45569438,0.2501263,0.47547174,0.06067297,2.4292107,6.5402727,6,1,7
0.46870252,0.27984965,0.4543018,0.32318613,2.6527805,3.6987672,6,1,7
0.48803267,0.033544317,0.47786415,0.3247279,1.9791584,6.1862106,6,1,7
0.44621035,0.39771208,0.48539028,0.3208243,2.9960952,2.560255,6,1,7
0.43813062,0.31146595,0.5077024,0.26833636,2.224673,4.3152905,6,1,7
0.440991,0.25500143,0.49949053,0.29577243,2.8202462,4.483035,6,1,7
0.45226207,0.30561936,0.5001055,0.19839929,3.015318,4.5476856,6,1,7
0.45988685,0.17224142,0.48029244,0.1814379,2.8503425,5.966799,6,1,7
0.43506402,0.25796288,0.5291217,0.090155005,3.5673177,5.9820285,6,1,7
0.51480347,0.09652515,0.45687744,0.30556533,1.105743,6.3079696,6,1,7
0.4620821,0.060966223,0.47908765,0.21214347,2.4574099,7.0149484,6,1,7
0.5040197,0.45463696,0.44072545,0.28311318,2.9180827,2.55402,6,1,7
0.46243322,0.13965882,0.48379236,0.06801826,2.1239445,7.36193,6,1,7
0.46874383,0.07791725,0.47047803,0.014382869,1.9582243,8.424988,6,1,7
0.49739933,0.5192687,0.46138623,0.21832405,3.4400363,3.011302,6,1,7
0.42847174,0.49053204,0.49953887,0.2726995,3.5670128,2.3663986,6,1,7
0.48763016,0.330352,0.46960893,0.30568257,1.6793687,4.111902,6,1,7
0.47892386,0.3292171,0.50153595,0.21315323,2.0905,4.0854087,7,1,8
0.4651035,0.31283566,0.44359076,0.44029322,2.3789825,2.65126,7,1,8
0.4666113,0.24200664,0.4899602,0.43285757,1.8109131,3.085023,7,1,8
0.47229022,0.2768517,0.4611066,0.26909238,1.9195096,4.8216143,7,1,8
0.4843634,0.40199718,0.47678497,0.14715329,2.8986754,4.274419,7,1,8
0.47080252,0.33279002,0.4902673,0.42567927,2.1510515,3.0799422,7,1,8
0.4906625,0.4225117,0.4359721,0.30728954,2.7010715,2.9954107,7,1,8
0.4808926,0.4546545,0.46028218,0.32498503,2.6170902,2.5397391,7,1,8
0.5020576,0.46064243,0.45035005,0.36968306,1.9036646,2.034954,7,1,8
0.4275058,0.32546416,0.5191294,0.46356964,1.5549916,2.9291778,7,1,8
0.47066408,0.5375703,0.47376153,0.45293027,3.373422,0.75313413,7,1,8
0.4675164,0.47408944,0.48232841,0.4270362,0.90789413,1.5836244,7,1,8
0.45146465,0.2630707,0.4885133,0.36087173,1.997176,4.394984,7,1,8
0.4641475,0.33062088,0.45899218,0.30433106,2.1804297,4.118785,7,1,8
0.4805483,0.66890913,0.4541647,0.3405957,3.0118358,0.81277514,7,1,8
0.4783228,-0.014546841,0.48523277,0.23645256,1.6796862,7.080522,7,1,8
0.4583398,0.19315642,0.50524795,0.4268839,1.571522,3.8577867,7,1,8
0.4981116,0.14155227,0.4561368,0.31584194,1.6546355,6.03045,7,1,8
0.48557037,0.41296518,0.45926133,0.36713818,1.5214902,2.767464,7,1,8
0.47223735,0.14178348,0.49799556,0.2688195,1.7706995,6.2904553,7,1,8
0.49841288,0.4920332,0.45739385,0.35303998,1.362999,2.200112,7,1,8
0.46146303,0.35198256,0.4920413,0.20943853,2.6210127,4.3630147,7,1,8
0.46491036,0.42968687,0.47849655,0.48089617,2.209896,1.5213721,7,1,8
0.48240417,0.59246784,0.47129402,0.3529681,2.5548878,1.2722243,7,1,8
0.48156825,0.21552262,0.4684968,0.23763072,1.6485176,5.0262613,7,1,8
0.4829351,0.2642756,0.46054015,0.357972,1.2939963,4.187162,7,1,8
0.4706,0.26464134,0.4856261,0.42954654,1.046094,3.52679,7,1,8
0.4955692,0.3160654,0.47221133,0.22394596,1.5001853,4.6933746,7,1,8
0.47676298,0.3772861,0.47245347,0.36906478,1.9798163,2.878552,7,1,8
0.4560555,0.66646284,0.5183547,0.28209057,2.7208796,1.2475156,7,1,8
0.48535573,0.42585313,0.4799287,0.3851177,2.7851489,2.2911623,7,1,8
