p1_mean_weights,p1_sd_weights,p2_mean_weights,p2_sd_weights,mean_bias,sd_bias,data_type
0.46503022,0.4439674,0.4455195,0.50495505,2.8266716,1.5166647,train_pred
0.46780095,0.27895877,0.4687367,0.47520936,2.1667948,3.548205,train_pred
0.42176506,0.27934843,0.5262019,0.22609073,2.8275208,4.791036,train_pred
0.4982451,0.3367857,0.45561546,0.33049852,1.8253413,3.3119955,train_pred
0.47266263,0.46717536,0.47936407,0.3362128,1.884299,2.2734458,train_pred
0.4862336,0.21328247,0.47213745,0.37776816,1.3553513,3.6362538,train_pred
0.47980952,0.16351318,0.460054,0.38743877,2.253732,4.6385775,train_pred
0.46361387,0.2584889,0.492064,0.13879232,1.6357757,6.0299582,train_pred
0.47105256,0.2005831,0.49879298,0.24715963,1.6898375,5.4491177,train_pred
0.47668788,0.3205008,0.4982731,0.14324306,2.2006946,5.0998774,train_pred
0.48934877,0.5497756,0.45301393,0.2679894,3.2337523,2.0104356,train_pred
0.47869933,0.32839465,0.49952218,0.46339935,2.10036,2.3202245,train_pred
0.4581045,0.042316675,0.4795298,-0.05058953,2.5378916,8.705077,train_pred
0.51754266,0.30302525,0.43062747,0.00050094724,2.369985,6.730544,train_pred
0.48398963,0.45815232,0.46808803,0.41407973,1.4573249,1.7244333,train_pred
0.4741955,0.4600521,0.47055268,0.42848322,1.1350029,1.8563284,train_pred
0.46166268,0.4847321,0.4913647,0.3697946,2.6497557,2.0091357,train_pred
0.45784706,0.46197966,0.49410337,0.473547,2.237927,1.7067707,train_pred
0.46229523,0.23517162,0.49491477,0.3248257,1.3930852,4.576984,train_pred
0.46670634,0.3126761,0.46570337,0.39535725,1.4040596,3.456057,train_pred
0.49130931,0.19602948,0.4490196,0.49423736,1.0333678,3.6267595,train_pred
0.51370364,0.085744336,0.45799106,0.051736236,1.2679675,8.543808,train_pred
0.49431807,0.22649327,0.44052595,0.08998349,0.8767893,6.9513106,train_pred
0.4548562,0.052609056,0.49252608,0.51075506,2.6404254,4.286252,train_pred
0.4474672,0.16543812,0.48711744,0.2563119,2.247421,5.4401283,train_pred
0.4706826,-0.11126149,0.47557473,0.011435896,1.7293812,9.898909,train_pred
0.49091202,0.37425676,0.47716492,0.53097653,2.7087436,1.7678713,train_pred
0.49127978,0.478408,0.4669263,0.40499976,1.6171306,1.8680472,train_pred
0.5189402,0.41793555,0.4403803,0.31038773,1.7004883,3.2643156,train_pred
0.44830927,0.14243948,0.48202837,0.4026406,1.5422045,4.816362,train_pred
0.515264,0.3053994,0.4489022,0.30234605,1.1239383,4.1384673,train_pred
0.4693961,0.19192286,0.4534862,0.15519458,2.2217698,6.059778,train_pred
0.5132393,-0.029918134,0.44248384,0.22289105,0.8484789,8.0691,train_pred
0.44732782,0.35022187,0.52843636,0.33742613,1.3189838,3.5000904,train_pred
0.46667087,0.44833863,0.4775692,0.23669669,2.2806196,3.5916958,train_pred
0.43446192,-0.09429914,0.52529746,-0.060887784,3.3307085,10.347692,train_pred
0.45582974,0.4978959,0.48906636,0.46487477,2.702337,1.2149215,train_pred
0.4632584,0.38804942,0.49385983,0.28406003,1.838536,3.2742114,train_pred
0.49052942,0.14383858,0.46167573,0.42505148,1.4969308,4.550856,train_pred
0.49226278,0.19065955,0.48201448,0.28536817,1.2525334,5.2274957,train_pred
0.49368778,0.3103359,0.46803454,0.26265544,1.8651104,4.2139683,train_pred
0.4915065,0.32368138,0.46610335,0.31016457,2.399278,3.3626385,train_pred
0.47375968,0.32445675,0.48943573,0.15027341,2.6925104,5.2954817,train_pred
0.41717634,0.38585502,0.5124716,0.46918285,2.1487293,2.8116899,train_pred
0.5002356,0.4896695,0.45884296,0.33095157,2.5970385,1.719547,train_pred
0.4641809,0.4773277,0.46743092,0.3909902,2.871353,1.7657274,train_pred
0.48997077,0.36317593,0.4453478,0.34490752,1.7882991,3.3591948,train_pred
0.47145483,0.41252923,0.46204388,0.3275144,2.419716,2.8966742,train_pred
0.44026366,0.37524158,0.50167257,0.36005542,2.302836,2.3780975,train_pred
0.45634976,0.25480956,0.47853824,0.30519205,2.073122,4.468188,train_pred
0.4513563,0.32948402,0.49989906,0.27689022,2.418649,4.1375737,train_pred
0.46106803,0.34028617,0.4984482,0.52229834,2.2537467,1.6665576,train_pred
0.47725803,0.23429102,0.49112013,0.28607932,1.8949456,4.475095,train_pred
0.47907576,0.47103932,0.4959912,0.38104102,2.4562628,2.0273316,train_pred
0.45294908,0.48967302,0.5126275,0.32116246,2.238346,2.0305076,train_pred
0.4898668,0.102453046,0.47390735,0.25994205,2.3455982,6.114046,train_pred
0.50989676,-0.019224733,0.4593039,0.17476973,2.495058,7.3355927,train_pred
0.46479112,0.2850674,0.5079299,0.45221847,1.5445188,3.1276913,train_pred
0.4700506,0.35605574,0.47040805,0.48223767,1.6202399,2.5928736,train_pred
0.44370723,0.5025965,0.51397234,0.3524053,3.5220838,2.0514736,train_pred
0.46973494,0.47769037,0.4582248,0.5352958,2.007906,0.7281834,train_pred
0.44700366,0.32198825,0.51984715,0.44695702,2.2128425,2.4570236,train_pred
0.46619767,0.3773513,0.47776866,0.275955,1.9879317,3.873314,train_pred
0.5073402,0.2683961,0.44371155,0.40977737,2.5393958,3.0989985,train_pred
0.44529694,0.32715032,0.51214147,0.57868266,1.1129801,1.1332607,train_pred
0.48805568,0.09269725,0.44973278,0.29877558,1.743171,5.7769327,train_pred
0.48074877,0.39438054,0.48767474,0.31626627,1.9182909,2.9844642,train_pred
0.47901165,0.42628208,0.46889904,0.3327705,2.4059062,2.6232533,train_pred
0.4452776,0.43737304,0.4411455,0.38036078,2.8868084,2.423119,train_pred
0.447276,0.38194403,0.5009609,0.3981551,2.0408366,2.8171725,train_pred
0.43574432,0.22191805,0.49359468,0.4453928,1.7589841,3.8042455,train_pred
0.48207825,0.2787747,0.46914664,0.16407555,1.9411181,5.5006638,train_pred
0.48103574,0.747792,0.4739859,0.35257494,2.2679718,0.22946453,train_pred
0.5061921,0.43690488,0.47177052,0.27441445,2.3366666,2.8457646,train_pred
0.42194325,0.24369378,0.5060944,0.17404734,2.8779035,6.502265,train_pred
0.5029574,0.42287397,0.42169768,0.5139513,2.2589078,2.2737164,train_pred
0.46758235,0.26085135,0.49326113,0.18409254,1.9783435,5.1679,train_pred
0.44810042,0.30293846,0.49779573,0.36875156,0.87153995,3.6113176,train_pred
0.49540046,0.2798878,0.47194844,0.18688647,1.1803011,5.7312493,train_pred
0.46134534,0.15381223,0.48759547,0.44323263,1.3335077,4.294587,train_pred
0.4840736,0.026658744,0.48568204,0.062296465,1.2024829,8.410914,train_pred
0.4589631,0.33988613,0.5086867,0.4531222,3.348691,2.5724316,train_pred
0.4752328,0.31952465,0.45787114,0.23836704,2.4638934,4.0572047,train_pred
0.5055448,0.28520507,0.44194236,0.29669636,1.1477982,4.6492367,train_pred
0.46055067,0.41722608,0.5001835,0.40237877,2.137383,1.8431952,train_pred
0.47590238,0.2754492,0.46120766,0.37910196,1.2679048,3.6801524,train_pred
0.51836646,0.31885055,0.43278274,0.27365214,1.4103285,3.876358,train_pred
0.52026516,0.41047376,0.48214307,0.25070453,1.3477409,3.7136846,train_pred
0.4551156,0.3609193,0.5182149,0.21759616,2.5506825,4.8505163,train_pred
0.48383325,0.35567558,0.47407457,0.3156235,1.0811588,3.4546313,train_pred
0.47811547,0.24661219,0.5083216,0.4049317,1.3214288,3.2282832,train_pred
0.4108358,0.30883196,0.5169509,0.3654082,1.3672223,3.7494702,train_pred
0.49141577,0.16783795,0.4825132,0.16838187,2.8610508,5.8389816,train_pred
0.4731754,0.2270172,0.472216,0.19595414,0.763861,6.0686674,train_pred
0.45686203,0.18996201,0.50488997,0.122020304,3.1398208,6.101535,train_pred
0.43933094,0.19392219,0.54267895,0.4991659,1.8814023,3.2824385,train_pred
0.4895176,0.29456723,0.49293593,0.42343464,0.97243,3.666215,train_pred
0.4519794,0.26300997,0.48052746,0.21053047,2.1935816,4.745341,train_pred
0.4580298,0.34847242,0.48830137,0.37209535,2.6076992,2.4551735,train_pred
0.47455454,0.49412864,0.49478176,0.33920208,1.8412126,2.1517658,train_pred
0.4637865,0.44321615,0.5121298,0.35598424,1.6732638,2.3316822,train_pred
0.49107307,0.32151955,0.47554922,0.45194995,1.0065755,2.5736804,train_pred
0.41731715,0.41726285,0.5113018,0.44331294,4.111372,2.575539,train_pred
0.45611483,0.315223,0.47383612,0.23394498,2.5879498,4.735155,train_pred
0.47102478,0.29981202,0.48730633,0.3350342,2.6052647,3.2813094,train_pred
0.47367892,0.3617351,0.45669472,0.14703298,3.1886425,4.813059,train_pred
0.4847002,0.5219096,0.45851654,0.400055,1.8266952,2.272849,train_pred
0.48482904,0.4502584,0.44685754,0.31849793,1.5018315,2.590953,train_pred
0.50218415,0.33025435,0.44781706,0.32542193,1.6580849,3.73905,train_pred
0.46166304,0.34791383,0.47174254,0.4948088,1.8975841,2.5846171,train_pred
0.45999223,0.30883318,0.49217516,0.42797437,3.204414,2.9437685,train_pred
0.44402277,0.21900666,0.5053031,0.3653776,1.8441988,4.502037,train_pred
0.39350745,-0.21287899,0.53306854,0.01354596,4.2123404,10.379201,train_pred
0.47851437,0.37762755,0.48823965,0.41702121,1.0711153,2.5453815,train_pred
0.47423545,0.21542615,0.46659657,0.40297037,2.3815207,3.7215636,train_pred
0.46711296,0.3731642,0.49918061,0.5306828,1.7312062,1.8099375,train_pred
0.47605693,0.3047278,0.4762357,0.4432131,2.1897964,2.7702725,train_pred
0.49820095,0.09003672,0.45984274,0.20766711,2.322702,6.929899,train_pred
0.46127072,0.20411313,0.5020821,0.19619063,3.0592606,5.805626,train_pred
0.4479433,0.34379876,0.48685575,0.44193235,2.3869336,2.2790294,train_pred
0.46548465,0.31358278,0.4880968,0.41400033,1.7121472,3.0723262,train_pred
0.48045865,0.3413236,0.47418684,0.15301278,2.8485186,4.715581,train_pred
0.48134395,0.21467811,0.4942266,0.3380068,1.7161119,4.598772,train_pred
0.47914115,0.40899098,0.4771559,0.49474055,1.8904152,1.729492,train_pred
0.52648556,0.09692018,0.44979888,0.25348413,1.1267912,6.337026,train_pred
0.47098568,0.38064674,0.48894426,0.5188493,2.0072508,1.8954211,train_pred
0.45661038,0.36982787,0.49781236,0.34160697,2.474493,3.0106897,train_pred
0.45647767,0.1256889,0.4981041,0.19808464,1.8851981,6.1164665,train_pred
0.43349895,0.36246154,0.49362597,0.44543898,2.5058963,3.1994622,train_pred
0.4519363,0.589993,0.47836006,0.49483588,3.9522505,0.27167097,train_pred
0.49904525,0.21331851,0.47568375,0.17585418,1.6064241,6.0249944,train_pred
0.4662562,0.41164884,0.4809569,0.29978788,2.3999896,3.162455,train_pred
0.47994205,0.0901422,0.45792103,0.36196965,2.5092216,5.811151,train_pred
0.43009973,0.23048548,0.5198106,0.5436892,2.451099,2.7835078,train_pred
0.45392558,0.20022264,0.4981315,0.5456532,1.5995805,2.9160528,train_pred
0.44972795,0.30498198,0.4799052,0.19929676,2.355392,4.4845905,train_pred
0.5133074,0.46680406,0.459931,0.28657737,1.7257355,2.8234334,train_pred
0.4456201,0.2962504,0.5089495,0.5166258,1.384532,1.9259686,train_pred
0.491007,0.57711214,0.44242924,0.41446847,3.582275,0.58542776,train_pred
0.44448248,0.18271472,0.51915896,0.22514409,0.8336567,5.6971974,train_pred
0.4404265,0.41834438,0.47076318,0.24890704,2.9703007,4.0289536,train_pred
0.50924736,0.2743107,0.46344963,0.39670005,2.3050125,3.8675828,train_pred
0.44798708,0.3412968,0.51881623,0.49427316,2.3634071,1.093859,train_pred
0.44009197,0.36917716,0.48084372,0.34482154,2.6736896,3.2442932,train_pred
0.4712689,0.24236766,0.513592,0.4152273,1.1366386,4.1255374,train_pred
0.5107933,0.23867102,0.46187887,0.21311285,2.4389317,5.3056746,train_pred
0.4809529,0.35051474,0.4884817,0.3301203,1.7495375,3.6752272,train_pred
0.4398796,0.32493696,0.5312598,0.30484664,1.5685022,3.8566914,train_pred
0.47426066,0.28276134,0.47229984,0.22093856,3.2003021,4.780431,train_pred
0.40015277,0.016305596,0.5090689,0.1353538,2.4275992,7.9466567,train_pred
0.47319943,0.35792568,0.45687005,0.24966127,2.4040947,4.203578,train_pred
0.4525868,0.317725,0.50833076,0.3058782,2.1260538,3.8522725,train_pred
0.44218367,0.4126829,0.4885789,0.30711842,2.8055182,2.8751612,train_pred
0.45720252,0.20474927,0.5126055,0.32100302,2.6735141,4.449529,train_pred
0.46724427,0.28234795,0.49519,0.39303663,1.5268434,3.5506186,train_pred
0.45528522,0.2399677,0.46998158,0.2339502,3.2156944,4.664157,train_pred
0.46662834,0.39850816,0.4785442,0.43623087,2.2126627,2.3045194,train_pred
0.49270278,0.3055226,0.48330134,0.16282082,0.95994854,5.271082,train_pred
0.43572488,-0.1205253,0.50544035,-0.022194177,2.572391,9.83331,train_pred
0.48276657,0.3024371,0.4529007,0.38715142,1.8149792,3.546085,train_pred
0.5049114,0.34367648,0.4487301,0.44112402,2.523365,2.7152436,train_pred
0.47199085,0.23313966,0.46547458,0.32775742,1.4484564,4.467672,train_pred
0.49548277,0.19937566,0.47857776,0.31091863,1.3414382,4.475146,train_pred
0.4213583,0.31672075,0.49641392,0.48730832,4.3369794,2.1189933,train_pred
0.4724404,0.32765347,0.49092948,0.38033527,1.7584188,2.9773834,train_pred
0.46386844,0.20519893,0.48103613,0.29777402,0.6937278,5.0406933,train_pred
0.48773888,0.44454455,0.4456924,0.3401989,1.9375632,2.7075684,train_pred
0.42401856,0.45456156,0.5088115,0.2889822,2.2513185,2.9399505,train_pred
0.4562313,0.12305568,0.5191897,0.041832417,2.2072566,7.362351,train_pred
0.45181876,0.16379869,0.48107708,0.10344367,4.4326186,6.7324038,train_pred
0.45579758,0.32396114,0.47585633,0.31083244,3.5528455,3.7648158,train_pred
0.46822804,0.5264937,0.4893499,0.5026702,1.0251797,0.8224862,train_pred
0.48196733,0.16270906,0.46493432,0.39579204,1.6292899,4.24683,train_pred
0.49314743,0.4730516,0.47497073,0.44579425,1.847344,1.5440423,train_pred
0.4918111,0.16205859,0.48276368,0.083083674,2.761393,7.557151,train_pred
0.526069,0.22983508,0.44034362,0.27175304,1.2075746,4.8408413,train_pred
0.4555664,0.320855,0.48521152,0.33694935,2.3512611,3.302874,train_pred
0.48186573,0.20072608,0.47744405,0.12958837,2.319255,6.7099977,train_pred
0.48263812,0.1944357,0.48712906,0.22376339,0.65895766,6.151086,train_pred
0.47675052,0.2521932,0.48488,0.27250615,1.7028663,4.5007954,train_pred
0.50053626,0.35198724,0.4692406,0.37109765,2.5479426,2.9560242,train_pred
0.45885083,0.33474553,0.4795477,0.34560907,2.0643106,3.5738783,train_pred
0.44089115,0.301155,0.51192087,0.491865,2.1402702,1.9405292,train_pred
0.4849721,0.2630322,0.46036732,0.3403272,1.9740363,3.4337773,train_pred
0.48860633,0.2987217,0.44922617,0.22225168,1.5888767,5.048276,train_pred
0.44123524,0.18813647,0.4938633,0.26225114,2.5681322,5.014147,train_pred
0.4619398,0.06044007,0.48466507,0.20031413,3.2254353,6.9694204,train_pred
0.5116775,0.076179326,0.47164178,0.03902659,1.4036185,8.438662,train_pred
0.4664446,0.2908244,0.4489631,0.2700783,3.5341277,4.481174,train_pred
0.4810524,0.2767285,0.47501892,0.2183236,2.7018697,4.6485424,train_pred
0.4730133,0.37029994,0.47529617,0.49885717,0.8923135,2.114821,train_pred
0.44272417,0.4360111,0.52470785,0.26611045,2.4206562,3.4276328,train_pred
0.44796395,0.15950748,0.49603972,0.30418098,1.7087586,5.5106792,train_pred
0.45837453,0.15852185,0.49404937,0.4313664,1.7692361,3.9216237,train_pred
0.4739697,0.36173746,0.49199718,0.40860447,1.9635787,2.6160467,train_pred
0.4421851,0.02866523,0.5307168,0.14274196,2.194547,7.3050494,train_pred
0.45113355,0.018584132,0.47847354,0.07824284,3.1422143,7.7238445,train_pred
0.44042003,0.29150507,0.49257728,0.4457199,2.0777884,3.119866,train_pred
0.4445092,0.3217796,0.48503062,0.3105989,2.1957202,3.8596735,train_pred
0.47072223,0.05553832,0.4754168,0.4832123,2.9292617,4.7210946,train_pred
0.46493036,0.50513077,0.48643762,0.39110237,3.557391,2.1401274,train_pred
0.45633206,0.42101577,0.4907196,0.23147102,1.8879305,3.4972286,train_pred
0.47826365,0.51914966,0.49205184,0.24984011,2.431563,2.033269,train_pred
0.49965253,0.29439077,0.46380407,0.3630194,1.5111312,3.6425314,train_pred
0.46077305,0.18098256,0.46365255,0.12381554,3.3618546,6.4781475,train_pred
0.47158578,0.19080213,0.5201043,0.16388156,1.8020153,6.160206,train_pred
0.52241904,0.28855252,0.44431376,0.24253115,1.4408011,4.432728,train_pred
0.46160945,0.26358885,0.4646053,0.2948746,3.3726656,4.243566,train_pred
0.46167117,0.29967937,0.49276233,0.2505443,3.280574,4.7044373,train_pred
0.48863238,0.38693303,0.44115573,0.42508036,0.9155148,2.1092136,train_pred
0.4400175,0.524137,0.51276815,0.36984533,3.073545,1.3980744,train_pred
0.5118074,0.37864372,0.45935288,0.3619882,1.8312914,3.1930518,train_pred
0.45355135,0.15378095,0.4617612,0.058354482,3.3181014,7.8184757,train_pred
0.44822684,0.4129251,0.46302056,0.526772,2.7109675,1.185082,train_pred
0.48145464,0.48089287,0.45848656,0.43510824,1.6816871,1.5236623,train_pred
0.41615102,0.27398074,0.5224628,0.49152035,3.0212765,2.7793329,train_pred
0.46513632,0.37415546,0.48089588,0.2854509,2.3579578,3.423626,train_pred
0.43705758,0.43908364,0.5214584,0.1660601,1.3203785,3.4239874,train_pred
0.49393806,0.26469964,0.467396,0.46266896,2.0135894,3.2872126,train_pred
0.49941945,0.596891,0.43211848,0.30857885,3.5970154,1.6461012,train_pred
0.48382378,0.3133968,0.49992847,0.6600434,2.11143,1.6582122,train_pred
0.42911822,0.328809,0.5078403,0.46216923,2.6650758,2.493958,train_pred
0.49568856,0.29292616,0.46576697,0.2961714,1.7830274,4.2416096,train_pred
0.49512088,0.089637205,0.46695492,0.09085673,2.117732,7.948947,train_pred
0.4771409,-0.14354612,0.48741537,0.13319442,2.1869383,9.376772,train_pred
0.4675774,0.26901546,0.49506015,0.3205731,1.6176786,4.775703,train_pred
0.4252156,0.2805085,0.52651536,0.44840872,2.445114,2.6527624,train_pred
0.4854297,0.35401496,0.473542,0.44865483,0.8006949,2.422814,train_pred
0.4618191,0.27106005,0.4711991,0.27459794,1.696826,4.0436444,train_pred
0.47381473,0.14150818,0.4849961,0.14397256,1.0077035,7.3228445,train_pred
0.49368274,0.39976683,0.45459962,0.44171524,2.3334236,2.4023042,train_pred
0.44575888,0.3873683,0.4864107,0.39296988,2.116063,2.5431683,train_pred
0.47501048,0.385279,0.5011619,0.39542058,1.7767937,2.8508098,train_pred
0.5344309,0.28686696,0.4287429,0.22919768,0.8893823,5.0201097,train_pred
0.45127437,0.41985953,0.4923095,0.35233662,2.2789102,1.9147127,train_pred
0.50728494,0.508852,0.4348543,0.30333027,2.9732013,2.1653342,train_pred
0.43723178,0.3652705,0.4952529,0.4368843,3.0275407,2.2758696,train_pred
0.46316865,0.24469711,0.46345547,0.26895124,3.720244,4.7444873,train_pred
0.47238633,0.19378802,0.47737604,0.25376192,2.0861845,5.604808,train_pred
0.47051555,0.33844236,0.46126455,0.2012257,1.0763025,4.1248646,train_pred
0.50727546,0.3243663,0.4661044,0.4509745,0.84992677,2.6789644,train_pred
0.45623192,0.25158876,0.4887409,0.1801027,2.5686884,5.1478624,train_pred
0.4678628,0.36685574,0.48875836,0.30168217,2.3043966,3.4806647,train_pred
0.4937989,0.2927559,0.46487695,0.37327343,1.2821541,3.5434065,train_pred
0.42596173,0.30534822,0.5036606,0.5765316,2.4452782,1.8012927,train_pred
0.47948575,0.48145145,0.46817768,0.40939325,1.0942767,0.71535975,train_pred
0.4902899,0.25903976,0.46965542,0.38908216,2.44247,3.6359115,train_pred
0.49578243,-0.059476495,0.46584716,-0.1880221,3.0801258,10.608614,train_pred
0.4836514,0.30705425,0.467467,0.4656793,1.5412464,3.0340343,train_pred
0.49408907,0.3749567,0.47112495,0.26978385,1.5356321,3.6542187,train_pred
0.5107903,0.3072309,0.47668824,0.22009861,1.2753543,4.9359245,train_pred
0.42221013,0.5744459,0.49935755,0.36016685,3.584893,0.539466,train_pred
0.46426043,0.011616826,0.49960452,-0.05947782,3.0693786,9.256408,train_pred
0.46347636,0.5270761,0.4609214,0.2492646,1.7745925,3.2303414,train_pred
0.46072817,0.3507924,0.4656166,0.3137023,3.4346077,3.2600818,train_pred
0.47672328,0.5373462,0.4816261,0.38558185,2.468841,1.2598532,train_pred
0.4714809,0.30712014,0.4840849,0.24751262,1.7527778,4.8905597,train_pred
0.47466114,0.05734755,0.48254514,0.12059182,1.9781826,7.3893623,train_pred
0.5103191,0.16114084,0.46866617,0.37357515,1.0997097,4.1667705,train_pred
0.498042,0.41167352,0.45590168,0.3509557,1.2846584,2.5794628,train_pred
0.47976527,0.22983953,0.5058129,0.47416732,1.3858917,3.0516796,train_pred
0.5076901,0.40801853,0.4720402,0.37614876,1.6812202,2.258162,train_pred
0.49558568,0.24596629,0.4906128,0.3158125,0.5500488,4.8832326,train_pred
0.4702023,0.32287616,0.47662106,0.25467438,1.2635717,4.3802385,train_pred
0.44055355,0.43593723,0.49472573,0.36154988,1.7244612,2.1192317,train_pred
0.48316523,0.3755101,0.4825162,0.44044864,0.8401867,2.2159443,train_pred
0.45766726,0.339613,0.49201706,0.2621812,2.306474,4.156865,train_pred
0.42490909,0.45071894,0.5229031,0.33641833,2.5744267,2.148581,train_pred
0.47690317,0.48783204,0.4574659,0.3214664,2.293933,2.3631268,train_pred
0.45375127,0.10191064,0.49856424,0.38271266,1.8637376,5.6322017,train_pred
0.49471372,0.41034088,0.4692449,0.31510124,1.5432808,2.9047155,train_pred
0.48946342,0.27930132,0.49297625,0.4750066,2.0823321,2.5462139,train_pred
0.50548726,0.5360563,0.469542,0.30202568,1.7868025,2.2795286,train_pred
0.46671638,0.24634513,0.48024336,0.32205513,1.7569523,4.649348,train_pred
0.4690962,0.19872007,0.49061117,0.40441653,2.1075876,4.4130473,train_pred
0.4771073,0.16981594,0.46006733,0.15148684,2.4602342,6.5243363,train_pred
0.48909894,0.3355987,0.46120784,0.29630762,2.0514297,3.8160434,train_pred
0.4313741,0.44587687,0.50083107,0.48383838,1.9225583,1.2761168,train_pred
0.46573782,0.2952929,0.49991772,0.18529582,2.7007294,4.6247325,train_pred
0.47466052,0.12610807,0.4773497,0.34730628,1.6937695,5.2396555,train_pred
0.4591863,0.20894223,0.47917953,0.4550658,2.7731354,3.8930864,train_pred
0.4806399,0.19321366,0.48392764,0.32907492,1.1769321,4.719384,train_pred
0.4568929,0.41250613,0.5076831,0.387451,1.2117898,2.0707014,train_pred
0.46787488,0.3577848,0.4876294,0.45049402,2.0704439,2.3560305,train_pred
0.47236553,0.39386386,0.4542739,0.37985379,2.3875883,2.719874,train_pred
0.4572028,0.109795235,0.4900151,0.25481394,1.9908437,6.0706167,train_pred
0.48208734,0.44785696,0.44453195,0.21714485,2.863339,3.0516703,train_pred
0.480497,0.36717576,0.45317408,0.08857578,2.6719913,5.4780846,train_pred
0.47344866,0.31215864,0.47831243,0.41252702,0.9495077,3.0206041,train_pred
0.46115518,0.16656241,0.46985134,0.22599296,2.772664,5.8108525,train_pred
0.5015487,0.10775733,0.48146433,0.18570335,1.7215308,6.9822173,train_pred
0.48811916,0.54255724,0.44467163,0.28287154,4.33646,2.2968442,train_pred
0.5036946,0.39877898,0.4657902,0.3267529,1.5736227,3.1325593,train_pred
0.44885796,0.34483105,0.4821394,0.45633197,3.2636943,2.9085565,train_pred
0.47694337,0.3003149,0.47572005,0.40812048,0.9849285,3.433521,train_pred
0.4695223,0.40259606,0.44345534,0.30800647,3.4917896,2.6465874,train_pred
0.50535816,0.3876874,0.45529166,0.30373663,1.4436581,3.4916866,train_pred
0.49498183,0.4326751,0.46876222,0.3581285,1.8222082,2.6457639,train_pred
0.4855634,0.55334383,0.44982705,0.45348844,1.903985,1.0581219,train_pred
0.45472756,0.19213666,0.49354175,0.18044905,2.469859,5.9002514,train_pred
0.49128953,0.40187287,0.44180983,0.2684205,0.921126,3.524004,train_pred
0.50664234,0.29690307,0.47009814,0.18726021,1.8446822,4.3618245,train_pred
0.482924,0.28803164,0.45541298,0.37722337,2.1163685,4.2390575,train_pred
0.5098386,0.43633306,0.45434958,0.37441683,1.3184372,2.621863,train_pred
0.4657432,0.3290816,0.44495004,0.27864873,1.8132162,4.150832,train_pred
0.4899153,0.37793246,0.47289857,0.43571448,2.5246747,2.0686278,train_pred
0.4397049,0.18723086,0.5071092,0.300142,2.7264366,4.7562876,train_pred
0.45874238,0.47727334,0.47589543,0.45853907,3.58748,1.5804635,train_pred
0.47795656,0.25591573,0.47972718,0.19546907,3.4144588,5.0154014,train_pred
0.4954487,0.32704303,0.47827908,0.18846144,2.2660928,5.089549,train_pred
0.47561857,0.38566858,0.4631074,0.38801384,1.1077864,2.5432658,train_pred
0.5148884,0.22753637,0.48474407,0.21150656,1.7638152,6.1344285,train_pred
0.42492607,0.2410214,0.5158176,0.13895449,2.5501022,5.969515,train_pred
0.45499572,0.5846905,0.47187284,0.46627358,2.743774,0.4738441,train_pred
0.44128937,0.42959666,0.491026,0.18128043,3.081853,3.9128299,train_pred
0.4303622,0.4299438,0.50627023,0.40245488,2.6494815,2.09234,train_pred
0.48092148,0.31397763,0.45047966,0.07191646,2.7682476,5.401471,train_pred
0.49401805,0.31036025,0.46920317,0.26019478,1.0673937,4.527125,train_pred
0.48018983,0.48705626,0.45211738,0.36236903,2.211317,1.7907734,train_pred
0.47892582,0.42599967,0.5047142,0.35484102,1.5025676,2.7324622,train_pred
0.4942482,0.21216042,0.46874726,0.2092639,1.4033078,6.0855265,train_pred
0.46953425,0.23321688,0.4763819,0.45078063,1.6200328,3.1612597,train_pred
0.4308798,0.1925134,0.5075072,0.45587596,2.683442,3.5395372,train_pred
0.50609756,-0.061475053,0.4596515,0.16117227,1.8470316,8.471407,train_pred
0.48092917,0.53464806,0.44748715,0.31829968,2.833101,2.4209456,train_pred
0.4918177,0.2823649,0.4586984,0.33399412,2.015288,3.8284476,train_pred
0.511398,0.3996755,0.45499498,0.31165928,1.5889356,3.3651161,train_pred
0.49835753,0.13337824,0.4901582,0.15925413,1.1258118,6.6760573,train_pred
0.50731534,0.23571002,0.44852415,0.2808857,1.623476,4.887369,train_pred
0.4896215,0.32214317,0.4930124,0.5116109,0.88416016,2.5893204,train_pred
0.47280344,0.40695238,0.46930572,0.3371351,2.8536992,2.4985368,train_pred
0.46814048,0.35635766,0.49044913,0.2857039,2.3218756,3.6432662,train_pred
0.51621217,0.40166157,0.46503216,0.46361592,0.8547295,2.76222,train_pred
0.47250643,0.56161857,0.46587104,0.3731208,2.6527822,1.2593904,train_pred
0.4634257,0.49171305,0.49013194,0.22017601,3.2155013,2.5865011,train_pred
0.4618882,0.22211057,0.47144344,0.43980482,1.4476054,3.957252,train_pred
0.5007523,0.19312209,0.4669656,0.18968835,1.2789619,6.3311963,train_pred
0.48175925,0.18524808,0.45671308,0.35324708,2.3704174,4.289793,train_pred
0.45566145,0.36162615,0.48862904,0.33322096,2.7900507,3.2313976,train_pred
0.39661175,0.27592322,0.5386633,0.5437632,2.2433546,3.0469193,train_pred
0.47765285,0.423446,0.46652597,0.6572244,1.3634416,0.79929364,train_pred
0.49045122,0.21374787,0.47839937,0.17887792,1.8413913,5.7943563,train_pred
0.47321424,0.18797448,0.47437945,0.11689344,1.5618867,6.4324713,train_pred
0.4733756,0.24661571,0.47794384,0.054376572,1.8945072,6.4675536,train_pred
