p1_mean_weights,p1_sd_weights,p2_mean_weights,p2_sd_weights,mean_bias,sd_bias,data_type
0.47871032,0.28215533,0.46611205,0.1767065,0.7514709,6.1409607,val_pred
0.45744297,0.40804648,0.51880807,0.45348978,2.000645,2.2360635,val_pred
0.4396644,0.50993335,0.53439605,0.3701445,2.352981,1.3987368,val_pred
0.45243785,0.21011555,0.519829,0.33182448,2.4763913,4.575477,val_pred
0.44558743,0.23267597,0.4764751,0.4578895,2.4434824,3.168012,val_pred
0.4635827,0.5238346,0.52462584,0.46026403,2.2721205,1.3257141,val_pred
0.49185342,0.24923167,0.46706855,0.45027226,1.3762811,3.2015638,val_pred
0.48763862,0.523342,0.4547769,0.33852538,1.7678556,1.5466099,val_pred
0.44251582,0.2785148,0.48152718,0.25774026,1.865202,4.7124357,val_pred
0.48956332,0.202526,0.46191287,0.3581445,3.0399964,4.0433016,val_pred
0.4201987,0.2186206,0.5139793,0.1250309,3.843264,5.687019,val_pred
0.46890104,0.42218,0.4813007,0.21594723,2.4691105,3.792465,val_pred
0.5166605,0.25434887,0.45805466,0.26874864,1.2538104,4.980679,val_pred
0.5080498,0.25819635,0.4641389,0.60898393,1.6074393,2.7694788,val_pred
0.46908522,0.42536283,0.47434506,0.26485908,2.197482,3.5588825,val_pred
0.49164867,0.32926077,0.4677267,0.45916477,1.8792937,2.405277,val_pred
0.46295142,0.2805293,0.51972544,0.07739928,3.3282294,5.9885635,val_pred
0.48374316,0.1875099,0.4621112,0.14006977,1.4258763,7.236543,val_pred
0.44324854,0.024715029,0.5270037,0.21089265,1.5686761,7.0898147,val_pred
0.47332302,0.57201046,0.44220743,0.38224193,2.2425737,1.0032536,val_pred
0.4646865,0.35085577,0.48285046,0.40207386,3.0104465,2.6849189,val_pred
0.5138494,0.5502343,0.43891236,0.33606547,2.0054193,1.9253774,val_pred
0.48121548,0.46791837,0.48887917,0.5049046,0.9812631,0.86883307,val_pred
0.45436335,0.3741642,0.51603615,0.4096937,1.7096187,2.7611413,val_pred
0.47436598,0.47199237,0.4951252,0.41836786,2.0094872,1.8630714,val_pred
0.4390394,0.02610305,0.47228098,0.20335975,3.0892308,6.996701,val_pred
0.46808532,0.35882378,0.4588847,0.44886708,1.120632,2.9595404,val_pred
0.4974451,0.053634677,0.47657946,0.46660528,1.4153985,4.5678062,val_pred
0.38325134,0.30789733,0.5400334,0.33884975,2.726543,3.7108088,val_pred
0.47167045,0.06501719,0.48825783,0.16152406,2.437653,7.2364683,val_pred
0.4545554,0.3433369,0.47502422,0.40718493,1.3961006,3.0647182,val_pred
0.49245122,0.4494476,0.45080528,0.21946809,1.913696,3.6441343,val_pred
0.46533397,0.25010216,0.479387,0.35870883,1.8115287,4.1099043,val_pred
0.5132515,0.29466802,0.44104847,0.27227706,1.7400721,4.4851565,val_pred
0.48830533,0.46509063,0.46903172,0.35570353,2.2898135,2.208148,val_pred
0.45490268,0.44581947,0.48035738,0.43510282,2.550834,1.5541868,val_pred
0.46601427,0.24714833,0.46679032,0.24844433,2.1477664,5.5610504,val_pred
0.47235975,0.50024986,0.4666979,0.42897534,1.7848047,1.1632245,val_pred
0.52200586,0.2701871,0.44576377,0.38439977,1.1292977,3.526229,val_pred
0.49650112,0.20975894,0.47640297,0.23616071,0.84686935,5.5955815,val_pred
0.45423084,0.1510413,0.48769864,0.36651626,2.1040025,4.5901947,val_pred
0.4492121,0.5735301,0.48645332,0.37402996,3.9751754,1.3203193,val_pred
0.44693226,0.17495355,0.51679534,0.26602185,2.697057,5.0397434,val_pred
0.4642669,0.41743362,0.47967434,0.42748573,1.9891472,2.0077147,val_pred
0.4886237,0.14850849,0.4836063,0.31024718,1.9100528,5.2004423,val_pred
0.47627842,0.44738844,0.47972393,0.5001859,2.9614074,1.8008695,val_pred
0.5049051,0.021364555,0.46484098,0.38755208,1.5971179,5.871829,val_pred
0.49743256,0.05728311,0.48061135,0.24049899,2.2820966,5.7211246,val_pred
0.48260495,-0.21130311,0.47439325,0.31944588,2.1764123,8.934883,val_pred
0.4388965,0.2975734,0.48888385,0.33723986,1.303788,3.6840038,val_pred
0.48840162,0.33981085,0.46793494,0.4093689,1.9936233,2.8183672,val_pred
0.47262517,0.44669348,0.46095794,0.33148435,2.6285515,2.3142087,val_pred
0.46426636,0.31085706,0.4870957,0.30034226,1.6820976,3.464071,val_pred
0.47640282,0.2557969,0.47012815,0.3048751,2.1222608,4.1198835,val_pred
0.4737971,0.41008785,0.490717,0.50687873,1.9612801,1.4117366,val_pred
0.4650825,0.24052255,0.5138349,0.32865927,2.5148904,4.5534782,val_pred
0.4980314,0.32656592,0.4531613,0.30172566,1.2207729,3.9136355,val_pred
0.5221091,0.38982415,0.45008376,0.23680839,2.2777297,3.926117,val_pred
0.4652128,0.3689488,0.4666282,0.3636089,2.0600693,3.4765444,val_pred
0.50728685,0.34544414,0.45745382,0.28907055,1.7896743,4.1297326,val_pred
0.4968566,0.27928045,0.44453648,0.4009828,0.47501904,3.4409313,val_pred
0.50532025,0.1697714,0.47224528,0.46282116,1.0780432,4.2680116,val_pred
0.4763559,0.38743126,0.46350858,0.36544546,2.2613633,2.7948298,val_pred
0.43293107,0.39297825,0.5242325,0.41822904,1.3666022,1.8020679,val_pred
0.46880463,0.21813752,0.48989716,0.4694482,2.552858,3.0860977,val_pred
0.49886367,0.4158913,0.46317378,0.40123257,1.7206813,1.7810893,val_pred
0.521186,0.10585846,0.44021675,0.02895984,0.49823433,9.182163,val_pred
0.48712707,0.07358351,0.47018617,0.16793941,2.0648322,7.1517153,val_pred
0.4866571,0.3662567,0.47047594,0.16503409,1.5843644,4.616342,val_pred
0.45456555,0.2883015,0.48720855,0.3806755,2.6345272,3.3213146,val_pred
0.4632011,0.44648466,0.50298256,0.44355595,2.178773,1.3119285,val_pred
0.4495154,0.39781886,0.50713,0.41544244,2.1068559,2.2297704,val_pred
0.48261312,0.17725036,0.44565812,0.47981846,0.93786085,4.532224,val_pred
0.5025809,0.2381673,0.47004926,0.48145887,0.5784039,3.1217575,val_pred
0.4820799,0.2810276,0.4743632,0.2611549,2.20268,4.3726296,val_pred
0.4534634,0.36343879,0.49870458,0.32855582,1.9336675,3.1289277,val_pred
0.5014493,0.31210363,0.44465062,0.33630067,1.0783825,3.9207976,val_pred
0.47791445,0.37260142,0.47701487,0.1769405,1.0327617,5.164593,val_pred
0.46628764,0.4037143,0.475854,0.3757615,0.8619306,2.617124,val_pred
0.43246746,0.396247,0.5190085,0.25564352,2.4115384,3.8947248,val_pred
0.51137745,0.30264345,0.45476872,0.38204312,1.8134155,3.5722585,val_pred
0.49638847,0.21299867,0.44071504,0.3955471,1.9071333,4.7661085,val_pred
0.46711022,0.40710998,0.50155914,0.37865528,1.8458972,2.1749268,val_pred
0.4591224,0.39858457,0.4754307,0.36124557,2.4571357,3.3776946,val_pred
0.4792443,0.040618077,0.4745704,0.25518104,1.9879885,6.8232117,val_pred
0.45599544,0.29729837,0.4850135,0.16605267,2.2170122,5.4251814,val_pred
0.4816269,0.32855117,0.46008724,0.36496723,2.8063579,3.0551581,val_pred
0.46961778,0.24995269,0.47485906,0.40506673,1.2930061,2.4900577,val_pred
0.47889856,0.45813757,0.4943634,0.40357915,1.4144893,2.041533,val_pred
0.47563013,0.31632844,0.4821908,0.32104686,2.2199113,3.4993544,val_pred
0.47545385,0.11411838,0.47942585,0.36976284,1.5413914,5.7265606,val_pred
0.4807912,0.3520772,0.45754573,0.40585014,0.8773646,2.6249278,val_pred
0.45602584,0.3609356,0.48292443,0.37490764,1.8434386,2.9124687,val_pred
0.46755853,0.07607497,0.49246046,0.38333616,2.0633311,5.4136157,val_pred
0.45046163,0.07632323,0.47990632,0.4488451,1.8279808,4.8653636,val_pred
0.44797394,0.3727386,0.4913597,0.33104444,2.1782734,3.0687442,val_pred
0.48394442,0.33869088,0.45158842,0.40542254,1.2493227,2.68561,val_pred
0.51431113,0.06314086,0.45987743,0.35956505,0.37607944,6.6975408,val_pred
0.48225164,0.36126474,0.47847065,0.465899,2.200604,2.536665,val_pred
0.4970063,0.18937361,0.4700456,0.16676012,2.1899247,6.1704383,val_pred
0.48266026,0.40348372,0.46440774,0.4172314,2.5704145,2.2402322,val_pred
0.45543855,0.35476133,0.4971284,0.36850756,1.9460814,3.0295339,val_pred
0.46579924,0.2951707,0.5065443,0.24842776,2.1629174,4.947676,val_pred
0.46465114,0.10450506,0.50873816,0.06550832,1.6940508,7.8603926,val_pred
0.50949395,0.043863982,0.43904445,0.16571967,1.8275578,7.147632,val_pred
0.51771545,-0.11093621,0.44107032,0.09744425,1.9481385,9.098333,val_pred
0.47778913,0.2427095,0.4738025,0.49608397,2.1260078,2.7664466,val_pred
0.47382814,0.24142471,0.47808427,0.42033815,1.9352471,3.3908222,val_pred
0.45770463,0.33949995,0.48336586,0.3043378,1.539008,3.368833,val_pred
0.5145542,0.063612804,0.44306278,0.2157964,2.1437373,7.059274,val_pred
0.49175912,0.43871918,0.4522898,0.31051028,1.6957119,2.827676,val_pred
0.45794544,0.60380125,0.48686954,0.41725406,3.1753416,0.10889222,val_pred
0.47854492,0.28734475,0.47960448,0.45011094,0.87780046,2.9534745,val_pred
0.4950688,0.21655327,0.47679844,0.39846474,2.2250535,3.5988908,val_pred
0.49246013,0.19933315,0.44982758,0.39354938,0.8899156,4.6881166,val_pred
0.46709752,0.24284945,0.4777717,0.21131119,1.1244279,5.152324,val_pred
0.5093847,0.4519359,0.44062775,0.36092675,1.4353461,2.364912,val_pred
0.48566648,0.17294647,0.48405886,0.3099345,0.5799197,5.1066985,val_pred
0.4659809,0.42783836,0.47625673,0.3988353,1.6206077,2.228459,val_pred
0.4437147,0.3148681,0.48323402,0.4165181,1.9932644,3.4292765,val_pred
0.50772864,0.4346351,0.45542386,0.43014586,2.0164964,1.7193112,val_pred
0.50547796,0.16720714,0.44204977,0.24370714,2.6151023,5.4918313,val_pred
0.4609077,0.3725109,0.47580874,0.51378345,2.3714736,2.0870411,val_pred
0.49653554,0.33002007,0.4378568,0.3073966,3.4992614,3.75771,val_pred
0.43004155,0.5202453,0.49203128,0.46944177,2.954537,0.3501256,val_pred
0.44855192,0.19987245,0.5022458,0.077493906,2.1206024,6.593629,val_pred
0.48362818,0.11271011,0.47145948,0.27289426,2.473472,5.6261516,val_pred
0.48541322,0.059556097,0.4541697,0.09704602,1.9729657,7.834738,val_pred
0.5216539,0.39834964,0.48476496,0.36228874,0.99055815,2.9309306,val_pred
0.47446737,0.54115295,0.489503,0.38047883,2.4694507,1.5812871,val_pred
0.49029738,0.24881037,0.46464348,0.33055058,1.6424336,4.2423415,val_pred
0.47484165,0.38007396,0.45952204,0.28996223,1.8000708,3.08433,val_pred
0.478313,-0.002431199,0.49534616,0.095783755,3.3981318,7.953592,val_pred
0.505771,0.53035563,0.4350237,0.43294173,2.1446657,1.1615461,val_pred
0.49971524,0.35040632,0.4784828,0.46579528,1.480751,2.30295,val_pred
0.4659879,0.19232339,0.49171382,0.4250273,0.72759515,4.1996574,val_pred
0.4812657,0.14624757,0.47975072,0.32495233,1.8305385,5.6451607,val_pred
0.4873255,0.23210603,0.4642547,0.17875224,2.1540174,6.1001525,val_pred
0.5054915,0.1662515,0.44321173,0.060685858,0.7276074,8.009365,val_pred
0.47913733,0.34884351,0.43506905,0.35307416,2.7184896,2.8619452,val_pred
0.5075603,0.19308613,0.46602854,0.18386434,1.2903458,6.0689464,val_pred
0.50047445,0.18056837,0.46796116,0.25112796,1.5093982,5.842068,val_pred
0.4814098,0.21693794,0.47360831,0.1616701,2.3560493,5.739243,val_pred
0.464657,0.14105903,0.4749343,0.23797601,3.0647607,6.0312476,val_pred
0.4568895,-0.035102382,0.4992342,0.10636172,1.6898847,8.655106,val_pred
0.47314414,0.39940992,0.48020184,0.41509846,1.9925225,3.0292487,val_pred
0.47143975,0.5130534,0.4793392,0.41025716,2.1143117,1.1298276,val_pred
0.4550579,0.32572812,0.48558298,0.2075733,2.8341417,4.735386,val_pred
0.47667286,0.47353408,0.48753178,0.48736095,0.77671045,0.7547324,val_pred
0.43865216,0.47653776,0.51710707,0.2852699,3.8170357,2.765626,val_pred
0.4892948,0.16513272,0.49195433,0.25864393,1.5578094,5.936225,val_pred
0.48454928,0.40043342,0.46876022,0.32230866,1.3938851,2.871646,val_pred
0.45934102,0.1035935,0.4872904,0.32927433,1.2414235,5.974229,val_pred
0.46270964,0.043850727,0.51244545,0.4324746,1.9351583,4.998285,val_pred
0.46292743,0.3775317,0.48179412,0.5228262,1.7396252,1.885668,val_pred
0.46341905,0.23846185,0.47348273,0.32851383,1.6807555,4.612181,val_pred
0.43286312,0.24729909,0.49105555,0.3895405,2.672314,3.3777769,val_pred
0.4473392,0.46517843,0.45664778,0.38978177,2.5952418,1.7336719,val_pred
0.48037738,0.29045033,0.44375482,0.28839105,3.2090485,4.0915337,val_pred
0.46914327,0.06486687,0.48443827,0.0033587515,1.4290495,9.206133,val_pred
0.4932213,0.21131703,0.47094056,0.25717878,1.89238,5.460129,val_pred
0.43603933,0.5354237,0.4995191,0.34563336,3.176907,1.9206239,val_pred
0.46676207,0.16722739,0.47219387,0.19067174,2.0639024,5.5054317,val_pred
0.4689273,0.16893993,0.45678547,0.2364227,1.7929943,5.648752,val_pred
0.47520867,0.22980225,0.49228826,0.28743625,1.9715717,4.6185136,val_pred
0.4703186,0.2473208,0.46217155,0.30935434,1.8759116,4.365556,val_pred
0.43670094,0.39833832,0.5091379,0.5469455,2.397797,1.8914722,val_pred
0.47656032,0.4313285,0.4717152,0.27172014,1.6205401,3.2361538,val_pred
0.46761864,0.15648298,0.48534295,0.28282046,2.6226578,5.890483,val_pred
0.48243934,-0.096800536,0.45841202,-0.08709425,2.769642,10.238886,val_pred
0.43577242,0.29549655,0.4905031,0.39323038,3.080162,3.1083884,val_pred
0.5100109,0.22313328,0.47120604,0.432245,1.487306,3.8735874,val_pred
0.50824857,0.22854877,0.45880267,0.23461555,1.2567365,5.2389007,val_pred
0.4659308,0.31699193,0.45977756,0.44620582,2.3291056,2.409947,val_pred
0.48688146,0.21121004,0.5063501,0.39621845,1.2985119,4.2948956,val_pred
0.44764253,0.5695468,0.5095865,0.30253446,1.8652496,1.6103892,val_pred
0.48969018,0.4450341,0.47434872,0.2823537,1.040411,3.3584623,val_pred
0.4886901,0.33973694,0.47991672,0.41082984,0.89890087,2.9651735,val_pred
0.48100471,0.31418613,0.4606527,0.37022355,1.7305429,3.2733064,val_pred
0.5057137,0.35928437,0.45881572,0.37079957,2.0275407,3.139711,val_pred
0.46912402,0.30551606,0.4874338,0.24405473,0.616363,4.588023,val_pred
0.49776214,0.32325053,0.4855855,0.40537733,1.5138335,2.7968326,val_pred
0.45000753,0.07322556,0.4979959,0.254832,1.9928461,6.5013475,val_pred
0.47257322,0.28086904,0.49958625,0.09230867,2.6643212,5.923748,val_pred
0.52030057,0.36319447,0.4439397,0.3794382,1.936424,2.8723118,val_pred
0.4812687,0.1583278,0.46428275,0.3281345,1.2729807,4.9502807,val_pred
0.49321124,0.3981,0.4647598,0.45145836,1.1974335,2.2150557,val_pred
0.4626293,0.23089397,0.5022613,0.28943864,1.6961377,4.7114244,val_pred
0.4867848,0.52392715,0.48330668,0.33735648,2.081474,1.9116552,val_pred
0.49653757,0.30016378,0.4572057,0.50367165,1.2666559,2.7544832,val_pred
0.44056085,0.52175987,0.5226034,0.22098842,2.928441,2.1231446,val_pred
0.44717833,0.35819265,0.5239518,0.42226806,2.2801895,2.1777873,val_pred
0.5196235,-0.029833391,0.45547512,0.049294963,1.6185788,8.929148,val_pred
0.4491418,0.049356,0.4588822,0.19002181,3.0609999,6.5445633,val_pred
0.46473542,0.2923211,0.4669461,0.39840212,3.549475,3.1928763,val_pred
0.46493173,0.31527275,0.49189082,0.14488173,2.4641037,4.6490035,val_pred
0.47697753,0.07572355,0.4845342,0.4936508,2.2552204,4.5487375,val_pred
0.51469994,0.35844177,0.45673245,0.3243354,1.3249836,3.590196,val_pred
0.48224604,0.22223696,0.45795172,0.24235435,1.848804,5.23805,val_pred
0.4612598,0.46990165,0.50855935,0.51684356,1.3483287,0.9676007,val_pred
0.46329957,0.091680065,0.47232315,0.171111,1.498159,7.258393,val_pred
0.4841789,0.46159908,0.51344556,0.31383976,2.0190783,3.0792544,val_pred
0.4436734,0.4154457,0.50310063,0.26075882,2.4582696,2.9098468,val_pred
0.46580946,0.46860722,0.50336874,0.44583365,2.4130025,1.3704655,val_pred
0.4785127,0.06147687,0.48457664,0.29237178,1.3933995,6.4162264,val_pred
0.45890445,0.44915617,0.48676655,0.20644079,3.1161497,3.7306936,val_pred
0.46701097,0.26839042,0.4937386,0.29383057,1.442869,4.832606,val_pred
0.46323705,0.45628357,0.48629528,0.38948783,2.6416202,1.8950236,val_pred
0.44564304,0.3054008,0.5031875,0.48374927,2.1174068,2.4607968,val_pred
0.48016697,0.54982734,0.47085235,0.4182988,2.439477,0.3669439,val_pred
0.445365,0.3239232,0.49535468,0.15046896,2.3313634,5.3193307,val_pred
0.535841,0.39824694,0.41732472,0.42506787,2.5111375,1.7065723,val_pred
0.4690847,0.3323267,0.46548948,0.33108255,1.9396867,3.0684204,val_pred
0.49141976,0.40020707,0.48267528,0.36457643,1.9438405,3.0449586,val_pred
0.46746445,-0.057356887,0.48275766,0.03907597,2.519363,9.063681,val_pred
0.4703789,0.32230362,0.48375311,0.5202187,1.3310993,1.883771,val_pred
0.4809189,0.5348149,0.48335055,0.37792826,1.8574834,0.9276959,val_pred
0.46321595,0.26653475,0.4814688,0.2714169,2.3628087,4.7969856,val_pred
0.48363414,0.32505935,0.47290492,0.30183947,2.2835052,3.6182318,val_pred
0.49531293,0.23741376,0.44320872,0.38907307,1.8604627,4.14007,val_pred
0.4588088,0.39490852,0.4825352,0.34704256,1.7659152,2.7780685,val_pred
0.4335081,0.3528155,0.4947246,0.43270665,4.1398234,2.385435,val_pred
0.5339361,0.38708287,0.43881035,0.45882094,1.164646,1.9380975,val_pred
0.44217065,0.21585724,0.45606837,0.28039873,2.1050177,5.194434,val_pred
0.45012307,0.2552953,0.51863784,0.21568422,0.4995814,5.219024,val_pred
0.47495556,0.35620245,0.4526833,0.33024317,1.664994,3.3565965,val_pred
0.4893911,0.36420292,0.46553153,0.39514917,1.9916713,2.0202694,val_pred
0.4982632,0.21328768,0.44450438,0.27713686,2.3649907,4.607521,val_pred
0.47772548,0.3915081,0.4797261,0.3348946,1.2761152,3.0406365,val_pred
0.5088109,0.36517006,0.4845361,0.31584382,2.1746767,3.0905232,val_pred
0.49020928,0.37717247,0.47719064,0.34705782,2.0774443,3.1922674,val_pred
0.43662775,0.23560436,0.4965583,0.32846016,2.7697906,4.357467,val_pred
0.46189412,0.31991604,0.47803968,0.34204993,2.3742101,3.79573,val_pred
0.49466497,-0.04844942,0.47700423,0.43563074,1.1540285,5.7341857,val_pred
0.4836599,0.5723236,0.4669023,0.45154724,2.0617714,0.2730354,val_pred
0.47002977,0.4813819,0.44655693,0.3778573,3.6423101,1.5821557,val_pred
0.46718946,0.14751498,0.4924739,0.26215625,2.6611993,5.4135656,val_pred
0.51075315,0.22812313,0.45298284,0.28158852,1.7405124,4.6518807,val_pred
0.48889744,0.045419984,0.45995077,0.22920021,2.1988423,6.40683,val_pred
0.43728817,0.35383072,0.5140718,0.18971606,2.8274841,4.544401,val_pred
0.537255,0.4196378,0.44944015,0.5281522,2.0030746,1.6579199,val_pred
0.4627251,0.20685796,0.4901854,0.5674181,2.162639,2.759127,val_pred
0.44001666,0.41561097,0.5017853,0.30303037,2.9887693,2.3402538,val_pred
0.47043714,0.29894733,0.4903337,0.17299625,1.6193745,4.59274,val_pred
0.47440875,0.45523307,0.461743,0.37862927,1.6245975,1.6814249,val_pred
0.49303275,0.24930519,0.46312878,0.14028227,1.8819736,5.387007,val_pred
0.43556955,0.44492653,0.5154453,0.5664795,2.0206697,-0.13200289,val_pred
0.47847173,0.35839105,0.4737649,0.29877758,2.4350345,3.0689566,val_pred
0.4944192,0.21711801,0.47963244,0.266734,0.85120547,5.0531654,val_pred
0.45077717,0.15890369,0.5108452,0.2406858,3.227588,5.962265,val_pred
0.49096572,0.55924773,0.46479893,0.4133457,2.4230232,0.7419201,val_pred
0.50342214,0.14149794,0.46222913,0.22098812,0.8904026,6.7829413,val_pred
0.48527056,0.040018946,0.4490567,-0.07166454,2.5464556,8.649111,val_pred
0.46298486,0.12313697,0.49219206,0.23106758,0.7343254,6.650133,val_pred
0.5056369,0.43491232,0.46360102,0.37919557,1.9666574,2.324297,val_pred
0.44004577,0.38628903,0.49739382,0.3866668,2.5706444,3.033542,val_pred
0.44926497,0.34830666,0.4752754,0.14058445,2.295186,4.778649,val_pred
0.46153027,0.37485376,0.48890418,0.4383745,1.0256627,2.1596386,val_pred
0.48920453,0.47691146,0.48088157,0.3289581,3.2590683,2.4627395,val_pred
0.45633045,0.29182252,0.5105603,0.484708,2.72193,2.739131,val_pred
0.4992102,-0.11618298,0.42711058,-0.27460825,1.1877768,13.5807705,val_pred
0.4395033,0.5252711,0.49916095,0.3152625,3.73632,1.7529626,val_pred
0.43447784,0.45463258,0.49657077,0.35017943,3.846484,1.849402,val_pred
0.4583498,0.46243265,0.48407,0.21722828,2.7632859,3.3645868,val_pred
0.49030897,0.3022737,0.4727091,0.45103174,1.9338479,2.6098528,val_pred
0.47181657,0.26585025,0.47409385,0.2821657,1.7677555,4.6611705,val_pred
0.49096796,0.17042613,0.4622882,0.28639132,2.0015607,5.5534987,val_pred
0.48137668,0.22821365,0.46763575,0.20461376,1.2775447,6.002843,val_pred
0.4758245,0.37122875,0.48662058,0.34163,2.4294043,2.5722878,val_pred
0.49698377,0.49382728,0.45244187,0.31756753,0.65437496,2.8090363,val_pred
0.44145635,0.43313015,0.48623312,0.4033332,1.7273308,1.6415858,val_pred
0.49350196,0.62592524,0.44328946,0.3452291,2.7909548,0.73960775,val_pred
0.44698593,0.20096818,0.4931012,0.24034965,3.0024261,5.537822,val_pred
0.4631995,0.27521953,0.4884176,0.16602786,1.7714295,5.4484706,val_pred
0.4595405,0.31497383,0.49840003,0.3692199,1.8305916,3.2602282,val_pred
0.49554145,0.12445731,0.457187,0.36868814,2.1672692,5.1785803,val_pred
0.4994576,0.1982533,0.46173573,0.26111525,0.87101626,5.212279,val_pred
0.47532046,0.15221983,0.4669962,0.18892272,2.622682,5.508974,val_pred
0.47402832,0.377558,0.5042754,0.5013009,1.4322168,1.7790984,val_pred
0.48963812,0.37871432,0.48052636,0.30473167,1.7160027,3.0045013,val_pred
0.4257946,0.37005648,0.5065651,0.42862287,1.7210137,2.6488664,val_pred
0.44555417,0.3361274,0.5139801,0.28523046,1.1447141,3.6927762,val_pred
0.48075974,0.13622974,0.46948782,0.21701859,0.7589783,6.6443744,val_pred
0.49250323,0.48230246,0.45470974,0.32194766,1.724621,2.401893,val_pred
0.48516613,-0.0099799335,0.5039766,0.0010251701,2.1150928,9.016993,val_pred
0.43137872,0.43967226,0.51534355,0.50488126,2.8505645,1.6265676,val_pred
0.47994843,0.47016424,0.42983097,0.5540132,2.6914675,0.8895823,val_pred
0.5148857,0.2471278,0.45670038,0.37944815,1.6405038,4.021225,val_pred
0.4706124,0.19649924,0.48553696,0.29102027,1.0349408,5.1764364,val_pred
0.48327553,0.31944495,0.4811503,0.35072777,1.0542448,3.4908822,val_pred
0.4790778,-0.08797807,0.49052852,0.30441785,1.5427706,7.1072326,val_pred
0.43641725,0.1306945,0.5023272,0.2155823,3.2185707,6.235755,val_pred
0.47359693,0.43424538,0.47483447,0.42838222,2.9755054,1.9726998,val_pred
0.451305,0.44041222,0.47887385,0.42370933,1.8557038,1.4527981,val_pred
0.47202465,0.03271717,0.47828364,0.25203747,2.8115635,6.718663,val_pred
0.4833445,0.2381895,0.49016967,0.4928608,1.1612096,3.1554775,val_pred
0.45783654,0.35783,0.49046618,0.39179453,1.9817095,2.7893786,val_pred
0.46928856,0.13490596,0.4889694,0.23352899,2.3583078,6.1362877,val_pred
0.43369663,0.41899288,0.5093577,0.18666877,2.2201436,3.6119344,val_pred
0.5122303,0.31883603,0.45506775,0.39516675,1.7917514,2.990489,val_pred
0.47491157,0.48748475,0.50571483,0.19139946,1.628951,3.430501,val_pred
0.4739609,0.3888808,0.49306193,0.4338093,1.416601,2.2395792,val_pred
0.4856207,0.49729064,0.47942358,0.5094428,0.8727964,0.87059814,val_pred
0.47374168,0.26103252,0.47314772,0.15441306,1.925079,5.8137827,val_pred
0.44649512,0.3615752,0.48158267,0.4108919,2.5817916,2.7754092,val_pred
0.4849296,0.39312804,0.46276268,0.45760587,1.3387477,1.8275473,val_pred
0.46344495,0.3971275,0.494118,0.2556513,2.488279,3.6945798,val_pred
0.46234936,0.21747276,0.50568116,0.36533713,2.459012,4.502792,val_pred
0.47418794,0.354875,0.49815154,0.18797669,2.4903085,4.082498,val_pred
0.47178388,0.45180532,0.47605348,0.3491953,1.9975417,2.295059,val_pred
0.49202865,0.35812882,0.47761908,0.3159399,1.7823529,3.230136,val_pred
0.48929742,0.39603734,0.4438154,0.35176164,2.8266318,2.855732,val_pred
0.46527502,0.30426055,0.51246816,0.3002927,2.0621243,4.1231546,val_pred
0.505645,0.25351512,0.4510219,0.15560552,1.3756554,5.836003,val_pred
0.45898843,0.20491779,0.4715876,0.4460656,2.460041,4.0370064,val_pred
0.49577826,0.29736853,0.4586613,0.1473027,1.9521761,5.411174,val_pred
0.47524515,0.3625634,0.4944956,0.34051323,0.7374544,3.3180501,val_pred
0.44326478,0.19882195,0.5160294,0.15642513,1.0210918,6.598154,val_pred
0.4620539,0.7977786,0.47389773,0.26514986,3.4587383,0.32200068,val_pred
0.43813002,0.31968904,0.4796543,0.42110118,2.5546398,2.6903238,val_pred
0.4722356,0.06885633,0.4955631,-0.043756843,1.5069752,8.904167,val_pred
0.4947045,0.4087311,0.5037938,0.26529998,1.8427569,3.5433216,val_pred
0.5119592,0.39753315,0.444872,0.3854339,2.6109269,2.5445533,val_pred
0.4750937,0.44781712,0.4878703,0.3976636,2.463395,1.7848022,val_pred
0.48038173,0.28615344,0.49943954,0.06583288,1.0635045,6.653309,val_pred
0.47978628,0.28310993,0.4702403,0.104805246,1.7967646,6.5388584,val_pred
0.46085355,0.42159104,0.52793986,0.43879753,1.5422534,1.8753443,val_pred
0.4755814,0.38236243,0.45603254,0.4027236,2.8965046,2.3691077,val_pred
0.45741552,0.0062698424,0.46040234,0.11951205,2.6969528,8.3435955,val_pred
0.449741,0.16786653,0.49651766,0.55398804,2.254279,3.5528731,val_pred
0.4394208,0.47483963,0.50536084,0.41982782,1.4408624,1.8224642,val_pred
0.45711553,0.3280651,0.4887169,0.21209846,3.1862535,4.324953,val_pred
0.48323798,-0.0480856,0.4717887,0.23858523,2.5894213,7.448511,val_pred
0.4797963,0.29905713,0.4637768,0.24407373,1.7162971,4.2354183,val_pred
0.4231798,0.5664113,0.5369181,0.4217326,1.8576195,0.65539813,val_pred
0.5152839,0.27144322,0.4464537,0.2989444,0.38610715,4.827494,val_pred
0.46838027,0.26472035,0.48557335,0.38023135,1.8830307,3.8233495,val_pred
0.49413526,0.38845244,0.46886978,0.39051256,2.2493918,2.2924838,val_pred
0.45907792,0.23079321,0.47851703,0.20965695,1.7389545,5.6666994,val_pred
0.46250188,0.30392936,0.4791955,0.551667,1.4756999,2.1165106,val_pred
0.47270694,0.42415223,0.4793021,0.39474097,1.6157953,2.122951,val_pred
0.51769847,0.11648098,0.4598632,0.3441152,1.0810109,5.165724,val_pred
0.4553401,0.53449243,0.47402167,0.3292485,2.4971628,1.7656897,val_pred
0.4621614,0.259369,0.49604964,0.3231775,0.765623,4.769327,val_pred
