pop,individual,p1_mean_weights,p1_sd_weights,p2_mean_weights,p2_sd_weights,mean_bias,sd_bias,p1_id,p2_id
5,106,0.5466122,0.7669927,0.4757053,0.2416765,1.8698269,4.664765,,
5,107,0.47218415,0.011946691,0.4915967,0.5213533,0.94736487,4.328783,,
5,108,0.5633674,0.44925454,0.4369945,0.2914534,1.8733044,6.19456,,
5,109,0.46974134,0.31436917,0.4893395,0.4483941,1.2252656,3.783372,,
5,110,0.4777789,-0.2887601,0.46599644,0.7068009,1.4175187,4.7247467,,
5,111,0.57433945,0.6258679,0.42124236,0.30247906,1.0002043,4.3812175,,
5,112,0.53764707,0.22515121,0.41921043,0.53306586,0.9170166,3.5163414,,
5,113,0.5359919,0.33951977,0.45776978,0.32823867,1.1539463,4.9619217,,
5,114,0.560384,0.4051807,0.4374567,0.394315,1.115226,4.9517,,
5,115,0.54174817,0.012562968,0.48007283,1.1789086,1.3532654,4.5193014,,
5,116,0.4715014,0.20082064,0.50455314,0.52165675,0.93249035,4.2359605,,
5,117,0.44525835,0.093120344,0.5311811,1.3134773,0.41509187,2.4891336,,
5,118,0.48107046,0.102769665,0.54985374,0.661761,1.0524096,4.905962,,
5,119,0.5061737,0.69275844,0.47643727,0.03516023,1.1715539,4.7275586,,
5,120,0.52556944,0.38705823,0.48510596,0.2694684,1.116225,4.2435393,,
5,121,0.51062214,0.68285066,0.46256593,0.0891799,0.54748756,3.8623548,,
5,122,0.53816056,0.5939218,0.45692918,0.46872017,1.2522384,2.8209538,,
5,123,0.4920972,0.55853367,0.46600085,0.28884074,1.1099448,3.8448486,,
5,124,0.5516162,0.2382116,0.49816388,0.45476818,0.9670709,4.8445215,,
5,125,0.53316724,-0.044064917,0.43700907,0.73194295,1.052098,2.30426,,
5,126,0.5213881,0.27925894,0.47202435,0.4362058,0.9882151,4.375954,,
5,127,0.57262075,0.0784818,0.42473513,0.58815914,1.2401866,4.8761334,,
5,128,0.5758331,0.40225196,0.41382363,0.18144254,0.64511734,4.0729012,,
5,129,0.5376812,0.13206431,0.483355,0.88739085,1.5224793,4.4693456,,
5,130,0.5271814,0.39299423,0.46492583,0.24843922,0.8190008,3.2531872,,
5,131,0.61436,0.5248319,0.41881275,0.23109189,0.927815,4.1097198,,
5,133,0.5451749,0.19237909,0.46058333,0.74142754,0.88059294,3.556293,,
5,134,0.50428355,0.12351331,0.4911862,0.6063227,1.0580066,4.787387,,
5,135,0.49909344,0.84166545,0.56257856,0.19271226,1.4241784,4.137974,,
5,136,0.48242426,0.6467936,0.5143722,0.045073405,1.6983182,4.6668167,,
5,137,0.48983443,-0.065355234,0.5397274,1.2148281,1.1840322,3.6027744,,
5,138,0.51138467,0.38577375,0.51565796,0.26160994,1.1880904,4.5323863,,
5,139,0.4925959,0.16822733,0.50754803,0.71008545,1.4786538,5.066635,,
5,141,0.50066936,0.15616503,0.46665397,0.7368782,0.90460783,3.5929763,,
5,142,0.5360379,0.76790035,0.49941474,0.4052504,1.5568063,3.7865565,,
5,143,0.503949,0.20649199,0.504314,0.8096706,0.59892064,3.318317,,
5,144,0.48861563,0.09747048,0.5024108,0.53641903,0.17069677,2.2785103,,
5,145,0.47548026,0.09980702,0.5214477,0.66390145,1.1214048,3.706833,,
5,146,0.5603173,0.19902845,0.42742124,0.48075584,0.7797527,4.637858,,
5,147,0.44664216,0.5832604,0.57701176,0.40959948,0.39751646,2.5465567,,
5,148,0.50060004,0.24548887,0.508476,1.1047975,0.930235,2.0603719,,
5,149,0.55754673,1.2200536,0.48716694,-0.08633094,1.2578646,3.624589,,
5,150,0.53302234,0.22803235,0.5418855,0.6828405,0.64866096,3.8588653,,
5,151,0.53364027,0.122321695,0.50576633,0.98265,1.3550527,4.3776426,,
5,152,0.5533221,0.55023086,0.5460806,0.34648326,1.1918846,4.9681935,,
5,153,0.5661375,0.22197126,0.5243688,0.6259371,1.4221381,4.4743304,,
5,154,0.5703077,0.5594697,0.42210314,0.38022634,0.5880187,3.3719182,,
5,155,0.5904675,0.48567164,0.42404658,0.546264,1.4118797,4.7370434,,
5,156,0.48088992,0.022838712,0.47485894,0.830717,0.73601425,4.126771,,
5,157,0.5343676,0.49854586,0.50018847,0.26373178,1.4075973,4.5370636,,
5,158,0.54563606,0.43110967,0.4520901,0.037164554,0.69252455,4.172041,,
5,159,0.5559723,0.350748,0.45750406,0.29871976,1.2828592,5.1382656,,
5,160,0.46688545,-0.1332584,0.46254513,0.7425794,0.6071257,3.1683998,,
5,161,0.51276904,0.18093045,0.44181058,0.42267612,0.6094096,4.0570683,,
5,162,0.5402073,0.5996003,0.48702306,0.51214325,0.9776413,3.8314433,,
5,163,0.52942526,0.2998943,0.4894152,0.9899964,0.8486897,4.362355,,
5,164,0.49896485,0.58103645,0.56897277,0.24317895,0.89521027,4.822465,,
5,165,0.5193763,0.5102068,0.52468425,0.33423752,0.9958811,4.2924957,,
5,166,0.50472677,0.15435442,0.48267615,0.81202966,1.4632192,3.215035,,
5,167,0.5978519,0.50579345,0.42661443,0.18466823,0.82870203,4.2832932,,
5,168,0.6077046,0.4462147,0.5112196,0.4265318,1.1311494,4.8142357,,
5,169,0.54130495,0.6211212,0.49744532,0.36225617,0.63689876,3.025462,,
5,170,0.4756376,0.4005921,0.4970513,0.43395853,0.68356985,2.9648018,,
5,171,0.52144325,0.28039145,0.4885823,0.60128486,1.5089023,3.9521747,,
5,172,0.520345,0.22794324,0.4352526,0.5123364,0.5870373,4.1632504,,
5,173,0.5400191,0.17358783,0.4557229,0.31734422,0.7942884,5.065285,,
5,174,0.5729759,0.2027963,0.46768564,0.75213784,1.1252894,3.926879,,
5,175,0.45388544,0.3591349,0.5769233,0.819847,0.8518874,3.4587538,,
5,176,0.49265295,0.14329481,0.53631467,0.86851215,0.94545233,4.193947,,
5,178,0.53529686,0.49321622,0.5570526,0.6081797,0.5954141,3.1857982,,
5,179,0.5176643,0.032208025,0.46494704,0.6686631,1.0260794,3.47911,,
5,180,0.46305,0.28445226,0.5077282,0.37344867,0.7576941,4.0138707,,
5,181,0.5389762,0.47063878,0.52669424,0.4366432,0.9014843,3.3959,,
5,182,0.52746236,0.13129024,0.48792207,0.57793474,1.0399483,3.5853386,,
5,183,0.53498083,0.6812624,0.47547767,-0.090887226,0.6102587,3.4713714,,
5,184,0.5112026,0.1289225,0.48322928,0.71031827,1.3596907,4.124611,,
5,185,0.48176563,0.122187115,0.5440453,1.1329321,0.75872636,2.6002684,,
5,186,0.5106146,0.5449236,0.45590615,0.038588703,0.8995804,3.6024003,,
5,187,0.58185023,-0.17344801,0.46343032,0.7797017,0.7400582,3.3391154,,
5,189,0.55236846,0.99128187,0.48162004,0.29322678,0.96558505,4.139618,,
5,190,0.52641535,0.61398286,0.45471856,0.31979123,1.021575,4.5768104,,
5,191,0.5035306,0.7942658,0.59255016,0.46398163,1.1431341,3.420394,,
5,192,0.49742424,0.6780756,0.5894709,1.0089384,0.6604722,2.104303,,
5,193,0.4700076,0.3765455,0.49382696,0.37532768,0.6690877,2.8769078,,
5,195,0.51224697,-0.057866417,0.4556098,0.6042111,0.9060095,4.6332335,,
5,196,0.50981456,0.4945697,0.4995211,0.49243444,0.9953532,3.4604573,,
5,197,0.6019365,0.9691752,0.46735296,0.22838618,0.6919476,3.4213877,,
5,198,0.49491256,0.5141616,0.48273814,0.20730653,0.17013884,2.988198,,
5,199,0.55090034,0.9594106,0.4825762,0.21785028,0.99259233,3.815673,,
6,1,0.49255472,0.36127418,0.4567085,0.040217876,1.0886966,3.8026288,,
6,2,0.45207113,0.42551532,0.55522054,0.37503305,1.0347612,2.5913804,,
6,3,0.53495353,0.6257103,0.46956882,0.53198993,1.5586573,2.7932227,,
6,5,0.44079646,0.35284647,0.5400483,0.24701095,0.9614183,3.7827501,,
6,6,0.4572528,0.54952353,0.530559,0.26301685,0.8725067,2.9952905,,
6,7,0.5752835,0.48234698,0.42860398,0.09403844,0.27480873,3.4669452,,
6,8,0.4904353,0.509562,0.51756763,0.14560774,0.71037984,2.858243,,
6,9,0.45939177,0.44633847,0.5016234,0.10020485,0.8501053,3.6650617,,
6,10,0.5779942,0.9567755,0.48302996,0.5872339,0.30726808,1.8467577,,
6,11,0.55725724,0.70486933,0.4692768,0.08864757,0.7112075,3.5209093,,
6,12,0.54120785,-0.16897807,0.55817205,1.4604404,0.40018734,3.3479133,,
6,13,0.43646803,0.2456133,0.5259288,0.3662149,0.6706696,2.8056195,,
6,14,0.4407829,0.23938474,0.5385005,0.44271353,1.227725,3.5364258,,
6,15,0.5005835,0.39858598,0.48185584,0.20659773,0.7538106,2.8446426,,
6,16,0.52532697,0.12909883,0.47340828,0.45271957,1.0738991,3.899056,,
6,17,0.521681,0.010781422,0.5043576,0.5328984,1.1823207,3.3196292,,
6,18,0.5172653,0.6120801,0.4249744,-0.19215223,0.50662583,2.9979286,,
6,20,0.53122616,0.19123293,0.48245752,0.4837043,0.5015454,3.3661904,,
6,23,0.44173306,0.21852984,0.5252549,0.32478273,1.055093,4.2978697,,
6,24,0.6009516,0.7231596,0.45691973,0.22208577,0.9383178,2.8379512,,
6,25,0.46303132,0.10651521,0.5408482,0.47774684,1.2199883,3.7852616,,
6,26,0.49166036,0.5434704,0.4903109,0.17234175,0.50945383,2.2586696,,
6,27,0.46692497,0.28741488,0.5550974,0.2664647,1.1379333,4.406629,,
6,28,0.48659077,0.3639313,0.52312475,0.36481047,0.6715505,2.8418036,,
6,29,0.46673793,0.2642705,0.53395826,0.39456847,0.036781356,2.735229,,
6,31,0.49364287,0.3469461,0.5187163,0.3475352,1.3913156,3.6124325,,
6,32,0.4668334,0.4074334,0.5474396,0.03620863,1.2481793,3.6606593,,
6,33,0.48602533,0.50955737,0.4552928,0.07949628,0.85505986,2.8947873,,
6,34,0.5334282,0.7138695,0.46377805,0.12972894,1.2926397,3.482297,,
6,35,0.46192837,-0.15921105,0.52792037,0.5004248,0.93955576,3.6978717,,
6,36,0.51052606,0.21454398,0.53455,0.518517,0.6139062,2.7306423,,
6,37,0.61716753,0.7042726,0.43009093,0.9450241,1.9319658,1.6012948,,
6,38,0.4987952,0.5239834,0.48692176,-0.07771808,0.2024146,3.11535,,
6,41,0.37220222,0.55456233,0.5318383,-0.26416782,0.97234315,3.6019561,,
6,42,0.48165476,0.3290294,0.49224934,0.22323024,0.6038471,3.7672834,,
6,43,0.5108496,0.36712277,0.5320796,0.37376404,0.856268,3.5588155,,
6,44,0.51522374,0.3228978,0.5095498,0.31003702,0.85098904,3.9968817,,
6,46,0.50186634,0.106471516,0.48303413,0.45930076,0.9170553,3.3179119,,
6,47,0.5561467,0.40858102,0.4550207,0.20236652,1.6061167,4.2233367,,
6,48,0.44680566,0.3254859,0.6263998,0.2950817,0.82672644,3.0658162,,
6,49,0.4799585,0.4556344,0.5194018,0.23451737,0.7226949,2.4767506,,
6,50,0.48313653,0.20086841,0.54617643,0.4765295,1.1692809,3.494841,,
6,51,0.48498553,0.40024185,0.52363896,0.260594,0.4242489,3.6139402,,
6,52,0.491978,0.45634395,0.49122798,0.16229658,0.8194191,2.6563401,,
6,53,0.53386176,0.44075528,0.48521435,0.2628779,0.3751873,2.7661393,,
6,54,0.49119943,0.5118984,0.52635705,0.008784076,0.7022979,3.583849,,
6,55,0.6336837,0.5000799,0.41931278,0.18232763,0.7530133,2.933086,,
6,56,0.47988605,0.37200156,0.5365747,0.4640599,0.85010445,3.1195502,,
6,57,0.50077754,0.421801,0.526766,0.15226528,0.6782272,3.9049664,,
6,58,0.5656613,0.35641128,0.426203,0.29348108,0.7447435,3.1907218,,
6,59,0.5052576,0.21443738,0.50831527,0.43773407,0.7023229,2.8657818,,
6,60,0.53637904,0.511117,0.42910865,-0.17004517,1.2943889,4.500315,,
6,61,0.5842596,0.44858843,0.4730411,0.078109816,0.6982618,3.2875957,,
6,62,0.5004683,0.42547968,0.5325002,0.5771853,0.94476223,3.1361628,,
6,63,0.48674518,0.6281851,0.582511,0.1495853,1.0114217,2.466104,,
6,65,0.60916245,0.9186634,0.5186306,0.44419566,1.1093653,1.5912064,,
6,66,0.48976356,0.1896361,0.57747006,0.27082995,0.7212782,3.8744671,,
6,68,0.47971976,0.33464786,0.5148372,0.22896987,0.4163435,3.0290928,,
6,69,0.48149246,0.45606074,0.5368785,0.2198856,0.8240359,3.4676292,,
6,70,0.47126192,0.74303585,0.5746467,0.3593474,0.32818246,2.9546566,,
6,71,0.43557036,-0.09414105,0.5938425,0.55891407,0.30338168,2.62028,,
6,72,0.55706966,0.44089112,0.45360857,0.1105765,0.20081544,3.127204,,
6,73,0.52290225,0.24491021,0.47702432,0.48267797,0.6429468,3.3345726,,
6,74,0.42770216,0.47543004,0.56741196,0.1747777,0.74169034,3.0999968,,
6,75,0.44196305,0.29472753,0.5811803,0.35930157,0.4769116,3.6316223,,
6,76,0.4432767,0.32795152,0.4972421,0.2600429,1.0234108,3.6379461,,
6,77,0.44362164,-0.08743253,0.52638674,0.549136,0.44755483,3.2541015,,
6,78,0.48014408,0.26990816,0.5843058,0.56024736,0.7752001,3.6525488,,
6,79,0.49926972,0.065759055,0.5054101,0.37560865,0.488533,3.7634706,,
6,80,0.48069692,0.38210967,0.5293083,0.37361723,0.8331625,3.1138964,,
6,81,0.5008346,0.47096503,0.51837146,0.1954655,0.5931684,3.809872,,
6,82,0.5315394,0.5346839,0.44632816,-0.16624378,0.4579695,2.8664536,,
6,83,0.5032093,0.6144582,0.51256186,0.036791317,1.1384833,3.574838,,
6,84,0.51562953,0.035989814,0.5056639,0.48857966,1.0425336,4.7350264,,
6,85,0.4345656,0.38724446,0.59301966,0.29373065,0.33940932,2.9224496,,
6,86,0.47985727,0.24400418,0.49920696,0.35791817,0.7565153,3.8496358,,
6,87,0.4966656,0.31841797,0.49810177,0.320734,0.82612956,3.7724776,,
6,88,0.5976712,0.5866667,0.44422856,0.21969838,0.47891217,2.9646592,,
6,89,0.46305084,0.39306217,0.5546624,0.92630893,1.3777924,3.3436599,,
6,90,0.48359823,0.35175824,0.48765913,0.3736546,1.0841516,2.939081,,
6,91,0.53541213,0.31355453,0.48823136,0.29323187,1.1736764,3.646432,,
6,92,0.5451484,0.27763203,0.44796464,0.31791404,0.94696796,3.6303074,,
6,93,0.5534804,0.5351114,0.40696606,0.06414821,0.4647115,3.213582,,
6,94,0.4857598,0.5572785,0.49533662,-0.12814777,0.63244104,3.2894926,,
6,95,0.49516207,0.40926027,0.48322845,0.299957,0.8691273,3.2097597,,
6,96,0.5276837,0.8180314,0.4599322,-0.37042058,0.7721646,2.7096114,,
6,97,0.49913114,0.35395858,0.50426126,0.4166383,0.16854759,3.2388558,,
6,98,0.4051545,-0.298889,0.66031283,0.7083077,0.38387918,3.0019574,,
6,99,0.41051114,-0.30203524,0.5884142,0.69497275,0.4888,3.545,,
6,100,0.5000963,0.23039225,0.4875534,0.38974708,0.5353013,3.021573,,
6,101,0.45917118,0.17880516,0.53466344,0.451622,0.4376437,3.6509244,,
6,102,0.46256053,0.17978941,0.51300365,0.39730152,0.44477338,3.7354777,,
6,103,0.5580005,0.5195869,0.46680307,0.25857896,1.0049729,2.3393269,,
6,104,0.4594354,-0.04913006,0.53739315,1.024822,0.9297928,3.9854164,,
6,105,0.6170564,0.5020662,0.47481507,0.2362901,0.27340794,3.1044736,,
6,106,0.51970184,0.21271199,0.46202722,0.17371757,1.3257163,5.313009,,
6,107,0.476699,0.14676161,0.45972866,0.24625051,1.139148,4.8629665,,
6,108,0.5451515,0.4511687,0.5036738,0.40112525,0.11849056,2.0482266,,
6,109,0.5074855,0.39609376,0.49103415,0.30947837,0.84680927,3.545221,,
6,110,0.4735976,0.13312627,0.4959708,0.57320243,1.4367378,4.502421,,
6,111,0.53293014,0.51692116,0.4827131,0.1950952,0.61323225,3.325774,,
6,112,0.468723,0.3251514,0.5120444,0.29732418,0.65280855,3.4617062,,
6,113,0.45459378,0.34460598,0.6111896,0.3381806,0.40957528,3.3364024,,
6,114,0.44130737,0.106269844,0.570644,0.43677434,0.3116668,3.5597951,,
6,115,0.4506964,0.060652114,0.5845772,0.883609,0.7388241,3.242699,,
6,116,0.5216221,0.25914127,0.45957476,0.36508417,0.565968,2.580048,,
6,117,0.45114154,0.31402034,0.5529537,0.5633314,1.2763544,3.3899586,,
6,118,0.5026512,0.5748285,0.49832737,0.32893264,0.93130594,3.8803582,,
6,119,0.510113,0.40174952,0.5460162,0.3897377,0.77943665,2.6938505,,
6,120,0.47855604,0.5053075,0.50668395,0.08341308,0.8911164,3.576046,,
6,121,0.47532368,0.1460514,0.59587026,0.6211412,0.4069273,3.087804,,
6,122,0.51859903,0.40194646,0.42594105,0.1560666,1.6070771,3.6512396,,
6,123,0.500628,0.16000824,0.5358103,0.91355985,0.79767936,2.5091236,,
6,124,0.48106724,0.85227627,0.5242611,0.09433277,1.1343676,3.520864,,
6,125,0.45436445,0.050550684,0.5266066,0.2249923,1.2574729,6.0664935,,
6,126,0.47801146,0.25145632,0.47661167,0.358957,0.56096405,3.6684878,,
6,128,0.55040056,0.66406345,0.5108536,0.1807253,1.0200405,2.6366048,,
6,129,0.54562426,0.23002534,0.41423172,0.41786486,0.5274705,3.4058807,,
6,133,0.43440402,0.19522196,0.58062273,0.62762904,0.8065668,3.3415911,,
6,134,0.5121976,0.3026922,0.48237643,0.3530854,0.96561533,3.637439,,
6,135,0.43270814,0.36482516,0.5900485,0.28650388,1.023004,3.5820775,,
6,136,0.38752457,0.39176467,0.65313584,0.53756803,0.77978086,2.2612565,,
6,137,0.48874387,0.22600995,0.5043594,0.40635988,0.9045625,3.5348275,,
6,138,0.4472975,0.4023011,0.5635103,0.5684023,0.65423363,2.1289096,,
6,139,0.4820912,0.39498284,0.527444,0.32668665,0.5489981,2.4560804,,
6,140,0.5011401,0.3091745,0.52258116,0.43026203,0.59890676,3.152017,,
6,141,0.47821492,0.26304713,0.51555645,0.33400267,1.0796497,3.6508644,,
6,142,0.49143592,0.35906652,0.5688459,0.54029804,0.60819656,3.55925,,
6,143,0.61729115,0.52420837,0.34676427,0.009835837,0.9059193,3.4873364,,
6,144,0.6011133,0.4213202,0.46142644,0.36849362,1.0349654,3.5823443,,
6,145,0.4958315,0.22782089,0.4805432,0.3889175,1.3360057,4.3195605,,
6,146,0.45693564,0.27062863,0.50146925,0.38627607,0.535734,2.4352367,,
6,147,0.40653628,0.33561867,0.66469604,0.44049117,0.9749992,1.939652,,
6,148,0.50963205,0.46334407,0.4513532,0.14179389,0.60016406,2.2983155,,
6,149,0.51822275,0.32040974,0.4696929,0.43236572,0.4905094,1.5486014,,
6,150,0.48375604,0.47247264,0.5160777,0.16992466,0.966121,3.8193557,,
6,151,0.49275815,0.39093184,0.48054814,0.22817172,0.91071093,3.564428,,
6,152,0.5300932,0.4646908,0.45397857,0.14577326,0.534535,3.1589532,,
6,153,0.5525202,0.4704851,0.43427482,0.33765054,0.66386306,2.7646997,,
6,154,0.5390861,0.17732064,0.50864816,0.57355416,0.6365828,2.7616363,,
6,155,0.5125536,0.6229764,0.46085784,-0.011889944,1.2919315,3.2573116,,
6,156,0.5168225,0.24557213,0.5348215,0.4856244,0.6552308,3.22961,,
6,157,0.5494818,0.45242548,0.4495279,0.120295845,0.62973714,2.9792576,,
6,158,0.48691946,0.15131828,0.55520684,0.61882174,0.75095475,3.579649,,
6,159,0.5374387,0.76350904,0.4645287,0.15620217,0.6327485,3.5902748,,
6,160,0.5894886,0.60038966,0.45403433,0.25277236,0.55880743,3.3410394,,
6,161,0.44718137,0.19973522,0.5677725,0.61621594,1.0767761,2.194438,,
6,162,0.4754472,0.06029305,0.46177343,0.55141,0.982346,3.030911,,
6,163,0.50346404,0.56791526,0.50824964,0.4237625,0.80435085,2.3863664,,
6,164,0.4945115,-0.014089463,0.49679315,0.6135644,0.36693633,3.2271717,,
6,165,0.5611686,0.27336198,0.47999308,0.29408297,0.5357629,3.996636,,
6,166,0.5405987,0.4640404,0.45953014,0.06451445,1.0082886,4.2116456,,
6,167,0.46866062,0.2539842,0.5571717,0.6058844,1.1901841,3.5590405,,
6,168,0.5194553,0.7030027,0.47988907,0.29502916,0.20681465,2.221968,,
6,169,0.50116915,0.30568537,0.4829059,0.3163825,0.7722979,2.6896362,,
6,170,0.46495324,0.38503364,0.5278206,0.16433424,0.51064926,3.4258275,,
6,171,0.4418745,0.47493652,0.5279632,0.10591139,0.508728,3.455511,,
6,172,0.51874876,0.41696104,0.49203897,0.078701966,0.77646494,3.9185405,,
6,173,0.49634635,0.39623523,0.5033223,0.23517045,0.9653115,2.8910265,,
6,174,0.4899519,0.538839,0.5543553,1.2965196,1.4368311,2.3435025,,
6,175,0.47199166,0.09353683,0.5722233,0.4091528,1.1809266,3.7754955,,
6,176,0.48894233,0.23219597,0.60622394,0.5149688,1.0803516,3.6631784,,
6,177,0.5354433,0.39461994,0.48872063,0.38550198,0.30870664,3.439399,,
6,178,0.48564595,0.2570008,0.4899889,0.37469712,0.26767853,2.8326054,,
6,179,0.5107976,0.4269119,0.5147584,0.514512,0.433651,2.7768435,,
6,180,0.52250326,0.22594708,0.5241099,0.5138195,0.40641963,2.9843864,,
6,181,0.422429,-0.003129745,0.5579951,0.9151358,1.5677665,3.5620134,,
6,182,0.5199175,0.23238462,0.5161816,0.644421,0.62966913,3.215977,,
6,183,0.511973,0.44168705,0.502019,0.28758013,0.61155385,3.2425013,,
6,184,0.4644013,0.1314977,0.54087615,0.62298965,1.2707994,4.0421295,,
6,185,0.48433268,0.16696964,0.5723102,0.4317855,0.8150986,3.511367,,
6,186,0.51926076,0.06343614,0.45330414,0.5847523,1.0989637,4.3232393,,
6,187,0.5340154,0.33186716,0.48660251,0.20118394,0.8083857,3.863927,,
6,188,0.53828686,0.3474086,0.458373,0.21044448,0.52273345,3.3498938,,
6,190,0.5354305,0.3549118,0.45343181,0.05134324,0.46473593,4.1681466,,
6,191,0.51307446,0.30584356,0.49914724,0.5384347,0.39338407,2.450056,,
6,192,0.51251876,0.3536816,0.49893984,0.2947669,0.66214,3.6814976,,
6,193,0.45592707,0.40707892,0.5639783,0.17519286,1.0119512,3.8689826,,
6,194,0.44482362,0.17787078,0.55086976,0.51279896,0.79370904,2.6803572,,
6,195,0.47675753,0.22666585,0.46827123,0.3907983,0.77471155,3.2414231,,
6,196,0.52442396,0.1810034,0.4936157,0.6910795,0.52108705,3.1567678,,
6,197,0.53079325,0.41815034,0.5034441,0.023325233,0.79365355,3.5994523,,
6,198,0.48522794,0.4600236,0.5422897,0.32004523,0.7912908,2.7451413,,
6,199,0.5121226,0.3437162,0.46878222,0.17404473,0.5505879,3.8589907,,
6,200,0.4569956,0.33607212,0.57979953,0.28837633,0.8456191,3.5299263,,
7,1,0.5381786,0.3746838,0.46547145,0.47369832,0.8119032,3.3673873,,
7,2,0.55936164,0.28731096,0.40677807,0.43993422,0.41219378,3.2413223,,
7,3,0.52798355,0.7518772,0.5097907,0.5311567,0.7464342,3.0509071,,
7,4,0.54606473,0.4341574,0.4622566,0.21089517,0.7587019,4.493118,,
7,5,0.59585685,0.1455562,0.48212087,0.89723843,0.56959635,2.452849,,
7,7,0.51925975,0.26311785,0.4457281,0.33560497,0.85414225,3.2230942,,
7,8,0.5460279,-0.025561476,0.40024215,0.31160563,0.589132,3.242788,,
7,9,0.4715126,0.0012092981,0.46688813,0.29194912,0.2699803,3.7285314,,
7,10,0.5707167,0.55413055,0.41818088,0.2418775,0.1971441,2.8977137,,
7,11,0.56046474,0.41629145,0.40557072,0.83738494,0.8611345,2.8606272,,
7,12,0.5387243,0.25972518,0.48122618,0.61165804,1.0788386,3.3309767,,
7,13,0.55916923,0.9212865,0.4866938,0.3760844,0.6511142,1.8688097,,
7,14,0.6264689,0.35001755,0.3815051,0.35629857,-0.024922617,2.6923127,,
7,15,0.5278471,0.42203683,0.5182529,0.4480687,0.13619432,3.236624,,
7,16,0.53949255,0.2231683,0.507886,0.38604996,0.13040538,2.40125,,
7,17,0.4596392,0.30892658,0.55597407,0.50175416,0.23644562,1.8191152,,
7,19,0.5023484,0.30462605,0.49959645,0.99758685,0.5108764,2.1245575,,
7,20,0.5280445,0.4677523,0.5034261,0.7559001,0.34145916,2.675734,,
7,21,0.56248194,-0.04686576,0.4478336,0.35834524,0.5366506,3.0674806,,
7,22,0.4839117,0.41339123,0.52051854,0.32824588,0.3247872,2.5539634,,
7,23,0.5687094,0.23874831,0.50785,0.5010534,0.9075519,3.3269262,,
7,24,0.4936844,0.18181083,0.4762588,0.42972648,0.08577689,3.140658,,
7,25,0.5638221,0.5087944,0.4241367,0.26530176,0.5414959,2.760803,,
7,26,0.57477456,0.22337621,0.4489471,0.37956062,0.60232747,3.234054,,
7,27,0.5025184,0.14548662,0.47457942,0.32429728,0.5217097,3.0569847,,
7,29,0.5892043,0.017959876,0.41811803,0.52199244,0.38110307,2.4248564,,
7,30,0.605075,0.21596816,0.42549664,0.36186743,0.5718018,3.7966669,,
7,31,0.62202746,0.30711707,0.42113256,0.41272157,0.37502944,2.4488244,,
7,32,0.53750837,0.3671016,0.51143867,0.510007,0.32122564,2.2246804,,
7,33,0.50728023,0.3418635,0.481289,0.26805648,0.8839239,2.66398,,
7,34,0.5152438,0.5241588,0.4806667,0.2130803,0.44725865,2.7807288,,
7,36,0.48173276,0.06902125,0.479276,0.30258673,0.7085234,2.430866,,
7,37,0.53115284,0.5301948,0.5088839,0.25854525,0.37304062,2.7356262,,
7,38,0.5710964,0.20882437,0.4081397,0.34844822,0.5588589,3.484036,,
7,39,0.5388234,0.056776263,0.44177765,0.36598086,0.43516213,2.4740713,,
7,40,0.5545098,0.06234572,0.4750329,0.27706102,0.9617444,2.7201505,,
7,41,0.5081658,0.42822462,0.5243035,0.40542123,0.60824,3.2203617,,
7,42,0.5235365,0.39991248,0.5318016,0.48014218,0.4621851,3.291459,,
7,43,0.5901397,0.534539,0.38804564,0.39334777,0.55330074,3.2201235,,
7,44,0.5022749,0.4511577,0.5067972,0.3182051,0.56292415,2.5946133,,
7,45,0.51867795,0.56385976,0.43683633,0.2879075,0.32046834,3.3384695,,
7,46,0.53650475,0.50819534,0.47614932,0.52434945,1.031418,3.1541076,,
7,47,0.47531396,0.33889228,0.52455324,0.38411257,0.52998155,2.7211645,,
7,48,0.5329078,0.3851031,0.44166848,0.6513575,0.7436627,2.4572847,,
7,49,0.55764693,0.21593216,0.4075154,0.37022296,0.78140306,3.2419286,,
7,50,0.5283797,0.16343476,0.4406921,0.47829762,0.97166,3.6396048,,
7,51,0.5259561,0.68122685,0.5217988,0.44530407,0.8058807,3.0902035,,
7,52,0.5065976,0.17606713,0.53883463,0.4370128,0.35738808,2.7257261,,
7,53,0.55976254,0.5710071,0.46366748,0.32750985,0.55698764,3.3164241,,
7,54,0.6232052,0.7491009,0.42383316,0.71655375,0.8206346,1.3707745,,
7,55,0.51944447,0.20579654,0.5998945,0.8892552,0.69555694,2.855878,,
7,56,0.61884296,0.4421849,0.4145929,0.40411904,0.21304443,2.4132712,,
7,58,0.6095209,0.3508759,0.41244143,0.36231717,0.55730146,3.5113018,,
7,59,0.48273206,0.41451848,0.49772796,0.39152813,0.6255877,3.3356402,,
7,60,0.485529,0.4912386,0.5036019,0.3959789,0.80787635,3.9597645,,
7,61,0.57298857,0.2912296,0.4173249,0.30357015,0.87996316,2.8420382,,
7,62,0.57955295,0.18233049,0.37693602,0.5031018,0.46242166,2.0892067,,
7,63,0.4609418,0.4974052,0.5748348,0.37096667,0.21251167,1.7127407,,
7,64,0.54184943,0.4296371,0.5204766,0.8882389,0.69716597,1.5671912,,
7,65,0.5436727,0.43843108,0.4557157,0.33558938,0.73487234,3.3605459,,
7,66,0.56376004,0.54409266,0.44124988,0.5299371,0.46151757,1.9794248,,
