0,p_id
69.4840500463392,1
68.484347826087,2
69.4305405405405,3
66.4911111111111,4
62.5226666666667,5
67.5256666666667,6
63.9309756097561,7
65.2914285714286,8
67.664,9
66.1429032258064,10
61.81,11
63.6684615384615,12
64.1951515151515,13
63.6620588235294,14
67.1097222222222,15
67.2506666666667,16
67.9873529411765,17
67.9529411764706,19
64.5721739130435,20
66.9875,21
68.2105769230769,22
68.6684210526316,23
67.0791666666667,24
58.725,25
68.115,26
64.2816666666667,27
1.66250367040385,2
2.35952363067777,1
2.47032942691405,3
3.82442624600228,4
2.53072421600444,5
2.17605413746887,6
2.19939173963854,7
1.71336981835615,8
2.2756922023859,9
2.02247240368217,10
1.68831276723242,11
1.61733532035306,12
2.82338573481835,13
2.26360503489692,14
1.96521679808922,15
2.26181180553957,16
3.07641498247311,17
1.62063872446107,19
2.20757159159467,20
1.86535130307161,21
1.69234657075182,22
3.50801285577769,23
3.108774281969,24
2.07834228813896,25
1.7605851300065,26
3.38781801747677,27
