0,p_id
75.1518987341772,2
74.717288491855,1
83.3924050632911,3
89.4576271186441,4
91.7068965517241,5
86.8421052631579,6
83.4864864864865,7
83.0,8
95.3272727272727,9
88.5833333333333,10
74.75,11
68.9324324324324,12
87.741935483871,13
86.3647058823529,14
81.6025641025641,15
84.027397260274,16
79.2236842105263,17
87.8701298701299,19
71.5333333333333,20
82.8857142857143,21
79.3243243243243,22
70.6410256410256,23
84.0,24
65.2837837837838,25
83.2105263157895,26
87.2987012987013,27
8.37281607379396,1
8.74875611318977,2
10.0949564984509,3
8.16494194902671,4
10.4931199191772,5
5.03838648238349,6
11.1013305919054,7
8.18977800481282,8
10.5796004710928,9
10.7477478806977,10
10.9119855467018,11
7.822221737226,12
10.6354425773186,13
9.11807083139161,14
8.18033712128757,15
7.52398498643528,16
8.16431043703513,17
10.1739484770904,19
7.22296138513637,20
9.47237456592508,21
11.0020024430277,22
7.29699165725762,23
10.0358731558345,24
6.60120427010283,25
10.5796229163724,26
9.63281799380165,27
