,mean_error,sd_error
0,0.0008675216219031362,0.0023794634157166955
1,0.0013767927413274941,0.011937324833817521
2,0.002244216265065019,0.018875120298519128
3,0.0021401918993505485,0.019452270402696058
4,0.002875419141885858,0.02282857891065592
5,0.0032108350083841497,0.026928078171002644
6,0.003173901847041187,0.030707402832713997
7,0.004777054942854478,0.03616842610325351
8,0.004265767028161546,0.03564832871414008
9,0.004613749918165974,0.03826303844587919
10,0.004687894895886325,0.038904906397959536
11,0.004901006498816314,0.04024987497438195
12,0.005050460806626571,0.04340145116852847
13,0.006114845340612171,0.04907216143566961
14,0.006288749245127116,0.05192705517340277
15,0.006965931451025267,0.056209772074205654
16,0.007957298677869103,0.06045901592977152
17,0.00827604888200896,0.062448971507297966
18,0.008006775193537721,0.06361019870067094
19,0.008189020898307395,0.06366770765313898
20,0.008285167843733662,0.0640222358203574
21,0.008565054066949549,0.06777478120033104
22,0.008650213009543911,0.06599667888751012
23,0.009756693614598862,0.07140583002630896
24,0.009847323543478538,0.07261379684759181
25,0.00998548565474111,0.0750770848997575
26,0.010532109395391683,0.07723355416505792
27,0.01107519837759996,0.0797362605668524
28,0.010768257748700778,0.07996087551399006
29,0.011045673118680297,0.08260522707167486
30,0.0122367242708043,0.08442471814916108
31,0.01253706960022179,0.08659726599952836
32,0.012243312603715036,0.0860246658852313
33,0.012541244240304332,0.09033879618959456
34,0.012541253499832844,0.09093373325856513
35,0.01336793311266403,0.09214284180679011
36,0.013315941702389526,0.0938746440794351
37,0.013432774652041075,0.09550336486697336
38,0.01365959288311841,0.09718610465661359
39,0.014066764927425885,0.09962060026166378
40,0.013741511139056965,0.09995634433015671
41,0.014434148519557762,0.10154321958839005
42,0.014273543428286569,0.10394571709414396
43,0.014374171483237521,0.10373373377881676
44,0.014720224833435696,0.10519450647439493
45,0.014845586363984208,0.10528541914555817
46,0.014820421996088417,0.10567136315534548
47,0.014874254758415365,0.10640219044906757
48,0.014879060063091771,0.1055436568492851
49,0.01543474519289761,0.10616988685045425
50,0.014992130166400466,0.10654947651245048
51,0.01494455501292673,0.10786092350627768
52,0.015083756205725437,0.10955678711872915
53,0.01512802645646966,0.10877287613461592
54,0.01538048925178732,0.11016522789531788
55,0.015244095446098196,0.11075389468973612
56,0.01557891446708536,0.1120034811718546
57,0.015617800394635162,0.1117308744390379
58,0.015693881615579563,0.11214808114826286
59,0.015447863182180315,0.11232207643480774
60,0.015929456322714846,0.1135068863277014
61,0.015866721621260207,0.11353973667687686
62,0.016140161292095914,0.11429660048639886
63,0.015830315029936082,0.11447963802838601
64,0.016010019216738305,0.11455470633904147
65,0.016022008721391725,0.11468495889648717
66,0.01604763786509421,0.11429902803369768
67,0.015825535326457942,0.11513215101731178
68,0.015900578160535136,0.11575019392731573
69,0.015822202313169494,0.11632297306698189
70,0.01611019626292656,0.11733190449461148
71,0.016098083026573024,0.11637260205236985
72,0.016529881553069236,0.11722255325375505
73,0.0164890350722857,0.11776020173951529
74,0.016534150934048763,0.11757653873459495
75,0.0165513705563461,0.11813823414395258
76,0.016848253749275965,0.11859357929192232
77,0.017063998870275054,0.11953748180361229
78,0.01667422940048491,0.11973486056473304
79,0.016747550784671984,0.12084090202330264
80,0.0171769943089853,0.12067067577028917
81,0.017020366191851276,0.12090635972574787
82,0.016989578207077843,0.12108242579600212
83,0.017248719865274816,0.12084620343339977
84,0.017566027542086003,0.12244338036954225
85,0.01785568767186783,0.12175720887189717
86,0.01718081445337159,0.12328392705872324
87,0.017819800610022477,0.12331281690264378
88,0.017706615123186793,0.12381450157090507
89,0.018112701189706547,0.12310048104104249
90,0.017860187785976183,0.12401845820839139
91,0.017787831141333813,0.12404043582920785
92,0.017937685581258602,0.1226065420081574
93,0.018105892838173373,0.12401276494888888
94,0.018086761122983765,0.1242955040558382
95,0.018233197790799,0.12560176319428096
96,0.018351226024487913,0.12612854004771967
97,0.01826358176204312,0.1256031403174772
98,0.018389554749385435,0.12520342727918798
99,0.018491920707057043,0.12587994118236995
