,reconstruction_loss,kl_loss,elbo,cat_acc,epoch,kl_scale,0_acc,1_acc,2_acc,3_acc,4_acc,5_acc,6_acc,7_acc,8_acc,9_acc,10_acc,val_reconstruction_loss,val_kl_loss,val_elbo,val_cat_acc,val_epoch,val_kl_scale,val_0_acc,val_1_acc,val_2_acc,val_3_acc,val_4_acc,val_5_acc,val_6_acc,val_7_acc,val_8_acc,val_9_acc,val_10_acc,loss
0,6.9073126394064e-310,1.1417871761e-313,1.14178688574e-313,1.14178755426e-313,6.9073126394064e-310,6.9073126394064e-310,6.9073126394064e-310,6.9073126394064e-310,6.9073126394064e-310,6.9073126394064e-310,6.9073126394064e-310,6.9073126394064e-310,6.9073126394064e-310,6.9073126394064e-310,6.9073126394064e-310,6.9073126394064e-310,6.9073126394064e-310,6.9073126394064e-310,6.9073126394064e-310,6.9073126394072e-310,6.90731263940876e-310,1.14178698277e-313,6.9073126394072e-310,6.90731263940955e-310,6.9073126394064e-310,6.9073126394048e-310,6.90731263940955e-310,6.9073126394064e-310,6.9073126394048e-310,6.90731263941034e-310,6.9073126394072e-310,6.90731263941034e-310,6.9073126394072e-310,6.90731263941034e-310,"<autoencoder name=autoencoder, built=False>"
1,0.8918763399124146,7.222206115722656,0.891892671585083,0.6373979449272156,0.0,2.2603242086915998e-06,0.044371869415044785,0.6840437650680542,0.0034582132939249277,0.00470264395698905,0.01250977348536253,0.6776084303855896,0.0025891829282045364,0.009135554544627666,0.6663011312484741,0.0021821067202836275,0.6755393147468567,0.8273296356201172,18.236188888549805,0.8273709416389465,0.6364688873291016,0.0,2.2603242086915998e-06,0.021077238023281097,0.6774831414222717,0.010797631926834583,0.004435483831912279,0.03951976075768471,0.7017809748649597,0.01603153720498085,0.006238679867237806,0.6542969346046448,0.013237925246357918,0.6596587896347046,"<autoencoder name=autoencoder, built=False>"
2,0.7251479625701904,10.580163955688477,0.7251744866371155,0.7151696085929871,1.0,2.4980452053569024e-06,0.06971677392721176,0.768170177936554,0.006750240921974182,0.002512275939807296,0.029625779017806053,0.7559515833854675,0.00999855063855648,0.013015069998800755,0.7470136284828186,0.0,0.7589002251625061,0.7543857097625732,29.111330032348633,0.7544584274291992,0.6724768280982971,1.0,2.498044977983227e-06,0.01988924853503704,0.7271828651428223,0.00592128187417984,0.0031250000465661287,0.026013007387518883,0.7145379781723022,0.0018396846717223525,0.0027168444357812405,0.6906859278678894,0.0010733453091233969,0.7179762721061707,"<autoencoder name=autoencoder, built=False>"
3,0.629275918006897,12.010871887207031,0.6293091177940369,0.7557888627052307,2.0,2.7607643460214604e-06,0.09172496944665909,0.8110306262969971,0.03152027726173401,0.0030883613508194685,0.048894669860601425,0.7970397472381592,0.01453237421810627,0.016605166718363762,0.7895742058753967,0.00019743337179534137,0.8016882538795471,0.7479151487350464,39.531517028808594,0.7480242848396301,0.6873697638511658,2.0,2.760764573395136e-06,0.036827683448791504,0.7439790964126587,0.006269592326134443,0.007560483645647764,0.025512756779789925,0.7282257676124573,0.000788436271250248,0.003421211615204811,0.7233153581619263,0.010733452625572681,0.7147402763366699,"<autoencoder name=autoencoder, built=False>"
4,0.5777135491371155,13.007955551147461,0.5777531862258911,0.7845256924629211,3.0,3.0511168915836606e-06,0.10164862871170044,0.8389418721199036,0.042439304292201996,0.004341368563473225,0.05735790356993675,0.8278565406799316,0.013826875947415829,0.017719242721796036,0.8199559450149536,0.0011829653521999717,0.8325731158256531,0.7640542984008789,47.43742370605469,0.7641990780830383,0.6926001906394958,3.0,3.051117118957336e-06,0.0495123490691185,0.7346619367599487,0.004876349586993456,0.007963709533214569,0.020010005682706833,0.7314462661743164,0.0018396846717223525,0.00402495451271534,0.7463973760604858,0.01610017940402031,0.7170538902282715,"<autoencoder name=autoencoder, built=False>"
5,0.5520758032798767,13.68994140625,0.5521219372749329,0.8020985126495361,4.0,3.372002765900106e-06,0.11328330636024475,0.8536497950553894,0.046529512852430344,0.0064047579653561115,0.05644525960087776,0.8469913005828857,0.017957190051674843,0.022165793925523758,0.8399603962898254,0.003744580317288637,0.8508725762367249,0.8099203705787659,59.3589973449707,0.8101205229759216,0.6911451816558838,4.0,3.372002765900106e-06,0.06231198087334633,0.7330153584480286,0.004528039135038853,0.005645161494612694,0.01750875450670719,0.7234867811203003,0.004467805381864309,0.005936808418482542,0.7522629499435425,0.009302325546741486,0.7131838798522949,"<autoencoder name=autoencoder, built=False>"
6,0.5366598963737488,13.846795082092285,0.5367114543914795,0.8136438727378845,5.0,3.726639533851994e-06,0.13632424175739288,0.8622916340827942,0.04556029289960861,0.011940984055399895,0.06786739826202393,0.858429491519928,0.024867041036486626,0.029114393517374992,0.8523685336112976,0.006708760745823383,0.8633619546890259,0.8330318927764893,65.4697036743164,0.8332759141921997,0.6968450546264648,5.0,3.7266393064783188e-06,0.05853724107146263,0.7349832057952881,0.0031347961630672216,0.005745967850089073,0.009004502557218075,0.7134795188903809,0.01471747737377882,0.010666130110621452,0.7701420187950134,0.0075134169310331345,0.7293969988822937,"<autoencoder name=autoencoder, built=False>"
7,0.5260887742042542,14.041101455688477,0.526146650314331,0.822312593460083,6.0,4.118573542655213e-06,0.15122759342193604,0.8705043792724609,0.05056719854474068,0.020809577777981758,0.07967817038297653,0.8666369915008545,0.027263596653938293,0.03827877342700958,0.861857533454895,0.009649468585848808,0.8713709712028503,0.8726544380187988,69.17465209960938,0.8729392886161804,0.6846332550048828,6.0,4.118573542655213e-06,0.056697770953178406,0.727800726890564,0.004528039135038853,0.002822580747306347,0.0120060034096241,0.6948001384735107,0.013929041102528572,0.017911048606038094,0.741511344909668,0.007155634928494692,0.7338018417358398,"<autoencoder name=autoencoder, built=False>"
8,0.5171668529510498,14.341093063354492,0.5172321200370789,0.828805685043335,7.0,4.551722668111324e-06,0.16572774946689606,0.8767524361610413,0.05615384504199028,0.03721543774008751,0.09926854819059372,0.8722171783447266,0.031164728105068207,0.04722825065255165,0.8680188059806824,0.02372010238468647,0.877173662185669,0.8296999335289001,68.33076477050781,0.8300109505653381,0.7085517644882202,7.0,4.551722668111324e-06,0.037958189845085144,0.7527679800987244,0.0038314175326377153,0.0043346774764359,0.011005503125488758,0.7241755127906799,0.013140604831278324,0.019822901114821434,0.7615510821342468,0.0067978533916175365,0.763442873954773,"<autoencoder name=autoencoder, built=False>"
9,0.5108419060707092,14.419921875,0.5109145045280457,0.8333925008773804,8.0,5.030431566410698e-06,0.1784772425889969,0.8806716799736023,0.06382160633802414,0.05661024525761604,0.11050441861152649,0.8767341375350952,0.03442811965942383,0.06232144683599472,0.8719796538352966,0.04770352691411972,0.8810193538665771,0.7913830876350403,64.07774353027344,0.7917054295539856,0.7328031659126282,8.0,5.030431566410698e-06,0.03688516840338707,0.7774417400360107,0.002786485478281975,0.012701612897217274,0.017008503898978233,0.7532690167427063,0.012614980340003967,0.018816662952303886,0.7873930335044861,0.008586762472987175,0.7861521244049072,"<autoencoder name=autoencoder, built=False>"
