"pop","individual","val_mean_oil","val_mean_protein","val_mean_silk","val_mean_starch","val_mean_tassel","val_sd_oil","val_sd_protein","val_sd_silk","val_sd_starch","val_sd_tassel"
1,105,3.9225,13.1875,82.3333333333333,68.635,79.1666666666667,0.464856608715706,1.29458809407986,10.112698288126,1.97906543600761,10.4387100097027
1,106,3.9275,12.595,77.8333333333333,67.7525,75.1666666666667,0.676479859271509,2.11197380034255,14.274686219552,3.7703702293895,11.6002873527627
1,107,4.86833333333333,13.265,76,69.5783333333333,74.1666666666667,0.750610862342577,0.991095353636571,11.7983049630021,2.01908312524935,11.7203526681865
1,108,4.455,13.6325,74.3333333333333,67.3525,73.3333333333333,0.377756535350482,0.425470327990096,8.09114742583935,0.53562269058234,7.78888096369861
1,109,3.91833333333333,12.41,73.6,69.2933333333333,75,0.267014356667702,0.701940168390441,5.68330889535313,2.490105754113,8.67179335547152
1,110,3.594,12.626,79.6666666666667,68.208,77,0.386173536120745,0.91426473190209,9.24481836850604,1.49139867238777,9.1214034007931
1,111,4.8525,12.435,77.3333333333333,69.735,76.5,0.696054356115,1.34326716131478,6.74289749786148,1.49116285719121,6.22093240599832
1,114,4.11166666666667,14.1683333333333,79.6666666666667,66.4533333333333,77.8333333333333,0.905591887478387,0.699926186584462,12.1435854123346,2.0071937292316,11.5830335692627
1,115,4.80833333333333,12.9266666666667,76.1666666666667,69.375,74.5,0.416625331282997,2.00207558964857,9.28260021042955,1.83234003394567,8.68907359849138
1,116,4.35,12.865,76.8571428571429,68.73,75.7142857142857,0.510411598614295,0.737041382827315,7.0575862594462,1.96141785451239,7.11135912265922
1,117,3.64,11.3,75.7142857142857,70.33,75.2857142857143,0.437187983976382,0.729383301152419,8.95757194992567,1.81547055424574,8.07701029082514
1,118,3.81,11.7375,79.5,69.025,76.8333333333333,0.279761803444764,1.80590466710363,9.58644876896549,2.01061350504433,9.9079092984679
1,119,4.085,14.2316666666667,74.5714285714286,68.4816666666667,74,0.567089058261575,1.23047009986698,8.99735410842437,1.6876897424191,9.55684745788763
1,120,3.56,12.2966666666667,80,71.295,77.1666666666667,0.43058100283222,1.00322812294446,12.6964561984831,1.86127644373425,9.06458309392477
1,121,4.185,14.01,79.5,67.5366666666667,77.3333333333333,1.03074245085763,0.394258798253127,6.77495387438173,1.21690865173466,6.80196050169851
1,122,4.13,13.7466666666667,78.7142857142857,68.1283333333333,74.7142857142857,0.286914621446869,1.82588791185732,10.7349008024339,2.32925238363443,9.30437685024788
1,123,4.11,12.06,77.2857142857143,68.005,76.5714285714286,0.456070170039655,1.19624412224261,7.36465173909094,1.46365979653743,7.34522844793686
1,126,4.528,12.03,81.3333333333333,70.432,78.8333333333333,0.903061459702494,1.78054766855594,13.3815793786334,1.31843467794199,11.9568669251885
1,127,3.642,13.622,80.1666666666667,65.41,78.1666666666667,0.394993670835369,0.809919749110985,14.2325917058934,4.36815750631774,14.770466027403
1,128,4.06166666666667,13.4533333333333,72.2857142857143,69.6433333333333,71.8571428571429,0.360134234233107,1.46601045926237,10.5627377403507,1.92118366291895,10.5424312728543
1,129,4.07,13.928,79.1666666666667,69.102,76.5,0.797464732762521,1.50263768087986,14.2466370300737,1.6288554263654,11.4324100696222
1,130,3.548,13.612,79,67.4,76.8571428571429,0.346943799483432,0.904251071329197,12.2065556157337,2.26621931860091,9.44154950963332
1,131,4.06666666666667,13.3783333333333,76.1666666666667,68.4383333333333,73.3333333333333,0.730689172402785,1.85020449320249,8.20771994324043,3.0651682933677,7.28468713581213
1,132,3.335,13.74,82.6666666666667,68.5375,80.6666666666667,0.275015151097777,0.307571129984594,7.99166232186187,0.866193781244514,7.89092305542683
1,133,3.89833333333333,13.8383333333333,78,69.1033333333333,74.6666666666667,0.588435779560239,1.26480696814441,9.40212741883453,1.39043398500852,8.73307887670017
1,134,4.66,15.4583333333333,79.6666666666667,67.3466666666667,76,0.752276544895559,0.777931016650363,9.68848113311197,1.0465498873282,9.338094023943
1,135,3.97,13.092,80.2,67.002,79.4,0.697316284049068,0.723650468112886,11.8827606220104,2.20249177069972,11.238327277669
1,136,3.6575,11.6525,77.4285714285714,68.445,76.8571428571429,0.723389014753933,1.63249042876214,8.69592132088646,2.96313460151014,8.62995889191776
1,137,4.476,12.808,76.7142857142857,67.244,77.4285714285714,0.569368070759153,0.899733293815451,8.01486713789413,2.53106301778522,10.4858180869392
1,138,3.685,12.34,78.6666666666667,69.81,77,0.559791627899763,1.11913657194583,10.6520733506049,1.34506505418883,11.0090871556183
1,139,4.125,11.675,76.1666666666667,70.875,74.3333333333333,0.619112267686564,0.70240064540593,6.24232862533419,1.3763357148603,6.43946167522307
1,140,4.06666666666667,14.275,75.6666666666667,68.87,73.5,0.326843489558331,1.1637310685893,9.56382071489563,1.99522429816801,7.96868872525461
1,141,5.1575,11.805,75.6666666666667,68.7425,74.6666666666667,0.72122003115092,1.171594355284,8.95916662791058,1.59414292542001,9.22315925627801
1,144,4.18285714285714,13.28,73.8571428571429,70.1214285714286,72.4285714285714,0.375531369560267,1.17109635242651,8.64924989866311,1.55897860335358,7.80720058358827
1,145,3.78666666666667,12.2,76.7142857142857,70.9016666666667,75.2857142857143,0.539209297644863,1.18591736642989,8.30088922373753,1.40271760046942,7.73981665834288
1,146,4.35,11.3025,81.1666666666667,72.375,77.8,0.45912961132996,0.898902108129689,9.45339445208263,1.40467077993386,7.98122797569397
1,147,4.485,13.2475,75.6666666666667,71.21,75.5,0.35939764421413,0.716397236175573,10.8012344973464,1.24881276952685,11.0589330407594
1,148,4.5,11.6175,75.5,70.3625,73,0.685370945790185,0.290330271702189,9.48156105290685,2.24357415745502,10.4880884817015
1,149,4.39714285714286,11.5671428571429,75.1428571428571,70.2985714285714,72.7142857142857,0.550687881523775,1.19935697057096,9.88986975695453,1.52662403766643,9.05012496625112
1,150,3.6425,12.6675,76.3333333333333,71.4775,73.8333333333333,0.375,0.898011692574212,11.5181016954473,1.41855266615895,10.0681014430064
1,151,3.425,11.65,73.6,72.2475,77.3333333333333,0.359490380028914,1.0491583928718,7.02139587261678,1.37976749249043,15.4229266569827
1,152,4.03571428571429,13.4142857142857,74.5714285714286,68.0414285714286,73.4285714285714,0.394877919651848,1.25002476165951,9.08950205561601,2.41303010460174,8.75323069609431
1,153,4.508,11.4,74.7142857142857,71.004,74.4285714285714,0.32003124847427,1.38940634804941,7.76132045711909,0.634846438125,7.61264612026468
1,154,3.76666666666667,11.3933333333333,79.3333333333333,70.445,77.3333333333333,0.501624029195838,0.82761504739019,11.3959056975155,1.51803491395949,9.79115246876825
1,156,3.965,12.6466666666667,78.8333333333333,68.7516666666667,76.3333333333333,0.395259408490171,1.26094673427019,11.6518954109049,1.64674729897051,11.1474959819085
1,157,3.47,12.25,78,69.43,74.8333333333333,0.343025752191678,0.574166061925178,6.92820323027551,0.876698351772146,7.02614166286638
1,158,4.186,15.494,77.1666666666667,66.904,75.5,0.233195197206118,1.40275799766032,8.93121865518176,2.39989166422153,8.16700679563817
1,159,3.34166666666667,13.73,75.5,67.1283333333333,74.1666666666667,0.527652031803789,1.6669613072894,8.11788149704096,1.9326708635116,8.28049917979989
1,160,3.86166666666667,11.05,81.5,70.575,78.8333333333333,0.339376879982515,0.753923072998831,11.273863579093,2.92875912290512,10.3424690798023
1,161,3.98,12.782,79.1428571428571,68.964,77,0.425969482474977,0.702367425212759,9.45918550807576,1.46517234481135,8.48528137423857
1,162,3.388,11.252,75.6666666666667,71.986,75,0.364581952378337,1.0471246344156,10.7827021968831,1.66401021631479,11.5238882327103
1,164,3.875,12.5825,78.6666666666667,68.9525,77.1666666666667,0.586202467866976,0.337181948903951,10.7641379899492,1.40549813233601,11.3915173118714
1,165,3.5825,10.525,78,71.7375,77,0.537672452955018,0.691881492742796,6.75277720645365,1.12919956901633,6.19677335393187
1,166,4.46833333333333,12.0233333333333,75.7142857142857,70.11,74.2857142857143,0.510231973387269,0.76122707956737,9.30437685024788,2.26570960186869,8.47966755862291
1,167,4.5575,13.21,76.1666666666667,69.885,74,0.820096539032652,0.688912185985994,6.04703784233791,0.62941772033099,6.44980619863884
1,168,3.695,12.745,76.8,71.545,74.6,0.453173991604402,0.533197899470731,9.80815986819138,0.935396529107667,9.555103348473
1,169,4.2,14.414,79.5,66.732,76.8333333333333,0.574978260458602,1.55891949760082,9.79285453787607,1.89275460638721,9.49561302216274
1,170,4.396,11.546,82,71.946,78.8333333333333,0.712797306392217,0.586071667972442,9.83869910099907,1.2852159351642,9.23940835046631
1,171,3.872,13.736,78.5,69.024,74.5,0.309790251621964,0.955656842177148,14.2793557277631,0.763825896392629,11.9289563667573
1,172,4.0875,14.05,76.5,69.82,73,0.167605688049859,1.41239748890554,12.5019998400256,1.54468982862796,9.48683298050514
1,173,3.59,12.856,76.5,70.81,74.5,0.281602556806574,0.977154030846723,15.4499190936393,1.67085307552759,13.7222447143315
1,174,3.88,13.255,78.8333333333333,69.5533333333333,76.3333333333333,0.334424879457256,1.18048718756283,9.70395108533976,1.29788545976395,8.35862827661732
1,175,4.2125,12.6425,77.6666666666667,69.6325,76,0.734364804893771,1.23704958132917,11.1654228162962,2.71215013104609,11.5758369027902
1,176,3.85,12.2133333333333,79.5,71.4533333333333,78.5,0.668131723539602,0.794397045983094,11.5368973298717,1.69757081344687,11.827933040054
1,177,3.752,13.498,77.3333333333333,66.562,73.6666666666667,0.203887223729198,1.67657985196053,11.7075474232081,3.38295285216924,9.79115246876825
1,180,3.8,13.362,76.1666666666667,66.784,75,0.362146379244636,3.14404516506999,10.6661458206171,4.81042929477194,10.0796825346833
1,181,4.08333333333333,14.7416666666667,80.6666666666667,67.7033333333333,78.8333333333333,0.614676066450181,1.17073338837955,10.2696965226177,1.27495359392672,9.78604448521805
1,182,2.91,12.81,77.2,69.4625,75,0.621610810716802,0.408656334834051,6.05805249234438,2.0815438981679,5.78791845139511
1,183,4.248,12.086,79,69.264,75.5714285714286,0.561800676396887,0.752814718240817,12.4766448481419,2.20227836569313,10.5017005425652
1,184,4.115,14.1833333333333,75.6666666666667,66.9433333333333,74.8333333333333,0.179415718374952,1.65247289438183,8.73307887670017,2.44423948635699,8.56543441202293
1,186,3.39,11.95,80,71.496,78,0.331436268383531,2.09762961458881,11.2605506082074,1.80760338570163,10.8258948821795
1,187,4.70142857142857,10.5142857142857,79.2857142857143,71.4157142857143,76.2857142857143,0.480986090284968,0.840274898329056,8.42049653552342,1.40421813527264,7.34198623703163
1,189,4.05166666666667,14.255,72,68.2533333333333,71.1428571428571,0.427944700477371,0.732959753328926,7.61577310586391,1.09249561402628,7.73366173358544
1,191,4.2725,14.4175,75.8333333333333,64.64,73.3333333333333,0.100457287772798,1.34413230995563,7.67897562612792,2.90887148793709,7.20185161376341
1,193,4.608,12.246,75.5,72.592,73,1.01733475316633,1.01576572102035,8.16700679563817,1.52440808184685,8.17312669668102
1,194,4.38,11.7528571428571,73,70.5171428571429,72,0.715122367151245,0.728164685715951,8.32666399786453,1.60569522103578,8.2663978450915
1,195,4.564,13.91,76.5,64.726,74.6666666666667,0.532381442200984,1.42914309990288,10.3295692068934,3.46481312627391,10.0730663984045
1,197,3.845,14.645,76.8333333333333,69.145,74.3333333333333,0.460036230457269,1.26064798152908,11.9568669251885,1.6844880527923,9.99333110962839
1,198,4.375,13.2475,74.5,69.1875,73.3333333333333,0.61,1.82412307698795,9.24662100445346,2.12038322008075,10.0730663984045
1,199,3.82,12.7525,75.8571428571429,68.76,75.2857142857143,0.22196095752782,0.978276545768117,10.007140307943,1.65263426080909,8.76953601422344
2,1,3.86833333333333,13.1466666666667,78.8571428571429,69.885,79.8571428571429,0.679835764480412,2.04046726674717,12.6283882770602,3.12359248302335,12.1439775393481
2,2,4.0575,12.785,82.6666666666667,67.495,83,1.25052988768762,2.44832595869096,13.6186147117343,4.03543058421279,13.114877048604
2,3,5.10833333333333,12.5683333333333,79.5,67.9266666666667,78.8333333333333,0.810614992870639,1.57281170731485,6.65582451691749,3.32601062335445,6.735478206235
2,4,4.9625,12.8975,79.6666666666667,67.32,79.1666666666667,0.408360543311096,0.838783841840873,11.2723851365479,0.791833315793165,10.186592495367
2,6,4.1975,14.1325,85.4,68.685,83,0.420029760850348,1.26434106685393,10.7377837564369,2.12421750298787,10.3682206766639
2,7,4.478,14.046,76.8333333333333,68.968,76.5,1.04597801124115,2.09205162460203,10.4578519145505,2.85008245494757,9.97496867163
2,8,3.33166666666667,12.43,80.3333333333333,69.5466666666667,79.6666666666667,0.468333926452768,1.7372852385259,12.6596471778113,1.88349320855337,11.55277744383
2,10,4.284,12.682,83,70.062,82.6,1.23496153786262,0.711948031811311,9.77241014284603,1.37051815018992,9.09945053286186
2,11,4.0525,13.67,80.8333333333333,67.855,80.5,0.654694585283856,1.89659343736782,12.7030180141046,1.97177584932973,10.968135666557
2,12,3.8025,13.29,78.1428571428571,63.57,78,0.476471405228058,1.94466792366546,9.83918308649269,4.95742540707035,9.50438495292217
2,13,4.64,12.5216666666667,81.8333333333333,69.7583333333333,80.1666666666667,0.439590718737327,2.2767996544858,10.6097439491567,3.20754371235478,8.72735164105736
2,14,3.884,14.188,80,66.966,79.3333333333333,0.614922759377143,1.37487090303053,12.1819538662728,0.944738058934855,12.3071794764953
2,15,5.13,13.755,80.2,66.1475,80.8333333333333,0.938083151964686,2.97062844080732,14.3073407731835,2.04046359111518,12.9679091092846
2,16,4.484,15.132,75.4,68.452,75,0.738092135170129,2.4821804930343,8.61974477580398,4.32143147579596,7.50999334220743
2,17,3.446,14.272,80,70.222,79.5,0.572651726619243,2.57320228509148,8.55569985448298,3.02725453174985,8.14248119432891
2,18,4.15833333333333,12.3266666666667,77.1428571428571,70.3033333333333,76.2857142857143,0.676148405800581,0.949477049046825,10.0569805181703,1.20886172355099,9.28644685754973
2,19,3.13166666666667,14.0533333333333,79.2857142857143,67.975,78.8571428571429,0.608125535285821,2.28014619414341,9.48181216354563,3.13386502581078,9.0448617352353
2,20,4.02285714285714,11.4557142857143,78.8571428571429,68.87,77.7142857142857,0.762642648639459,0.960119040238538,11.6680271315616,1.99275353886693,10.2097059329882
2,21,3.678,12.244,78.5714285714286,68.87,78.5714285714286,0.464456671822033,1.47072431135138,12.0534523803645,1.71049700379743,12.0810753226847
2,23,4.265,13.4325,80.8571428571429,66.88,81.1428571428571,0.351899606895679,1.34974997684756,15.9314005601995,3.05377362182159,15.5287751333728
2,25,4.67,13.2325,80.1666666666667,67.415,77.8333333333333,1.0560618668746,3.29016083700073,10.1472492167418,2.4661508469678,8.79583234643923
2,28,4.37,12.7416666666667,83.2857142857143,69.3266666666667,83.4285714285714,0.832201898579906,1.19955686262331,12.5925147834509,2.30943860422109,11.5304978622946
2,29,4.205,11.465,76.6666666666667,68.92,76.5,0.882061978170091,1.82896145394046,11.7075474232081,1.93965632694729,11.7770964163498
2,31,3.7425,11.8625,76,69.525,78.3333333333333,0.11146748404804,2.38141939467481,8.09938269252663,2.13,6.80196050169851
2,32,4.148,13.482,79.1666666666667,69.744,78,0.540712492920221,0.470233984309939,11.6002873527627,1.53991233516717,10.770329614269
2,33,3.4925,14.9225,83.3333333333333,66.5025,83.3333333333333,0.19155068954892,2.33251473735966,16.7052885837589,2.38139140000127,16.4276190200122
2,36,3.7875,12.8925,82.3333333333333,70.1275,81.8333333333333,0.650454968976844,0.878915050881862,11.1474959819085,2.39779586287074,10.8704492394136
