"","pop","individual","val_mean_oil","val_mean_protein","val_mean_silk","val_mean_starch","val_mean_tassel","val_sd_oil","val_sd_protein","val_sd_silk","val_sd_starch","val_sd_tassel","pred_oil_mean","pred_oil_sd","pred_silk_mean","pred_silk_sd","pred_starch_mean","pred_starch_sd","pred_tassel_mean","pred_tassel_sd","pred_protein_mean","pred_protein_sd","oil_mean_error","oil_sd_error","silk_mean_error","silk_sd_error","starch_mean_error","starch_sd_error","tassel_mean_error","tassel_sd_error","protein_mean_error","protein_sd_error"
"1",1,2,4.0525,12.1875,78.6666666666667,69.88,78.1666666666667,0.417003197429788,1.5375386174012,8.16496580927726,1.34880193752332,8.01040989379861,3.75804146351292,0.527283231580048,76.5034532452348,8.54256528279543,68.9841989362131,2.01101365054081,74.9345936130161,8.56078609349187,12.8157124148769,1.33044867824246,7.26609590344442,26.4458485762157,2.74984756961683,4.62463018631541,1.28191337118903,49.0962901664753,4.13484825626943,6.87076200831294,5.15456340411814,13.4689260363923
"2",1,3,4.152,14.52,76,68.456,75.3333333333333,0.505193032414343,0.757891812859857,8,2.42549582559938,7.73735527597555,3.75804146351292,0.527283231580048,76.5034532452348,8.54256528279543,68.9841989362131,2.01101365054081,74.9345936130161,8.56078609349187,12.8157124148769,1.33044867824246,9.48840405797411,4.37262546162491,0.662438480572098,6.78206603494287,0.771588956721254,17.0885544590103,0.529300513695411,10.6422774726794,11.7375178038781,75.5459889746136
"3",1,4,4.54,11.64,74.8571428571429,71.375,73.2857142857143,0.460260795636561,0.871504446345514,7.22100111777149,1.51327129094555,6.9931939701943,3.75804146351292,0.527283231580048,76.5034532452348,8.54256528279543,68.9841989362131,2.01101365054081,74.9345936130161,8.56078609349187,12.8157124148769,1.33044867824246,17.2237563102882,14.5618389788753,2.19926960241283,18.3016751205239,3.34963371458759,32.8918127617588,2.24993280528509,22.4159680108803,10.1006221209355,52.6611463454311
"4",1,5,3.71833333333333,12.4316666666667,84.2857142857143,69.12,81.8571428571429,0.254983659607173,0.880304871431862,9.28644685754973,0.898086855487819,9.35287070776617,3.75804146351292,0.527283231580048,76.5034532452348,8.54256528279543,68.9841989362131,2.01101365054081,74.9345936130161,8.56078609349187,12.8157124148769,1.33044867824246,1.06790130469525,106.790989035289,9.23319106497569,8.01040038418502,0.196471446450955,123.921955683059,8.45686644134165,8.46889301716313,3.08925390704006,51.1349898675921
"5",1,6,3.63833333333333,12.7416666666667,74.6666666666667,69.795,74,0.340259704735466,1.02861881504601,7.96659693135448,1.7483334922148,8.39047078536121,3.75804146351292,0.527283231580048,76.5034532452348,8.54256528279543,68.9841989362131,2.01101365054081,74.9345936130161,8.56078609349187,12.8157124148769,1.33044867824246,3.29019139293409,54.9649353836895,2.45998202486798,7.22979154592454,1.16168932414485,15.0246025426902,1.26296434191364,2.0298659334802,0.581130790400518,29.3432181855387
"6",1,7,3.86333333333333,11.55,75.3333333333333,70.5933333333333,73.8333333333333,0.259743463183709,1.20153235495346,8.89194391945128,1.44241002030167,8.54205283679905,3.75804146351292,0.527283231580048,76.5034532452348,8.54256528279543,68.9841989362131,2.01101365054081,74.9345936130161,8.56078609349187,12.8157124148769,1.33044867824246,2.72541509457503,103.001540488091,1.55325652022322,3.92915924595048,2.27944243618878,39.420388255499,1.49154891153425,0.219306261044335,10.9585490465532,10.7293259942216
"7",1,8,4.29666666666667,11.9616666666667,74,71.4016666666667,76.6666666666667,0.519409921609769,1.84640641968844,4.63680924774785,2.63186182514711,11.9443152447793,3.75804146351292,0.527283231580048,76.5034532452348,8.54256528279543,68.9841989362131,2.01101365054081,74.9345936130161,8.56078609349187,12.8157124148769,1.33044867824246,12.5358852557119,1.51581817033402,3.38304492599297,84.2337009430493,3.38573011431142,23.5896948948525,2.25922572215297,28.3275272122973,7.13985577436419,27.943887973106
"8",1,9,4.5975,13,80,69.1325,76.6666666666667,0.43308005418552,1.06867519231367,8.39047078536121,2.0665651856805,7.6594168620507,3.75804146351292,0.527283231580048,76.5034532452348,8.54256528279543,68.9841989362131,2.01101365054081,74.9345936130161,8.56078609349187,12.8157124148769,1.33044867824246,18.2590220008066,21.7519085638087,4.37068344345651,1.81270516667048,0.214517142858842,2.68810950288982,2.25922572215297,11.76811822199,1.41759680863924,24.4951401334635
"9",1,10,3.85333333333333,14.775,74.1666666666667,68.705,73.8333333333333,0.364673369834797,1.73381371548388,9.76558583325479,1.44087126420094,9.53764471275098,3.75804146351292,0.527283231580048,76.5034532452348,8.54256528279543,68.9841989362131,2.01101365054081,74.9345936130161,8.56078609349187,12.8157124148769,1.33044867824246,2.47297240018378,44.5905501185665,3.15072347672103,12.5237806655142,0.406373533531921,39.5692800949884,1.49154891153425,10.2421368029482,13.2608296793442,23.2646122036728
"10",1,11,4.385,12.9783333333333,78,71.2266666666667,75,0.719631850323483,0.663608820516022,9.36304793679209,1.25469783879094,8.06225774829855,3.75804146351292,0.527283231580048,76.5034532452348,8.54256528279543,68.9841989362131,2.01101365054081,74.9345936130161,8.56078609349187,12.8157124148769,1.33044867824246,14.2978001479381,26.7287528556404,1.91864968559642,8.76298679164691,3.14835417042343,60.2787211683313,0.0872085159785456,6.18348309812502,1.25301850614923,100.486888828257
